update,global_step,rollout_size,policy_loss,value_loss,entropy,approx_kl
1,5500,500,-0.012381115782773122,4.953601531684399,1.6916439458727837,0.012959282510564663
2,6000,500,0.023027168586850166,108.3420291741689,1.7442430257797241,0.035855980357155204
3,6500,500,0.015487812808714807,152.31634330749512,1.7584054879844189,0.029502010547730606
4,7000,500,-0.0038737119175493717,176.3526286482811,1.708002146333456,0.005527200213691685
5,7500,500,0.010731964488513768,303.05586981773376,1.5569187998771667,0.026584421459119767
6,8000,500,-0.007752787554636598,245.70598769187927,1.4756645895540714,0.013329092682397459
7,8500,500,-0.004703271551989019,86.31767052412033,1.4516081735491753,0.011412378582463134
8,9000,500,-0.0013914024457335472,15.39260795712471,1.4239613711833954,0.012745355372317135
9,9500,500,-0.005132365564350039,17.17616394162178,1.4003763273358345,0.008888706914149225
10,10000,500,-0.008494018635246903,17.26657474040985,1.4761310517787933,0.02234268665779382
11,10500,500,0.026777688704896718,608.3564510345459,1.3368893787264824,0.06474274664651603
12,11000,500,-0.006704662984702736,285.794739484787,1.353927567601204,0.04165325005305931
13,11500,500,0.0188996239254872,236.84745613733926,1.3957392672697704,0.03655087780983498
14,12000,500,0.01763490156736225,345.1911897659302,1.4610609859228134,0.04101644892944023
15,12500,500,0.0025433922613350055,199.41715463002524,1.5222545663515727,0.03283707933345189
16,13000,500,-0.005338166549336165,77.017138838768,1.4581063017249107,0.01091781001741765
17,13500,500,0.007885095837991685,204.2078229188919,1.3942537158727646,0.014107656228588894
18,14000,500,-0.0006366592715494335,149.49070525169373,1.468141820281744,0.012033424980472773
19,14500,500,0.03519303596112877,248.04058202107748,1.3712190439303715,0.03197094604062537
20,15000,500,0.0012216555187478662,228.00980138778687,1.4764904156327248,0.03895367670338601
