update,global_step,rollout_size,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability
16,19500,500,-0.010061235749162734,0.27992264926433563,1.5648494251072407,0.007711864406779661,0.0047367422812385485,0.5502161383628845,0.0038906249683350325,0.571808397769928,0.3804803490638733
17,20000,500,-0.018407307783490978,0.3834575582295656,1.5467111617326736,0.0075593220338983046,0.009904341604851652,0.6856015920639038,0.00379296881146729,0.5776853561401367,0.38973310589790344
18,20500,500,-0.016504044586326927,0.12109742360189557,1.5447038300335407,0.007406779661016949,0.008304589347972069,0.9124340415000916,0.0035781250335276127,0.5756458044052124,0.393807053565979
19,21000,500,-0.00496066443156451,1.1943576447665691,1.4956036247313023,0.007254237288135593,0.008840733098622877,0.1162329912185669,0.003976562526077032,0.5699423551559448,0.41102135181427
20,21500,500,-0.015857105143368244,1.2693379297852516,1.4872984774410725,0.007101694915254237,0.010980139530147426,0.15223091840744019,0.003031250089406967,0.5753004550933838,0.40614813566207886
21,22000,500,-0.01780982979107648,0.8768261070363224,1.5261030830442905,0.006949152542372881,0.010491212509805337,0.10235220193862915,0.004308593925088644,0.5717080235481262,0.39733466506004333
22,22500,500,-0.013944925827672705,0.6104683186858892,1.5005419962108135,0.006796610169491525,0.0038526537027792074,0.371107816696167,0.004175781272351742,0.576409101486206,0.3857744038105011
23,23000,500,-0.012396681064274162,1.3780069835484028,1.481056060642004,0.006644067796610169,0.004446875136636663,0.16716676950454712,0.0036132812965661287,0.5802713632583618,0.3969181776046753
24,23500,500,-0.010556338704191148,1.0797310657799244,1.502213004976511,0.006491525423728813,0.004713451868155971,0.11952680349349976,0.0036992188543081284,0.5777470469474792,0.40245023369789124
25,24000,500,-0.017623097694013268,1.0631508557125926,1.4898810610175133,0.006338983050847458,0.006418578312150203,0.19960778951644897,0.0050195311196148396,0.5735064744949341,0.39098474383354187
26,24500,500,-0.017283406195929274,1.092794070020318,1.5028203949332237,0.006186440677966101,0.005331661515810993,0.20743036270141602,0.004535156302154064,0.5738126635551453,0.3821460008621216
27,25000,500,-0.01057345275694388,0.6399565069004893,1.5332291759550571,0.006033898305084746,0.005039350937295239,0.37791740894317627,0.0036640625912696123,0.5747117400169373,0.3796583414077759
28,25500,500,-0.013615654839668423,0.4019407811574638,1.517120186239481,0.00588135593220339,0.006036029735696502,0.5509138107299805,0.005261718761175871,0.570690393447876,0.39139872789382935
29,26000,500,-0.012890834856079891,0.7054434502497315,1.4853062219917774,0.005728813559322033,0.008960211343946867,0.49857664108276367,0.004796875175088644,0.5726182460784912,0.40724772214889526
30,26500,500,-0.008655393510707654,0.5758470208384097,1.5256667248904705,0.005576271186440678,0.003805004009336699,0.27032697200775146,0.005664062686264515,0.567207932472229,0.3800179660320282
31,27000,500,-0.01352945901453495,0.49938706448301673,1.5455893985927105,0.0054237288135593215,0.0063939554238459095,0.4115564227104187,0.004671874921768904,0.5726301670074463,0.36559703946113586
32,27500,500,-0.017485205957200378,1.3364100828766823,1.4677851311862469,0.005271186440677965,0.007547045839601196,0.09866142272949219,0.005902343895286322,0.5650535821914673,0.3764098882675171
33,28000,500,-0.020935853710398078,1.140126258134842,1.5483887307345867,0.00511864406779661,0.010896083462284878,0.289093017578125,0.005945312324911356,0.5610041618347168,0.3715123236179352
34,28500,500,-0.016027515082441823,0.07859523210208863,1.54670400172472,0.004966101694915254,0.008001992171557504,0.9435250163078308,0.004437500145286322,0.5729489326477051,0.37336379289627075
35,29000,500,-0.014894627143803518,1.3328447584062815,1.4774711206555367,0.004813559322033898,0.007588356740598101,0.039568543434143066,0.004636718891561031,0.5711755156517029,0.4174785315990448
36,29500,500,-0.010071711614727974,0.6972819725051522,1.471445057541132,0.004661016949152543,0.00591418205658556,0.41351497173309326,0.004671874921768904,0.5743968486785889,0.41970670223236084
37,30000,500,-0.01639295619679615,1.6444517560303211,1.408289447426796,0.0045084745762711854,0.008058532970608212,0.16459375619888306,0.004285156261175871,0.5777515769004822,0.42495355010032654
38,30500,500,-0.01341878972016275,1.1545734647661448,1.4462447352707386,0.00435593220338983,0.005268036300549284,0.27595025300979614,0.00330468756146729,0.583636999130249,0.4092409908771515
39,31000,500,-0.013767070253379643,1.2564290445297956,1.4006292261183262,0.004203389830508475,0.005688736542651895,0.2410392165184021,0.003074218751862645,0.5857996940612793,0.4661214053630829
40,31500,500,-0.009657448099460453,1.5300221554934978,1.3863078504800797,0.004050847457627118,0.004611649095750181,0.1987873911857605,0.0030195312574505806,0.5834985971450806,0.4606347680091858
41,32000,500,-0.010772868408821523,1.1405440997332335,1.355305202305317,0.003898305084745763,0.004923884283925872,0.3422688841819763,0.002890625037252903,0.5834334492683411,0.48547521233558655
42,32500,500,-0.016548935847822577,0.9724475527182221,1.406966246664524,0.0037457627118644057,0.006217689562618034,0.455452024936676,0.0033593750558793545,0.5797631740570068,0.44855809211730957
43,33000,500,-0.01176465698517859,0.960413409397006,1.3964452780783176,0.0035932203389830502,0.0042024824979307596,0.3888397812843323,0.0036914062220603228,0.5775465369224548,0.4647541642189026
44,33500,500,-0.008008644304936752,0.8726382721215487,1.3748232200741768,0.003440677966101695,0.005642114992951974,0.37547075748443604,0.0033710936550050974,0.5744382739067078,0.467916876077652
45,34000,500,-0.02557174997855327,1.1975223813205957,1.3988601863384247,0.0032881355932203385,0.011989741113211494,0.2274388074874878,0.003109375014901161,0.5812788009643555,0.43780627846717834
46,34500,500,-0.008262052724603564,0.9044271213933825,1.4307292513549328,0.003135593220338983,0.010504439342184924,0.18566733598709106,0.004449218977242708,0.574270486831665,0.4402487277984619
47,35000,500,-0.007779352512443438,0.9964927574619651,1.3913570903241634,0.002983050847457626,0.003946794669900555,0.5302347540855408,0.00255468743853271,0.5799872279167175,0.476624459028244
48,35500,500,-0.006293118740359205,1.1369563862681389,1.3436213582754135,0.0028305084745762705,0.005809813587802637,0.15177732706069946,0.0026757812593132257,0.5797032713890076,0.4898611903190613
49,36000,500,-0.01610627758782357,1.1265278216451406,1.394813910126686,0.002677966101694914,0.007488781579013448,0.19119763374328613,0.004117187578231096,0.5746541023254395,0.4569646716117859
50,36500,500,-0.012604720424860716,0.8301763199269772,1.362924661487341,0.0025254237288135587,0.006380093465850223,0.6500939130783081,0.003382812486961484,0.5812498927116394,0.4943831264972687
51,37000,500,-0.015833782614208758,0.7297807512804866,1.320527520030737,0.0023728813559322033,0.00931256444164319,0.6361243724822998,0.004070312716066837,0.580361545085907,0.5245258808135986
52,37500,500,-0.011488355377878179,1.013188287615776,1.2980939745903015,0.002220338983050846,0.007038269424811006,0.6252533197402954,0.004558593966066837,0.5782980918884277,0.5330910682678223
53,38000,500,-0.017942298625712283,1.2603974621742964,1.23705430701375,0.0020677966101694915,0.007376941844995599,0.3412686586380005,0.003488281276077032,0.5831855535507202,0.5488263964653015
54,38500,500,-0.010487445950275287,1.664601944386959,1.2089750543236732,0.0019152542372881352,0.007050982443615794,0.15305596590042114,0.004031249787658453,0.5786377191543579,0.5557741522789001
55,39000,500,-0.011909102759091184,1.0639171414077282,1.2722366489470005,0.001762711864406779,0.006399485369911417,0.3963192105293274,0.004203124903142452,0.5769504904747009,0.5469716787338257
56,39500,500,-0.012811086373403668,0.4513094536960125,1.3432870879769325,0.0016101694915254226,0.006333955388981849,0.7759689688682556,0.0048164064064621925,0.5712001919746399,0.4813172519207001
57,40000,500,-0.019502563285641372,1.1410128343850374,1.2695735655725002,0.0014576271186440663,0.00902832868450787,0.5979389548301697,0.004238281399011612,0.5760430693626404,0.5223036408424377
58,40500,500,-0.017002387496177107,0.8660229882225394,1.3070566579699516,0.0013050847457627118,0.005943189578829333,0.6763181686401367,0.004496093839406967,0.5739434957504272,0.4839966297149658
59,41000,500,-0.019323898013681173,0.6378283891826868,1.238887257874012,0.0011525423728813555,0.009611880683223717,0.632736086845398,0.003949218895286322,0.5800821185112,0.5630429983139038
60,41500,500,-0.010246302583254874,1.383960435166955,1.161559671163559,0.0009999999999999992,0.004086334749445086,0.1594400405883789,0.002667968859896064,0.5857030749320984,0.5664333701133728
