update,global_step,rollout_size,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability
1,12000,500,-0.015976308612152934,0.420957506634295,1.6109805405139923,0.01,0.009533612363156863,0.5101854801177979,0.0036992188543081284,0.5717421770095825,0.37947747111320496
2,12500,500,-0.013181380636524409,0.650281285867095,1.6204269714653492,0.009847457627118644,0.007982175815413939,0.6129770874977112,0.005074218846857548,0.5696845054626465,0.34653034806251526
3,13000,500,-0.010734117880929261,0.14030864834785461,1.6511032432317734,0.009694915254237288,0.006548145040142117,0.9350743293762207,0.004378906451165676,0.5740649700164795,0.3335040211677551
4,13500,500,-0.015860697109019384,0.14403055771254003,1.6222182661294937,0.009542372881355933,0.008023251786653418,0.8963445425033569,0.003597656264901161,0.5774329900741577,0.3420964181423187
5,14000,500,-0.005665258126100525,0.7071246691048145,1.6279938481748104,0.009389830508474577,0.005198304781515617,0.4897371530532837,0.003957031294703484,0.567575216293335,0.3185034394264221
6,14500,500,-0.01159473741427064,0.4413671097718179,1.6621492505073547,0.00923728813559322,0.00912648090888979,0.16613847017288208,0.004429687280207872,0.5637578368186951,0.3237001299858093
7,15000,500,-0.015335960662923753,0.398280437104404,1.6219125054776669,0.009084745762711864,0.007526838966441574,0.5493406057357788,0.0031796875409781933,0.5733052492141724,0.361138254404068
8,15500,500,-0.017402200755896047,0.27517251390963793,1.630030557513237,0.008932203389830508,0.008512382391927531,0.5019696950912476,0.004218750167638063,0.5645209550857544,0.3527645170688629
9,16000,500,-0.010002755181631073,0.3986619431525469,1.595513254404068,0.008779661016949153,0.0039087577679310925,0.45306849479675293,0.0043359375558793545,0.5696804523468018,0.3525954484939575
10,16500,500,-0.027748944775339623,0.34372340282425284,1.6405949369072914,0.008627118644067797,0.012516568953287788,0.5392414331436157,0.006046874914318323,0.5607125759124756,0.3186490535736084
11,17000,500,-0.012050774064846337,0.10645518987439573,1.6397611200809479,0.00847457627118644,0.004716872834251262,0.8649497628211975,0.006464843638241291,0.5602143406867981,0.30605122447013855
12,17500,500,-0.008176485891453922,0.3147980556823313,1.6251504570245743,0.008322033898305084,0.00398905215843115,0.5008890628814697,0.0058398437686264515,0.5635291934013367,0.3262889087200165
13,18000,500,-0.025840140355285257,0.1259715820197016,1.6393830999732018,0.008169491525423728,0.010618253669235855,0.9055702090263367,0.0055078123696148396,0.5646213889122009,0.3261571526527405
14,18500,500,-0.019099091121461242,0.13775699958205223,1.6129702925682068,0.008016949152542373,0.008523360462277196,0.8987130522727966,0.004613281227648258,0.5710837841033936,0.3337332010269165
15,19000,500,-0.010715932585299015,0.10778886661864817,1.5723952911794186,0.007864406779661017,0.006043202018190641,0.8906365633010864,0.0043359375558793545,0.5748211741447449,0.38815397024154663
