episode,step,action,action_name,reward,cumulative_reward,distance_to_target,x,y,z,success,collision,out_of_altitude,timeout
1,1,3,up,-0.14369036310584277,-0.14369036310584277,22.674209919500978,85.41300201416016,-15.333999633789062,-3.35290265083313,0,0,0,0
1,2,2,right,-0.1024599111434867,-0.24615027424932945,22.64412400597978,85.41300201416016,-15.170531272888184,-3.4505269527435303,0,0,0,0
1,3,0,forward,0.27171732487881856,0.025567050629489108,22.4198762806589,85.58210754394531,-14.849945068359375,-3.507112503051758,0,0,0,0
1,4,0,forward,0.8421998234070542,0.8677668740365434,21.91037815676093,86.06974029541016,-14.682183265686035,-3.507185697555542,0,0,0,0
1,5,0,forward,1.1204158237727853,1.9881826978093287,21.26543342679936,86.71147155761719,-14.60978889465332,-3.4778945446014404,0,0,0,0
1,6,0,forward,1.3107716593193686,3.2989543571286974,20.530011499374705,87.45284271240234,-14.579384803771973,-3.440288782119751,0,0,0,0
1,7,0,forward,1.447675664156695,4.746630021285393,19.731231501683183,88.26284790039062,-14.567800521850586,-3.3995373249053955,0,0,0,0
1,8,0,forward,1.4050566444521635,6.151686665737556,18.9585448826336,89.04910278320312,-14.564947128295898,-3.3612663745880127,0,0,0,0
1,9,4,down,1.2947727781794895,7.446459443917046,18.28539981582283,89.73517608642578,-14.564948081970215,-2.9924726486206055,0,0,0,0
1,10,5,hover,0.5212683586236906,7.967727802540737,17.994587006158966,90.0308837890625,-14.564992904663086,-2.958570957183838,0,0,0,0
1,11,0,forward,0.483960488107752,8.45168829064849,17.724268216544253,90.30631256103516,-14.565649032592773,-2.9732916355133057,0,0,0,0
1,12,2,right,0.7954313747497295,9.247119665398218,17.29704105360634,90.70767211914062,-14.398950576782227,-3.0360918045043945,0,0,0,0
1,13,2,right,0.5254514531009036,9.77257111849912,17.00390742743774,90.91311645507812,-13.925765037536621,-3.0432631969451904,0,0,0,0
1,14,0,forward,0.5615109104598062,10.334082028958926,16.685667064103892,91.15129089355469,-13.428279876708984,-3.099879264831543,0,0,0,0
1,15,0,forward,0.9930578790455697,11.327139908004495,16.150365905161628,91.65702819824219,-13.167391777038574,-3.110177755355835,0,0,0,0
1,16,0,forward,1.3390925496789847,12.66623245768348,15.445717030462898,92.34695434570312,-13.041841506958008,-3.0808207988739014,0,0,0,0
1,17,0,forward,1.5203328890006957,14.186565346684175,14.655407986618297,93.1370849609375,-12.984370231628418,-3.0411407947540283,0,0,0,0
1,18,0,forward,1.5566064665386292,15.743171813222803,13.85195133099333,93.95032501220703,-12.959821701049805,-3.0010242462158203,0,0,0,0
1,19,0,forward,1.4291192154014396,17.172291028624244,13.107996834414742,94.6976547241211,-12.949947357177734,-2.964840888977051,0,0,0,0
1,20,2,right,1.239538324394556,18.4118293530188,12.453502220748042,95.33527374267578,-12.791460990905762,-3.077803611755371,0,0,0,0
1,21,0,forward,0.9151308106744593,19.326960163693258,11.962468962341507,95.78398895263672,-12.469762802124023,-3.0677428245544434,0,0,0,0
1,22,2,right,1.0283193807703845,20.35527954446364,11.411272769595017,96.29434204101562,-12.105863571166992,-3.096292018890381,0,0,0,0
1,23,5,hover,0.5004653943812094,20.85574493884485,11.124417613708047,96.54359436035156,-11.693318367004395,-3.092979669570923,0,0,0,0
1,24,0,forward,0.5257355371349923,21.381480475979842,10.821382698219393,96.8350601196289,-11.47099494934082,-3.1213371753692627,0,0,0,0
1,25,1,left,0.6064846042096625,21.987965080189504,10.465863820549224,97.1946029663086,-11.538274765014648,-3.218212604522705,0,0,0,0
1,26,0,forward,0.4979931933409609,22.485958273530464,10.163829795022847,97.52069854736328,-11.818745613098145,-3.224299430847168,0,0,0,0
1,27,1,left,0.6478442347763866,23.13380250830685,9.783833213313518,97.94042205810547,-12.124958992004395,-3.248595714569092,0,0,0,0
1,28,0,forward,0.5406591819415538,23.674461690248403,9.45624609522978,98.33682250976562,-12.544319152832031,-3.2580602169036865,0,0,0,0
1,29,5,hover,0.6922777055470923,24.366739395795495,9.053449963918483,98.79330444335938,-12.772087097167969,-3.253258228302002,0,0,0,0
