update,global_step,rollout_size,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability
67,33500,500,-0.011041932855732739,0.6593804759904742,1.2017078064382076,0.0033258426966292125,0.007429104414768517,0.8068019151687622,0.00379296881146729,0.5820971727371216,0.5596285462379456
68,34000,500,-0.018285963087691925,1.3506049793213606,1.057274455204606,0.0032247191011235956,0.00929098844062537,0.26632994413375854,0.0022460937034338713,0.5941419005393982,0.6148951053619385
69,34500,500,-0.006029765849234536,0.725466450676322,1.2268353551626205,0.003123595505617977,0.009380415853229351,0.7879155874252319,0.003308593761175871,0.582756757736206,0.5479457974433899
70,35000,500,0.008723262610146776,0.43897583056241274,1.0514194834977388,0.0030224719101123593,0.013736849301494658,0.20842504501342773,0.0010078124469146132,0.5946296453475952,0.5952956676483154
71,35500,500,-0.011989121965598315,0.6889870213344693,1.2394038625061512,0.0029213483146067407,0.01371902009123005,0.7755241394042969,0.002398437587544322,0.5863403081893921,0.5400660634040833
72,36000,500,-0.0183937939855241,0.4959816732443869,1.1341676712036133,0.0028202247191011238,0.006303985544946045,0.8556758761405945,0.002261718735098839,0.5923295021057129,0.5823736190795898
73,36500,500,-0.01769517720094882,0.6998977744951844,1.1884551234543324,0.002719101123595505,0.005540500023926143,0.8475596904754639,0.003082031151279807,0.5863842368125916,0.5530987977981567
74,37000,500,-0.0050588882877491415,1.142169407568872,0.9883758071810007,0.0026179775280898866,0.008918374122004025,0.08279383182525635,0.0008984375162981451,0.6003556251525879,0.6275575160980225
75,37500,500,-0.01567699577572057,0.9906254447996616,1.0888463072478771,0.002516853932584269,0.008436396848992445,0.5479570627212524,0.0020468749571591616,0.592524528503418,0.6063128709793091
76,38000,500,-0.015513490798184648,0.6638280595652759,1.0117495507001877,0.002415730337078651,0.0066783052097889595,0.07358658313751221,0.0010351561941206455,0.6022976636886597,0.6275367140769958
77,38500,500,-0.00684652870404534,0.7925527188926935,1.0777926463633776,0.0023146067415730333,0.013377028197282925,0.5849226713180542,0.0019335937686264515,0.5995000004768372,0.6110258102416992
78,39000,500,-0.01767553109675646,0.35930982418358326,1.063449990004301,0.0022134831460674147,0.010536149522522464,0.9162749648094177,0.002222656272351742,0.5978825092315674,0.6397154331207275
79,39500,500,-0.01941672491375357,1.103004714474082,1.055200146511197,0.002112359550561797,0.01959756767610088,0.7700008153915405,0.002445312449708581,0.5899961590766907,0.6365530490875244
80,40000,500,-0.022796930221375078,0.784733360633254,0.9725336488336325,0.00201123595505618,0.009207069713738747,0.7952005863189697,0.001652343780733645,0.5954970121383667,0.668562650680542
81,40500,500,-0.02077975554857403,0.9787302482873201,1.1149516589939594,0.0019101123595505615,0.011418713489547372,0.7809923887252808,0.001984375063329935,0.5890349745750427,0.5836339592933655
82,41000,500,0.005744503374444321,1.35442322678864,0.9702284540981054,0.0018089887640449429,0.028260229824809358,0.019707977771759033,0.0008164062746800482,0.5914162397384644,0.6008283495903015
83,41500,500,-0.015612574061378837,1.1365128764882684,1.048497837036848,0.0017078651685393242,0.013242166925920174,0.06600219011306763,0.0006679687649011612,0.5942986011505127,0.6017642617225647
84,42000,500,-0.011174409475643188,1.3493583388626575,1.1210364624857903,0.0016067415730337074,0.013090533233480528,0.2707436680793762,0.001460937550291419,0.5910387635231018,0.5836948752403259
85,42500,500,-0.01603794118273072,0.7832873463630676,1.0386544521898031,0.0015056179775280887,0.009810399737034459,-0.023644566535949707,0.0008437500218860805,0.5947259664535522,0.6309828162193298
86,43000,500,-0.01562164825736545,0.7193666305392981,0.9764100406318903,0.0014044943820224719,0.008075305260717869,-0.01838850975036621,0.0004257812397554517,0.5962448120117188,0.6739978194236755
87,43500,500,-0.022095754218753427,2.2035490684211254,0.9128487519919872,0.0013033707865168533,0.013934687245637178,0.024507343769073486,0.0007656249799765646,0.5958451628684998,0.6895859241485596
88,44000,500,-0.0029738243902102113,1.4195668958127499,1.1314741373062134,0.0012022471910112364,0.03160620806738734,0.46900492906570435,0.0026562500279396772,0.5858339071273804,0.5619102120399475
89,44500,500,-0.010820333729498088,0.9118201769888401,1.0119928233325481,0.0011011235955056178,0.00890938507654937,0.5188261866569519,0.0017500000540167093,0.5975543856620789,0.6506006121635437
90,45000,500,-0.01889668413787149,0.5570958405733109,1.007136607542634,0.0009999999999999992,0.01054861729789991,0.8700293302536011,0.0017695312853902578,0.5974915623664856,0.6518007516860962
