episode,update,optimized_in_update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
17,4,5,2012,-71.80052670892663,150,0,0,0,17.024144963671695,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,1,106.2125244140625,-6.586638927459717,-1.7221559286117554,48.938924821482935,3.318359375,5,0.25333333333333335,25,13,25,21,28,38
18,4,5,2026,-104.76327344577021,14,0,1,0,33.43700739531081,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,0,85.41299438476562,-10.570016860961914,-2.430402994155884,5.420451373181446,2.619140625,2,0.42857142857142855,0,0,6,1,3,4
19,4,5,2176,-106.18026131031061,150,0,0,0,28.701875227756126,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,1,102.63944244384766,5.3142290115356445,-4.5655903816223145,50.66881965830631,3.09765625,2,0.2733333333333333,19,15,41,20,24,31
20,4,5,2326,-35.038190082591285,150,0,0,0,15.844725576859501,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,1,105.26564025878906,-9.291516304016113,-3.3609066009521484,48.0812856918537,1.9111328125,5,0.24666666666666667,24,22,29,16,22,37
21,4,5,2386,-131.7785194539028,60,0,0,1,33.636161461778634,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,0,90.8007583618164,0.9557569622993469,-0.7161605358123779,22.818389846489975,1.5654296875,2,0.36666666666666664,7,2,22,4,12,13
22,4,5,2462,-134.83965645934862,76,0,0,1,26.589735913770628,-0.01856476766988635,0.7125242557376623,1.7503628358244896,0.009595505617977527,0.009712347244203556,0.20873546600341797,0.009878906421363354,0.5422083735466003,0.2412842959165573,0,94.6216049194336,-6.149325370788574,-0.5992661714553833,23.42666163996081,0.74951171875,5,0.3157894736842105,11,4,15,7,15,24
23,5,6,2612,-33.184638231435414,150,0,0,0,19.424454812805426,-0.006692034425213933,0.24885277776047587,1.757659737020731,0.00949438202247191,0.003570564127585385,0.06193572282791138,0.010285155847668648,0.5456771850585938,0.24005882441997528,1,111.82865905761719,-0.5498169660568237,-3.714878797531128,53.685539233714,2.732421875,2,0.26,32,19,39,12,20,28
24,5,6,2628,-104.72500428851521,16,0,1,0,30.203168285252097,-0.006692034425213933,0.24885277776047587,1.757659737020731,0.00949438202247191,0.003570564127585385,0.06193572282791138,0.010285155847668648,0.5456771850585938,0.24005882441997528,0,88.13600158691406,-13.33616828918457,-1.4437923431396484,6.46841426577256,0.79248046875,4,0.3125,4,2,4,0,5,1
25,5,6,2778,-77.34612654567522,150,0,0,0,15.778834619881783,-0.006692034425213933,0.24885277776047587,1.757659737020731,0.00949438202247191,0.003570564127585385,0.06193572282791138,0.010285155847668648,0.5456771850585938,0.24005882441997528,1,108.51776885986328,-6.879216194152832,-6.985967636108398,53.58704244488734,1.5859375,2,0.22,28,20,33,22,22,25
26,5,6,2928,-54.23677071244904,150,0,0,0,6.899489711438833,-0.006692034425213933,0.24885277776047587,1.757659737020731,0.00949438202247191,0.003570564127585385,0.06193572282791138,0.010285155847668648,0.5456771850585938,0.24005882441997528,1,115.74370574951172,-13.584277153015137,-6.722116470336914,57.52658282579522,2.98046875,0,0.25333333333333335,38,26,29,15,16,26
27,6,7,3078,-99.90537053793727,150,0,0,0,14.08099973341683,-0.009925117337843403,0.5376623328775167,1.7440440729260445,0.009393258426966292,0.004542055893580255,0.5649096965789795,0.007730468641966581,0.5482797026634216,0.2494170367717743,1,109.30184173583984,-8.623200416564941,-7.292953968048096,52.88911642178451,2.974609375,2,0.2,29,22,30,21,20,28
28,6,7,3171,-189.4617366566834,93,0,0,1,24.28445183894034,-0.009925117337843403,0.5376623328775167,1.7440440729260445,0.009393258426966292,0.004542055893580255,0.5649096965789795,0.007730468641966581,0.5482797026634216,0.2494170367717743,0,94.70159149169922,-16.979562759399414,-10.34902286529541,32.20680002424336,2.9765625,1,0.23655913978494625,11,22,19,17,7,17
29,6,7,3246,-171.35090373802092,75,0,0,1,21.446178787348483,-0.009925117337843403,0.5376623328775167,1.7440440729260445,0.009393258426966292,0.004542055893580255,0.5649096965789795,0.007730468641966581,0.5482797026634216,0.2494170367717743,0,97.65487670898438,-16.43128204345703,-10.012821197509766,24.76911675870014,3.95703125,0,0.2,15,15,14,14,4,13
30,6,7,3396,-110.54553021339706,150,0,0,0,10.292344128985178,-0.009925117337843403,0.5376623328775167,1.7440440729260445,0.009393258426966292,0.004542055893580255,0.5649096965789795,0.007730468641966581,0.5482797026634216,0.2494170367717743,1,116.27825927734375,-10.445828437805176,-8.476018905639648,54.53892910928494,2.271484375,0,0.25333333333333335,38,22,28,19,18,25
31,7,8,3546,-104.5323977260584,150,0,0,0,12.659954336058235,-0.012942305678734556,0.14821862312965095,1.701938334852457,0.009292134831460675,0.006129345241788542,0.5319314002990723,0.006566406227648258,0.5596067905426025,0.29703930020332336,1,111.41161346435547,-8.185762405395508,-4.529360771179199,51.095647546337624,2.736328125,5,0.23333333333333334,33,13,22,23,24,35
32,7,8,3696,-27.082005542993688,150,0,0,0,9.487607341131689,-0.012942305678734556,0.14821862312965095,1.701938334852457,0.009292134831460675,0.006129345241788542,0.5319314002990723,0.006566406227648258,0.5596067905426025,0.29703930020332336,1,123.56159973144531,-11.556574821472168,-3.630727767944336,58.54575907668032,1.6240234375,0,0.31333333333333335,47,16,24,13,20,30
33,7,8,3846,-69.29846329807721,150,0,0,0,6.347933825332382,-0.012942305678734556,0.14821862312965095,1.701938334852457,0.009292134831460675,0.006129345241788542,0.5319314002990723,0.006566406227648258,0.5596067905426025,0.29703930020332336,1,116.09396362304688,-13.766786575317383,-6.128955364227295,55.422399203073454,2.978515625,0,0.26,39,20,25,16,17,33
34,7,8,3996,-47.46873880377335,150,0,0,0,12.824866289531828,-0.012942305678734556,0.14821862312965095,1.701938334852457,0.009292134831460675,0.006129345241788542,0.5319314002990723,0.006566406227648258,0.5596067905426025,0.29703930020332336,1,113.14293670654297,-7.076056957244873,-2.54784893989563,56.829562986784026,0.6533203125,5,0.26,33,20,30,10,18,39
35,8,9,4146,-62.04520952965184,150,0,0,0,6.35146430182964,-0.013814744132105261,0.42727807024493814,1.6785697489976883,0.009191011235955057,0.007841581907996442,0.34596699476242065,0.005101562477648258,0.5612760782241821,0.34000933170318604,1,118.59906005859375,-12.766727447509766,-3.5929951667785645,53.90574207009975,2.255859375,0,0.2733333333333333,41,14,17,22,26,30
36,8,9,4296,-101.05151821312685,150,0,0,0,11.44092779820714,-0.013814744132105261,0.42727807024493814,1.6785697489976883,0.009191011235955057,0.007841581907996442,0.34596699476242065,0.005101562477648258,0.5612760782241821,0.34000933170318604,1,120.84188842773438,-9.251057624816895,-8.074047088623047,59.28479388901533,1.5712890625,0,0.2866666666666667,43,19,27,16,12,33
37,8,9,4355,-85.48595717343876,59,0,1,0,16.94025487415415,-0.013814744132105261,0.42727807024493814,1.6785697489976883,0.009191011235955057,0.007841581907996442,0.34596699476242065,0.005101562477648258,0.5612760782241821,0.34000933170318604,0,101.99053192138672,-13.045882225036621,-4.601467132568359,22.935005447446702,0.65576171875,0,0.3389830508474576,20,6,9,6,7,11
38,8,9,4413,-76.75076761769874,58,0,1,0,17.980423443038433,-0.013814744132105261,0.42727807024493814,1.6785697489976883,0.009191011235955057,0.007841581907996442,0.34596699476242065,0.005101562477648258,0.5612760782241821,0.34000933170318604,0,100.82938385009766,-12.974141120910645,-3.251800060272217,24.025072706546467,0.35546875,0,0.3448275862068966,20,7,10,4,6,11
39,9,10,4563,-26.241789585409062,150,0,0,0,11.117583522991438,-0.013363925769226626,0.390534330625087,1.6673060655593872,0.009089887640449438,0.008684608335897792,0.31451237201690674,0.007566406391561031,0.5521833896636963,0.333963006734848,1,119.06488037109375,-8.542108535766602,-6.436760902404785,57.01492893595014,1.6591796875,0,0.26666666666666666,40,18,31,18,20,23
40,9,10,4713,-84.79839198958649,150,0,0,0,16.41720979910807,-0.013363925769226626,0.390534330625087,1.6673060655593872,0.009089887640449438,0.008684608335897792,0.31451237201690674,0.007566406391561031,0.5521833896636963,0.333963006734848,1,124.10310363769531,-4.161700248718262,-5.837913513183594,59.133863050883676,2.94140625,0,0.31333333333333335,47,16,28,15,19,25
41,9,10,4863,-38.01450543344094,150,0,0,0,14.220555009375495,-0.013363925769226626,0.390534330625087,1.6673060655593872,0.009089887640449438,0.008684608335897792,0.31451237201690674,0.007566406391561031,0.5521833896636963,0.333963006734848,1,131.46087646484375,-16.011558532714844,-5.324946403503418,65.63252387225072,2.181640625,0,0.38666666666666666,58,20,19,16,19,18
42,9,10,4919,-81.73210749596852,56,0,1,0,16.949438684196036,-0.013363925769226626,0.390534330625087,1.6673060655593872,0.009089887640449438,0.008684608335897792,0.31451237201690674,0.007566406391561031,0.5521833896636963,0.333963006734848,0,102.0361328125,-12.773892402648926,-3.9901010990142822,22.94471017874976,1.34375,0,0.39285714285714285,22,7,10,2,3,12
43,9,10,4951,-88.53093089531771,32,0,1,0,23.81343247544054,-0.013363925769226626,0.390534330625087,1.6673060655593872,0.009089887640449438,0.008684608335897792,0.31451237201690674,0.007566406391561031,0.5521833896636963,0.333963006734848,0,94.11996459960938,-16.36113739013672,-4.128362655639648,11.614490262134685,0.3671875,0,0.375,12,4,2,4,2,8
44,10,11,5101,-52.95325176214627,150,0,0,0,12.782627036805476,-0.012055358762154356,0.23728026752360165,1.674906488507986,0.008988764044943821,0.007839744797820458,0.17167603969573975,0.008917968720197678,0.5486915707588196,0.3429550528526306,1,128.07504272460938,-11.51693344116211,-3.6376688480377197,61.883797954074126,0.71142578125,0,0.3466666666666667,52,16,22,19,26,15
45,10,11,5251,-53.928726968933034,150,0,0,0,21.110522393152593,-0.012055358762154356,0.23728026752360165,1.674906488507986,0.008988764044943821,0.007839744797820458,0.17167603969573975,0.008917968720197678,0.5486915707588196,0.3429550528526306,1,123.42520141601562,1.2333488464355469,-4.657975196838379,58.278352550890865,0.7763671875,0,0.30666666666666664,46,12,34,16,21,21
46,10,11,5287,-102.52507269040161,36,0,0,1,26.598935658762567,-0.012055358762154356,0.23728026752360165,1.674906488507986,0.008988764044943821,0.007839744797820458,0.17167603969573975,0.008917968720197678,0.5486915707588196,0.3429550528526306,0,93.67717742919922,-7.948770046234131,-0.8019648194313049,15.259791522675409,1.224609375,2,0.3055555555555556,10,2,11,0,7,6
47,10,11,5437,-74.81601719889838,150,0,0,0,17.933241032885782,-0.012055358762154356,0.23728026752360165,1.674906488507986,0.008988764044943821,0.007839744797820458,0.17167603969573975,0.008917968720197678,0.5486915707588196,0.3429550528526306,1,129.453125,-5.694774150848389,-5.615999698638916,64.59917910635833,1.1513671875,0,0.36666666666666664,55,20,31,13,19,12
48,11,12,5582,-222.87599139928997,145,0,0,1,13.055905189870975,-0.014533255947753787,0.5036403704434633,1.6779567301273346,0.008887640449438202,0.00618691795898485,0.7835985422134399,0.006464843638241291,0.5638560652732849,0.3476489186286926,0,123.68006896972656,-9.81945514678955,-10.103114128112793,59.09640425240264,3.087890625,0,0.32413793103448274,47,16,25,25,17,15
49,11,12,5732,-77.18828430205177,150,0,0,0,12.153929870631544,-0.014533255947753787,0.5036403704434633,1.6779567301273346,0.008887640449438202,0.00618691795898485,0.7835985422134399,0.006464843638241291,0.5638560652732849,0.3476489186286926,1,123.98369598388672,-9.691399574279785,-7.652916431427002,59.784635401516226,1.349609375,0,0.31333333333333335,47,19,24,19,17,24
50,11,12,5835,-159.65766150902093,103,0,0,1,14.081058971991329,-0.014533255947753787,0.5036403704434633,1.6779567301273346,0.008887640449438202,0.00618691795898485,0.7835985422134399,0.006464843638241291,0.5638560652732849,0.3476489186286926,0,117.33106994628906,-7.061215877532959,-10.399195671081543,46.288668672214996,3.4765625,0,0.3786407766990291,39,12,23,16,7,6
51,11,12,5985,-63.010106271917664,150,0,0,0,21.58454761144099,-0.014533255947753787,0.5036403704434633,1.6779567301273346,0.008887640449438202,0.00618691795898485,0.7835985422134399,0.006464843638241291,0.5638560652732849,0.3476489186286926,1,132.5644989013672,-3.499438762664795,-5.29749059677124,66.7986400910349,2.763671875,0,0.3933333333333333,59,13,26,16,19,17
52,12,13,6117,-196.3268953886771,132,0,0,1,16.68204353393178,-0.013625960214994848,0.5034907283261418,1.6864574179053307,0.008786516853932584,0.006314696023764554,0.8659003973007202,0.004660156089812517,0.5698704123497009,0.3110523819923401,0,131.77557373046875,-13.380633354187012,-10.0556058883667,58.945132704819855,0.9453125,0,0.4318181818181818,57,17,19,16,7,16
53,12,13,6205,-91.31175906267369,88,0,0,1,10.553479947411153,-0.013625960214994848,0.5034907283261418,1.6864574179053307,0.008786516853932584,0.006314696023764554,0.8659003973007202,0.004660156089812517,0.5698704123497009,0.3110523819923401,0,118.2282943725586,-8.693273544311523,-0.942933976650238,40.98320871019861,1.0361328125,0,0.4659090909090909,41,9,15,2,13,8
54,12,13,6355,-143.5539635673875,150,0,0,0,14.474135134496423,-0.013625960214994848,0.5034907283261418,1.6864574179053307,0.008786516853932584,0.006314696023764554,0.8659003973007202,0.004660156089812517,0.5698704123497009,0.3110523819923401,1,130.93092346191406,-17.08267593383789,-8.666949272155762,66.01828074429055,1.30078125,0,0.36666666666666664,55,27,24,19,16,9
55,13,14,6505,-81.32173992157549,150,0,0,0,12.691285788450012,-0.012643731257412583,0.37855273159220815,1.6448629721999168,0.008685393258426967,0.00648917615035316,0.8417870998382568,0.005617187358438969,0.5652735829353333,0.3182727098464966,1,128.91360473632812,-23.460172653198242,-7.121357440948486,62.84989092174242,1.7109375,0,0.36,54,26,18,15,14,23
56,13,14,6655,-133.5475278802644,150,0,0,0,8.960012649772164,-0.012643731257412583,0.37855273159220815,1.6448629721999168,0.008685393258426967,0.00648917615035316,0.8417870998382568,0.005617187358438969,0.5652735829353333,0.3182727098464966,1,123.98385620117188,-16.425556182861328,-8.889962196350098,59.73060168967913,2.9765625,0,0.31333333333333335,47,23,25,19,16,20
57,13,14,6805,-78.17588940243938,150,0,0,0,7.115456943498201,-0.012643731257412583,0.37855273159220815,1.6448629721999168,0.008685393258426967,0.00648917615035316,0.8417870998382568,0.005617187358438969,0.5652735829353333,0.3182727098464966,1,119.97541809082031,-12.497031211853027,-4.722661972045898,60.01427205793101,2.943359375,0,0.28,42,22,27,17,23,19
58,13,14,6955,-67.33158948232452,150,0,0,0,10.490519176132361,-0.012643731257412583,0.37855273159220815,1.6448629721999168,0.008685393258426967,0.00648917615035316,0.8417870998382568,0.005617187358438969,0.5652735829353333,0.3182727098464966,1,123.95203399658203,-10.853612899780273,-5.177480697631836,59.55302298588773,3.470703125,0,0.31333333333333335,47,20,25,16,19,23
59,14,15,7105,-26.998527315980798,150,0,0,0,13.709864143276569,-0.008810195897240192,0.19423932675272226,1.6480581015348434,0.008584269662921348,0.0034670053742047457,0.7993725538253784,0.0059960936196148396,0.5648812055587769,0.380150705575943,1,123.30902862548828,-6.503769874572754,-3.4277148246765137,55.94384927624616,0.7041015625,0,0.3,45,16,30,10,18,31
60,14,15,7255,-63.72205850939076,150,0,0,0,24.55577492073523,-0.008810195897240192,0.19423932675272226,1.6480581015348434,0.008584269662921348,0.0034670053742047457,0.7993725538253784,0.0059960936196148396,0.5648812055587769,0.380150705575943,1,132.3246307373047,0.7186895608901978,-3.8210606575012207,63.95135362444359,2.146484375,0,0.3933333333333333,59,13,29,9,18,22
61,14,15,7405,-75.39129683432652,150,0,0,0,22.49063176430211,-0.008810195897240192,0.19423932675272226,1.6480581015348434,0.008584269662921348,0.0034670053742047457,0.7993725538253784,0.0059960936196148396,0.5648812055587769,0.380150705575943,1,128.277587890625,0.8436169624328613,-3.071058511734009,61.475192457554265,1.9736328125,0,0.35333333333333333,53,14,30,7,15,31
62,15,16,7555,-26.487137510682846,150,0,0,0,14.338874227117596,-0.005776012898422778,0.22541779442690313,1.6026761308312416,0.00848314606741573,0.004176076421572361,0.5842189192771912,0.005648437421768904,0.5639045238494873,0.3998071253299713,1,130.78494262695312,-13.12450885772705,-3.963266611099243,62.619931107305774,2.654296875,0,0.36666666666666664,55,23,24,8,16,24
63,15,16,7705,-18.922142471459825,150,0,0,0,15.393815410089402,-0.005776012898422778,0.22541779442690313,1.6026761308312416,0.00848314606741573,0.004176076421572361,0.5842189192771912,0.005648437421768904,0.5639045238494873,0.3998071253299713,1,126.9700698852539,-6.709929943084717,-3.4333200454711914,62.533037400648354,2.93359375,0,0.34,51,20,29,10,20,20
64,15,16,7855,-24.59236244740486,150,0,0,0,17.289655905756394,-0.005776012898422778,0.22541779442690313,1.6026761308312416,0.00848314606741573,0.004176076421572361,0.5842189192771912,0.005648437421768904,0.5639045238494873,0.3998071253299713,1,134.6091766357422,-15.175114631652832,-3.1078996658325195,66.00729748073955,2.689453125,0,0.4,60,19,19,9,16,27
65,15,16,7924,-95.66379502677475,69,0,1,0,15.365892087368472,-0.005776012898422778,0.22541779442690313,1.6026761308312416,0.00848314606741573,0.004176076421572361,0.5842189192771912,0.005648437421768904,0.5639045238494873,0.3998071253299713,0,103.4681396484375,-13.623537063598633,-4.64151668548584,26.540882890412075,0.509765625,0,0.3188405797101449,22,10,14,4,7,12
66,16,17,8074,-42.28166270799453,150,0,0,0,19.169121863338688,-0.02176775794941932,0.19986504106782377,1.5791128799319267,0.008382022471910113,0.008345687019755132,0.8546735048294067,0.005671875085681677,0.5618554949760437,0.4251650869846344,1,136.71800231933594,-20.847103118896484,-5.166961193084717,69.0425442605661,2.173828125,0,0.4266666666666667,64,23,20,10,14,19
67,16,17,8224,-47.78226110677102,150,0,0,0,23.56868270813748,-0.02176775794941932,0.19986504106782377,1.5791128799319267,0.008382022471910113,0.008345687019755132,0.8546735048294067,0.005671875085681677,0.5618554949760437,0.4251650869846344,1,139.6902313232422,-10.43893814086914,-3.7051329612731934,66.72740629652662,2.076171875,0,0.44666666666666666,67,15,21,11,19,17
68,16,17,8267,-82.48815379564026,43,0,1,0,17.778475411016313,-0.02176775794941932,0.19986504106782377,1.5791128799319267,0.008382022471910113,0.008345687019755132,0.8546735048294067,0.005671875085681677,0.5618554949760437,0.4251650869846344,0,100.60342407226562,-14.506570816040039,-4.168636798858643,19.77892361775741,0.19384765625,0,0.4418604651162791,19,5,5,4,3,7
69,16,17,8417,-60.062156717722345,150,0,0,0,19.047427518767602,-0.02176775794941932,0.19986504106782377,1.5791128799319267,0.008382022471910113,0.008345687019755132,0.8546735048294067,0.005671875085681677,0.5618554949760437,0.4251650869846344,1,136.20455932617188,-23.762537002563477,-2.6900134086608887,65.13600550158665,0.76513671875,0,0.41333333333333333,62,24,14,10,19,21
70,17,18,8567,-53.0678582447084,150,0,0,0,27.683655869984502,-0.016268456616671756,0.3225898174569011,1.5559876263141632,0.008280898876404494,0.0058008025225717574,0.6885778903961182,0.004230468533933163,0.5690279006958008,0.4077042043209076,1,145.0673828125,-14.684959411621094,-1.7513939142227173,73.3392467555606,1.96484375,0,0.4866666666666667,73,14,17,11,21,14
71,17,18,8717,-64.24329011038968,150,0,0,0,26.673521837729613,-0.016268456616671756,0.3225898174569011,1.5559876263141632,0.008280898876404494,0.0058008025225717574,0.6885778903961182,0.004230468533933163,0.5690279006958008,0.4077042043209076,1,143.3435821533203,-11.607269287109375,-4.29373025894165,73.22437151415603,2.994140625,0,0.47333333333333333,71,17,21,11,16,14
72,17,18,8767,-85.27258480324853,50,0,1,0,17.97633125737668,-0.016268456616671756,0.3225898174569011,1.5559876263141632,0.008280898876404494,0.0058008025225717574,0.6885778903961182,0.004230468533933163,0.5690279006958008,0.4077042043209076,0,100.8229751586914,-13.13238525390625,-4.236484050750732,18.880904901786472,0.144775390625,0,0.38,19,5,10,3,4,9
73,17,18,8917,-79.62624118308044,150,0,0,0,18.814484553592756,-0.016268456616671756,0.3225898174569011,1.5559876263141632,0.008280898876404494,0.0058008025225717574,0.6885778903961182,0.004230468533933163,0.5690279006958008,0.4077042043209076,1,136.3394775390625,-17.77155876159668,-5.668140888214111,66.01914928127066,2.25390625,0,0.42,63,20,20,15,19,13
74,17,18,8944,-83.60211106420701,27,0,1,0,22.534947358135387,-0.016268456616671756,0.3225898174569011,1.5559876263141632,0.008280898876404494,0.0058008025225717574,0.6885778903961182,0.004230468533933163,0.5690279006958008,0.4077042043209076,0,95.44195556640625,-15.898944854736328,-3.2805399894714355,12.403543148330478,1.2666015625,0,0.48148148148148145,13,5,4,1,3,1
75,18,19,9094,-55.20015210327307,150,0,0,0,18.14950788144494,-0.016235118702752516,0.38018848234787583,1.4934165701270103,0.008179775280898877,0.007208492133941036,0.6749889850616455,0.002707031322643161,0.5799464583396912,0.4857564866542816,1,135.6053466796875,-15.816991806030273,-3.714866876602173,68.79300377923826,1.234375,0,0.4066666666666667,61,27,23,8,17,14
