checkpoint,checkpoint_path,checkpoint_run_step,agent_cumulative_steps,policy_mode,episodes,success_rate,collision_rate,altitude_violation_rate,unsafe_rate,timeout_rate,average_reward,average_steps,average_final_distance,average_path_length_m,average_min_depth_m,selected
ppo_step_0002500.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_step_0002500.pt,2500,6500,deterministic,5,1.0,0.0,0.0,0.0,0.0,137.81459111265337,32.0,1.848431450140577,22.88156378567546,1.510546875,0
ppo_step_0005000.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_step_0005000.pt,5000,9000,deterministic,5,1.0,0.0,0.0,0.0,0.0,139.02965860200294,32.0,1.7508681114800164,22.009252349645212,2.942578125,0
ppo_step_0007500.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_step_0007500.pt,7500,11500,deterministic,5,1.0,0.0,0.0,0.0,0.0,139.054507891279,32.0,1.743347934508813,22.30321557091255,1.97109375,1
ppo_step_0010000.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_step_0010000.pt,10000,14000,deterministic,5,0.2,0.8,0.0,0.8,0.0,-29.026818036115422,25.6,6.015861807091907,17.451840065385586,1.10810546875,0
ppo_best.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_best.pt,,13000,deterministic,5,0.0,1.0,0.0,1.0,0.0,-71.2387754483428,24.0,7.011595019522505,16.31972626039003,0.89638671875,0
ppo_final.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v3_stage2_pilot\models\ppo_final.pt,,14000,deterministic,5,0.4,0.6,0.0,0.6,0.0,13.708768102095197,27.2,4.859369147304962,18.640332285823437,1.2404296875,0
