episode,update,optimized_in_update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
1,0,1,4061,-122.734599236722,61,0,1,0,7.078344550685458,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,101.56118774414062,-14.183088302612305,-1.568603754043579,22.400076578815003,0.53759765625,0,0.3114754098360656,19,7,10,3,11,11
2,0,1,4117,-114.77436981989118,56,0,1,0,14.420853777970224,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,94.34281921386719,-16.353418350219727,-3.9503796100616455,18.895148592003498,0.1439208984375,0,0.21428571428571427,12,9,8,8,9,10
3,0,1,4172,-86.96248791908985,55,0,1,0,7.9959098773780655,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,100.53524017333984,-14.17489242553711,-4.555574893951416,21.299979872350168,0.343505859375,0,0.34545454545454546,19,4,5,9,9,9
4,0,1,4264,92.52777490126718,92,1,0,0,1.866264079814249,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,106.44752502441406,-11.231892585754395,-4.385939598083496,33.40373473356507,2.47265625,0,0.2826086956521739,26,11,16,10,12,17
5,0,1,4337,-93.88664286103504,73,0,1,0,8.942474951522076,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,102.27565002441406,-17.718564987182617,-4.989492416381836,28.5347226301795,0.477783203125,0,0.273972602739726,20,12,9,10,10,12
6,0,1,4371,-100.91411168974327,34,0,1,0,14.010354447650842,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,0,94.5971908569336,-15.78003978729248,-1.6138803958892822,12.873080514149947,0.67138671875,0,0.35294117647058826,12,3,2,2,6,9
7,0,1,4481,-63.69490332034396,110,0,0,0,11.261061546262813,-0.01288771815598011,1.872231137007475,1.7033848762512207,0.01,0.006646323097811546,0.4691770672798157,0.008777343668043613,0.5574403405189514,0.2966993451118469,1,117.65966033935547,-15.833117485046387,-4.185933589935303,47.716457783818804,2.181640625,0,0.35454545454545455,39,17,17,8,12,17
8,1,2,4591,-32.59160563357802,110,0,0,0,3.3924519432784566,-0.02299540063540917,0.9849437223747373,1.7286133468151093,0.009526315789473685,0.010884517323574983,0.32753920555114746,0.009101562201976776,0.5552738904953003,0.26630327105522156,1,110.0166015625,-9.619664192199707,-5.083890438079834,40.31922747445781,2.7265625,0,0.2727272727272727,30,11,17,15,16,21
9,1,2,4628,-94.99127019112723,37,0,0,1,9.163476438926239,-0.02299540063540917,0.9849437223747373,1.7286133468151093,0.009526315789473685,0.010884517323574983,0.32753920555114746,0.009101562201976776,0.5552738904953003,0.26630327105522156,0,99.13556671142578,-13.509477615356445,-0.8520946502685547,17.62390624699376,1.701171875,0,0.4594594594594595,17,2,4,2,8,4
10,1,2,4705,-86.2261819445528,77,0,1,0,6.317654796889798,-0.02299540063540917,0.9849437223747373,1.7286133468151093,0.009526315789473685,0.010884517323574983,0.32753920555114746,0.009101562201976776,0.5552738904953003,0.26630327105522156,0,101.63094329833984,-12.795831680297852,-2.7841134071350098,28.346928606137766,1.4873046875,0,0.2597402597402597,20,7,11,10,14,15
