episode,update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,approx_kl
1,1,69,-96.77773796677141,69,0,1,0,6.477175840135742,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
2,1,99,-97.13927957928867,30,0,1,0,7.632946646394377,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
3,1,166,112.94712334349526,67,1,0,0,1.664744722683487,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
4,1,236,3.286661606858833,70,0,0,0,6.419973732102559,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
5,1,306,8.316229920795696,70,0,0,0,3.905189357473117,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
6,1,376,-3.676855935539705,70,0,0,0,9.901732746381617,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
7,1,424,-92.72685984383284,48,0,0,1,4.976734457448401,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
8,1,494,10.274224788922837,70,0,0,0,2.9261939999697058,0.0014715699362568557,334.6476140022278,1.7721899561583996,0.021560601067903917
9,2,555,113.0551254397376,61,1,0,0,1.7607439105786158,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
10,2,625,0.9132232046697273,70,0,0,0,7.606693179283819,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
11,2,683,113.02106747817959,58,1,0,0,1.852772891357626,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
12,2,735,-99.5302588343693,52,0,1,0,8.27843580174872,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
13,2,774,114.28313683033184,39,1,0,0,1.6967384415841114,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
14,2,844,5.385051320182718,70,0,0,0,5.3707788754406165,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
15,2,914,5.620378880392596,70,0,0,0,5.253115341422382,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
16,2,979,112.41978577366791,65,1,0,0,1.9784116486980172,0.01693279732717201,453.227876663208,1.7845883555710316,0.017487555036495905
17,3,1049,7.461055466899998,70,0,0,0,4.332777048168675,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
18,3,1108,-97.19876810508713,59,0,1,0,6.937690446974691,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
19,3,1167,-90.71835536455897,59,0,1,0,3.69748361333721,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
20,3,1234,-88.56544720867501,67,0,1,0,2.421030461087542,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
21,3,1286,113.3596512233077,52,1,0,0,1.8334787062171123,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
22,3,1314,-100.229684994901,28,0,0,1,9.228147498965651,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
23,3,1383,-91.34952611528215,69,0,1,0,3.763069914391103,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
24,3,1399,-98.40749109837357,16,0,0,1,8.617049867057746,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
25,3,1469,8.216135448528751,70,0,0,0,3.9552391324856653,0.0032107309671118855,591.9334964752197,1.7629935778677464,0.02568049606634304
26,4,1539,6.686549319128109,70,0,0,0,4.720029875967916,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
27,4,1609,0.7607364730227408,70,0,0,0,7.682936299020603,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
28,4,1653,113.97790376061182,44,1,0,0,1.7243531212092373,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
29,4,1694,113.85900945968852,41,1,0,0,1.858799805687708,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
30,4,1764,-4.230327504323611,70,0,0,0,10.178468287693775,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
31,4,1775,-96.70568237381426,11,0,0,1,7.891145722439093,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
32,4,1813,-92.99430850422394,38,0,1,0,5.360460646543095,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
33,4,1883,9.658003309762472,70,0,0,0,3.2343052018687892,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
34,4,1922,-90.58666253584455,39,0,0,1,4.1316376623534055,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
35,4,1992,7.63803809308106,70,0,0,0,4.244287810209509,-0.016027950347051956,412.101580619812,1.777249675244093,0.01015469701087568
36,5,2062,3.137769269663508,70,0,0,0,6.494419900700215,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
37,5,2132,7.352136079929499,70,0,0,0,4.387238816785282,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
38,5,2168,114.41995066503264,36,1,0,0,1.7033310619147954,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
39,5,2237,-98.6355833186382,69,0,0,1,7.406096194851071,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
40,5,2307,2.149751425743705,70,0,0,0,6.988430681559277,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
41,5,2358,-97.15344908103,51,0,0,1,7.115031397265039,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
42,5,2428,0.3029888169993294,70,0,0,0,7.9118103731190175,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
43,5,2476,113.3322246455387,48,1,0,0,1.9471924588493308,-0.010765891231130809,374.6022319793701,1.7797644510865211,0.014191524955094792
44,6,2546,-0.5002629460165342,70,0,0,0,8.313437867439392,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
45,6,2598,-92.55558129205701,52,0,1,0,4.791095891229839,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
46,6,2637,-86.50819290427656,39,0,1,0,2.0924009876702456,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
47,6,2707,8.035215726163823,70,0,0,0,4.0456966724500605,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
48,6,2726,-95.49212399530137,19,0,0,1,7.0843665331826635,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
49,6,2796,10.555335117756336,70,0,0,0,2.785638835552957,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
50,6,2866,4.99470322583912,70,0,0,0,5.565952922612412,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
51,6,2901,-93.40992423946123,35,0,1,0,5.643267121245768,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
52,6,2971,3.4559178420939043,70,0,0,0,6.33534514841383,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
53,6,2997,-92.32124838830913,26,0,0,1,5.323928261237394,-0.0008382975938729942,373.09493923187256,1.7752351239323616,0.02020795516000362
54,7,3067,5.122075590448334,70,0,0,0,5.5022667403078,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
55,7,3137,-89.48075916806312,70,0,1,0,2.803684365650245,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
56,7,3205,112.24872788437756,68,1,0,0,1.9889408394299002,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
57,7,3275,3.369124566045036,70,0,0,0,6.378742034848434,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
58,7,3345,6.523249147419626,70,0,0,0,4.801680207908874,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
59,7,3415,-91.57389276398692,70,0,1,0,3.8502504514542366,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
60,7,3445,-89.36170085580207,30,0,1,0,3.7441570583484545,0.0008580550202168524,292.118408203125,1.7680416852235794,0.00965325712604681
61,8,3514,112.18012777367751,69,1,0,0,1.9982425075923689,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
62,8,3564,-93.50445390580825,50,0,1,0,5.315531734522808,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
63,8,3634,3.3606252998975927,70,0,0,0,6.382991662550161,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
64,8,3704,9.120821951700021,70,0,0,0,3.5028933420209447,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
65,8,3774,4.853284774264564,70,0,0,0,5.636663079589255,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
66,8,3831,-98.3361956051439,57,0,1,0,7.5564046593219905,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
67,8,3901,7.3855897836968065,70,0,0,0,4.37050964368357,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
68,8,3971,7.273239845290656,70,0,0,0,4.426686471785801,-0.0091824698029086,239.51042687892914,1.7608039639890194,0.012891345264506526
69,9,4041,7.07107399507235,70,0,0,0,4.527769859213863,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
70,9,4088,-102.06988710241578,47,0,0,1,9.673250407957925,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
71,9,4158,3.3748505701477525,70,0,0,0,6.375882030348359,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
72,9,4228,9.969880964298335,70,0,0,0,3.078363835721788,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
73,9,4298,2.9349632492992157,70,0,0,0,6.595825465406827,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
74,9,4368,9.931873094577103,70,0,0,0,3.097369622419284,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
75,9,4438,1.5736976255245652,70,0,0,0,7.2764559688564,-0.006036603183019906,87.79649923741817,1.7669566683471203,0.009846288621702115
76,10,4508,6.523022909431531,70,0,0,0,4.801792614745021,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
77,10,4578,5.49592885379015,70,0,0,0,5.315339890975883,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
78,10,4626,-93.04531910260516,48,0,0,1,5.1359654823603,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
79,10,4696,-9.475117210518714,70,0,0,0,12.80086292313032,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
80,10,4766,-3.3305730882589692,70,0,0,0,9.728592475187199,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
81,10,4836,3.418687504500671,70,0,0,0,6.35396263848047,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
82,10,4906,-5.243192694350264,70,0,0,0,10.684901809641078,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
83,10,4976,-4.243768969135852,70,0,0,0,10.185188802438887,-0.011982278781943023,75.08098788559437,1.7246666997671127,0.014316455170046538
