update,global_step,rollout_size,policy_loss,value_loss,entropy,approx_kl
1,256,256,0.0011419574148021638,153.96118712425232,1.7860719785094261,0.006549411686137319
2,512,256,-0.017240157758351415,2.0921637639403343,1.7591346949338913,0.021948582376353443
3,768,256,-0.0022005095379427075,347.3532476425171,1.6409370228648186,0.017230129800736904
4,1024,256,0.00224388693459332,320.0935707092285,1.6881922408938408,0.009148125245701522
5,1280,256,0.012746201478876173,9.369704201817513,1.729338176548481,0.009584283514413983
6,1536,256,-0.02256144373677671,115.50944256782532,1.630433402955532,0.009527981921564788
7,1792,256,0.03114540781825781,7.193783074617386,1.7357018093268077,0.033664300106465816
8,2048,256,0.0049299321447809534,325.1602605183919,1.6477510432402294,0.03950100368820131
9,2304,256,0.0028463435592129827,8.278982147574425,1.728289172053337,0.02528743486618623
10,2560,256,-0.0005299477488733828,4.662844181060791,1.747997596859932,0.007223042368423194
11,2816,256,-0.004104616120457649,122.59374729792277,1.6123415132363637,0.030265940974156063
12,3072,256,-0.00838262215256691,112.02735900878906,1.599427990615368,0.010440237179864198
13,3328,256,0.018325982615351677,11.136793971061707,1.603915348649025,0.032768183620646596
14,3584,256,0.02340253721922636,212.9874143600464,1.6023123264312744,0.052037608344107866
15,3840,256,-0.0009714528569020331,5.483949318528175,1.6227085888385773,0.01277240173658356
16,4096,256,-0.0008658315055072308,3.6851093843579292,1.5268146842718124,0.02838595083449036
17,4352,256,0.022979147965088487,5.033479005098343,1.3780476748943329,0.07397825282532722
18,4608,256,-0.017937497817911208,3.144328936934471,1.2613767012953758,0.04746407980564982
19,4864,256,-0.0010059631895273924,225.49520874023438,1.1968455016613007,0.05231058783829212
20,5120,256,0.02290266565978527,13.619705200195312,1.347872719168663,0.035567412502132356
21,5376,256,0.03318187594413757,5.733758330345154,1.277860850095749,0.050147563219070435
22,5632,256,0.021184213692322373,5.1959686279296875,1.2160402536392212,0.04154147789813578
23,5888,256,0.036971683031879365,1.7979187816381454,1.0414102226495743,0.08232730004237965
24,6144,256,0.08555733459070325,8.389580726623535,0.9031658992171288,0.20650384621694684
25,6400,256,0.07833305140957236,12.508900344371796,1.0223795622587204,0.1203027458395809
26,6656,256,0.08841056982055306,16.63956320285797,0.8923506736755371,0.22213455440942198
27,6912,256,0.02611205168068409,28.997079133987427,0.8059211820363998,0.0511834267526865
28,7168,256,0.012938374653458595,10.317120298743248,0.7945402264595032,0.1273899171501398
29,7424,256,0.017290084157139063,5.628663197159767,0.6802872121334076,0.1280431840568781
30,7680,256,0.02469431236386299,0.5666741033395132,0.4532085408767064,0.05473046222080787
31,7936,256,-0.01647641067393124,0.12760274624451995,0.6269114725291729,0.045595205505378544
32,8192,256,-0.013560601975768805,0.03525584167800844,0.6675384789705276,0.06956323457416147
33,8448,256,-0.0030530644580721855,0.06709225801751018,0.7612549290060997,0.04901394888292998
34,8704,256,-0.017081300844438374,0.13184615084901452,0.9524723775684834,0.019628958136308938
35,8960,256,0.00894321280065924,0.28610431496053934,0.9829513244330883,0.012267867452464998
36,9008,48,-0.0002559292285404524,0.4768357649445534,0.8797827810049057,0.002368580229813233
