episode,update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,approx_kl
1,1,66,-89.11540677399418,66,0,1,0,25.461660660441694,0.004442725592525676,293.9374508857727,1.7659890241920948,0.0288106249536213
2,1,91,-97.73880582925159,25,0,0,1,30.798360254357608,0.004442725592525676,293.9374508857727,1.7659890241920948,0.0288106249536213
3,1,241,20.040703811663363,150,0,0,0,18.783605152217934,0.004442725592525676,293.9374508857727,1.7659890241920948,0.0288106249536213
4,1,346,-85.9618136822304,105,0,1,0,22.909863974764257,0.004442725592525676,293.9374508857727,1.7659890241920948,0.0288106249536213
5,1,437,-89.0661758456319,91,0,1,0,24.812045682438644,0.004442725592525676,293.9374508857727,1.7659890241920948,0.0288106249536213
6,2,587,23.055337060142588,150,0,0,0,17.27628846357822,-0.0034560083295218647,261.87816166877747,1.7625303864479065,0.010390579816885293
7,2,677,-80.14173552696175,90,0,0,1,20.374825036925465,-0.0034560083295218647,261.87816166877747,1.7625303864479065,0.010390579816885293
8,2,724,-88.36305272124488,47,0,1,0,25.56048349427151,-0.0034560083295218647,261.87816166877747,1.7625303864479065,0.010390579816885293
9,2,775,-82.0352953375014,51,0,1,0,22.296604942195295,-0.0034560083295218647,261.87816166877747,1.7625303864479065,0.010390579816885293
10,2,889,-67.53554629055493,114,0,0,1,13.471730904900149,-0.0034560083295218647,261.87816166877747,1.7625303864479065,0.010390579816885293
11,3,1039,24.52218403937901,150,0,0,0,16.542865113959525,-0.010964734014123678,184.4579006433487,1.7637044824659824,0.011378173621778842
12,3,1090,-85.35945771077866,51,0,1,0,23.95868675437687,-0.010964734014123678,184.4579006433487,1.7637044824659824,0.011378173621778842
13,3,1136,-85.88689755205698,46,0,1,0,24.347405909677562,-0.010964734014123678,184.4579006433487,1.7637044824659824,0.011378173621778842
14,3,1251,-69.959307676023,115,0,0,1,14.658610896777963,-0.010964734014123678,184.4579006433487,1.7637044824659824,0.011378173621778842
15,3,1401,40.03561327532147,150,0,0,0,8.786150495988313,-0.010964734014123678,184.4579006433487,1.7637044824659824,0.011378173621778842
16,4,1551,22.63246922619403,150,0,0,0,17.48772238055249,-0.017894615535624325,181.57871222496033,1.729338463395834,0.01687658709124662
17,4,1701,35.249132431054186,150,0,0,0,11.179391544095607,-0.017894615535624325,181.57871222496033,1.729338463395834,0.01687658709124662
18,4,1767,-87.05354027816935,66,0,0,1,24.43072733834708,-0.017894615535624325,181.57871222496033,1.729338463395834,0.01687658709124662
19,4,1887,-58.6186965539593,120,0,0,1,8.863305410628707,-0.017894615535624325,181.57871222496033,1.729338463395834,0.01687658709124662
20,4,1940,-84.30447202366634,53,0,1,0,23.381193005482704,-0.017894615535624325,181.57871222496033,1.729338463395834,0.01687658709124662
21,5,2090,34.33354330809375,150,0,0,0,11.637185339602665,-0.005942337273154408,134.59282112121582,1.7226684391498566,0.011388004146283492
22,5,2240,13.793394920258223,150,0,0,0,21.907259673519917,-0.005942337273154408,134.59282112121582,1.7226684391498566,0.011388004146283492
23,5,2335,-79.90702397318202,95,0,0,1,20.132469120240067,-0.005942337273154408,134.59282112121582,1.7226684391498566,0.011388004146283492
24,5,2442,-86.78866103830757,107,0,0,1,23.27328765280284,-0.005942337273154408,134.59282112121582,1.7226684391498566,0.011388004146283492
25,6,2592,19.36347502212107,150,0,0,0,19.122219762384027,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
26,6,2605,-96.33901279602155,13,0,0,1,30.39846381120115,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
27,6,2730,-65.45739940353974,125,0,0,1,12.157656835418937,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
28,6,2790,-86.8931948414673,60,0,0,1,24.500554619996063,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
29,6,2940,26.434772129151465,150,0,0,0,15.586571069073324,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
30,6,2988,-81.47614858127628,48,0,0,1,22.09203142338753,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
31,6,2999,-95.242010256183,11,0,1,0,29.89996226174057,-0.010582982999039814,264.49126958847046,1.73248852789402,0.01914215987926582
32,7,3011,-98.65589297227949,12,0,0,1,31.581903619788815,-0.007257984834723175,158.0153558254242,1.7222103402018547,0.012112097614590311
33,7,3161,37.71319760963687,150,0,0,0,9.947358887062036,-0.007257984834723175,158.0153558254242,1.7222103402018547,0.012112097614590311
34,7,3223,-73.21243420945564,62,0,1,0,17.610174934564128,-0.007257984834723175,158.0153558254242,1.7222103402018547,0.012112097614590311
35,7,3373,27.244171039711652,150,0,0,0,15.181871613793199,-0.007257984834723175,158.0153558254242,1.7222103402018547,0.012112097614590311
36,7,3430,-73.68327598795557,57,0,1,0,17.97059526742238,-0.007257984834723175,158.0153558254242,1.7222103402018547,0.012112097614590311
37,8,3580,30.551529665671485,150,0,0,0,13.52819292678693,-0.010922204775852151,120.62231636047363,1.7248029820621014,0.02103814110159874
38,8,3715,-70.76081008218264,135,0,1,0,14.559362314535887,-0.010922204775852151,120.62231636047363,1.7248029820621014,0.02103814110159874
39,8,3838,-68.95727785085285,123,0,0,1,13.957596059075465,-0.010922204775852151,120.62231636047363,1.7248029820621014,0.02103814110159874
40,8,3988,20.579248913626895,150,0,0,0,18.514332676835586,-0.010922204775852151,120.62231636047363,1.7248029820621014,0.02103814110159874
41,9,4022,-84.26732292080514,34,0,1,0,23.83761859405164,-0.003209037648048252,227.9500756263733,1.6719214990735054,0.004509460981353186
42,9,4087,-76.45153710874818,65,0,0,1,19.154725686763626,-0.003209037648048252,227.9500756263733,1.6719214990735054,0.004509460981353186
43,9,4192,-75.41550261812941,105,0,0,1,17.63670858250928,-0.003209037648048252,227.9500756263733,1.6719214990735054,0.004509460981353186
44,9,4319,-80.06489346151652,127,0,0,1,19.411403930020636,-0.003209037648048252,227.9500756263733,1.6719214990735054,0.004509460981353186
45,9,4469,9.214164428102467,150,0,0,0,24.196874919597793,-0.003209037648048252,227.9500756263733,1.6719214990735054,0.004509460981353186
46,10,4619,8.494527330079702,150,0,0,0,24.556693468609186,-0.0032178276451304555,86.17309927940369,1.6251548565924168,0.01946915724874998
47,10,4758,-108.20168369706168,139,0,0,1,33.179799121975414,-0.0032178276451304555,86.17309927940369,1.6251548565924168,0.01946915724874998
48,10,4908,-4.997242575521604,150,0,0,0,31.302578561205387,-0.0032178276451304555,86.17309927940369,1.6251548565924168,0.01946915724874998
49,11,5058,11.709919746655874,150,0,0,0,22.948997400116625,-0.0002616429701447487,151.11100459098816,1.5931735970079899,0.01103384789894335
50,11,5208,8.577630301134555,150,0,0,0,24.515142678895867,-0.0002616429701447487,151.11100459098816,1.5931735970079899,0.01103384789894335
51,11,5232,-85.44910632516628,24,0,0,1,24.67851029623221,-0.0002616429701447487,151.11100459098816,1.5931735970079899,0.01103384789894335
52,11,5299,-72.0896845350382,67,0,0,1,16.923799540963696,-0.0002616429701447487,151.11100459098816,1.5931735970079899,0.01103384789894335
53,11,5352,-67.37135893947162,53,0,1,0,14.9146366024852,-0.0002616429701447487,151.11100459098816,1.5931735970079899,0.01103384789894335
54,12,5502,20.816234755705178,150,0,0,0,18.39583975579644,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
55,12,5652,11.975654567037889,150,0,0,0,22.816129850130096,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
56,12,5670,-82.81114983299561,18,0,1,0,23.509532050146873,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
57,12,5693,-82.9919503005968,23,0,1,0,23.474932423743002,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
58,12,5843,-0.28718507591217407,150,0,0,0,28.947550297578804,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
59,12,5894,-72.03768907560949,51,0,1,0,17.297801671453808,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
60,12,5911,-83.10843374053317,17,0,1,0,23.683174003915653,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
61,12,5943,-83.48585464309404,32,0,1,0,23.496884594991617,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
62,12,5993,-72.89157211413047,50,0,1,0,17.749743816687932,-0.002003252157010138,281.17569303512573,1.548788245767355,0.0018452672429702943
63,13,6016,-83.15047067173383,23,0,1,0,23.55419246951598,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
64,13,6166,13.64060471449211,150,0,0,0,21.983655402376648,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
65,13,6190,-82.9542756748325,24,0,1,0,23.431095250606628,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
66,13,6320,-85.54290146050393,130,0,0,1,22.075407863901006,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
67,13,6468,-99.56975890376111,148,0,0,1,28.638836725325152,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
68,13,6491,-84.412320593258,23,0,1,0,24.185118056251703,-0.007980886264704168,268.3448655605316,1.5844812244176865,0.003086741537117632
69,14,6618,-79.40303106272616,127,0,0,1,19.08047343035063,-0.0017319261096417904,141.4896434545517,1.6184691712260246,0.005193352015339769
70,14,6767,-92.86840587872685,149,0,1,0,25.26316007301246,-0.0017319261096417904,141.4896434545517,1.6184691712260246,0.005193352015339769
71,14,6917,-11.056563573500009,150,0,0,0,34.33223954562903,-0.0017319261096417904,141.4896434545517,1.6184691712260246,0.005193352015339769
72,15,7067,12.043922826362483,150,0,0,0,22.781995720467783,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
73,15,7217,19.333682920859935,150,0,0,0,19.13711567321911,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
74,15,7232,-91.87507734479625,15,0,0,1,28.116495945842733,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
75,15,7275,-93.93738576925155,43,0,0,1,28.447650576506227,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
76,15,7312,-86.66531920751395,37,0,0,1,24.961616736146517,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
77,15,7462,21.394342196201688,150,0,0,0,18.10678603554821,-0.005176565726287663,155.8682563304901,1.6449901759624481,0.014120737556368113
78,16,7612,10.023128311408197,150,0,0,0,23.79239353617636,-0.004782133502885699,107.48916566371918,1.6318223252892494,0.00685770002019126
79,16,7653,-72.54914467563727,41,0,1,0,17.803529611263226,-0.004782133502885699,107.48916566371918,1.6318223252892494,0.00685770002019126
80,16,7803,-0.7280958752375157,150,0,0,0,29.168004931268293,-0.004782133502885699,107.48916566371918,1.6318223252892494,0.00685770002019126
81,16,7830,-84.18346700438866,27,0,1,0,23.97069077563893,-0.004782133502885699,107.48916566371918,1.6318223252892494,0.00685770002019126
82,16,7980,10.542129126015144,150,0,0,0,23.53289243064197,-0.004782133502885699,107.48916566371918,1.6318223252892494,0.00685770002019126
83,17,8013,-80.53211777709194,33,0,1,0,21.995016441224255,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
84,17,8122,-73.19118860110288,109,0,0,1,16.42455143420048,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
85,17,8272,13.379169596715684,150,0,0,0,22.114372334391565,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
86,17,8377,-60.33416362996473,105,0,0,1,10.096038948631447,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
87,17,8398,-82.74208913386319,21,0,1,0,23.400001697342052,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
88,17,8469,-73.70303185305858,71,0,1,0,17.630473060178343,-0.003651415987405926,251.26374053955078,1.5661426112055779,0.012782298235833878
89,18,8520,-63.099155496427706,51,0,1,0,12.828534881862918,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
90,18,8670,-1.4894889405378091,150,0,0,0,29.548701463918455,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
91,18,8708,-71.93781357056045,38,0,1,0,17.572863778929758,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
92,18,8741,-84.56310134608844,33,0,1,0,24.01050794558239,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
93,18,8786,-72.70880206704253,45,0,1,0,17.783358306965855,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
94,18,8822,-72.73708531120819,36,0,1,0,18.02249975850918,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
95,18,8867,-72.57213936702627,45,0,1,0,17.71502737539358,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
96,18,8901,-76.22172996733788,34,0,1,0,19.814822117318002,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
97,18,8928,-83.65920549774033,27,0,1,0,23.70856002231476,-0.0029085365822538733,323.53036880493164,1.5795055776834488,0.005345555135136237
98,19,9078,9.092135279684154,150,0,0,0,24.257889493806974,-0.0018723914690781385,77.08015751838684,1.6106914281845093,0.004848319098726961
99,19,9112,-84.00512567783164,34,0,1,0,23.706519943258094,-0.0018723914690781385,77.08015751838684,1.6106914281845093,0.004848319098726961
100,19,9262,-1.276914606052235,150,0,0,0,29.442414436675175,-0.0018723914690781385,77.08015751838684,1.6106914281845093,0.004848319098726961
101,19,9412,18.651478260944668,150,0,0,0,19.47821856140811,-0.0018723914690781385,77.08015751838684,1.6106914281845093,0.004848319098726961
102,20,9562,10.886943019008609,150,0,0,0,23.36048562414478,-0.010031791200162843,124.87643921375275,1.6161712482571602,0.01077851964510046
103,20,9712,20.764246947326658,150,0,0,0,18.421834357105865,-0.010031791200162843,124.87643921375275,1.6161712482571602,0.01077851964510046
104,20,9800,-67.60730030219116,88,0,0,1,14.157607703773856,-0.010031791200162843,124.87643921375275,1.6161712482571602,0.01077851964510046
105,20,9905,-71.55015969547145,105,0,0,1,15.704036981384771,-0.010031791200162843,124.87643921375275,1.6161712482571602,0.01077851964510046
106,21,10055,16.704626009419385,150,0,0,0,20.451643988046964,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
107,21,10096,-76.83456402246361,41,0,0,1,19.94623991021934,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
108,21,10246,4.878098565798458,150,0,0,0,26.36490847672344,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
109,21,10294,-83.9184530820998,48,0,1,0,23.313184440037443,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
110,21,10301,-97.39754348926144,7,0,0,1,31.077729436511174,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
111,21,10451,0.12832901014600778,150,0,0,0,28.73979276837156,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
112,21,10483,-79.6844604443275,32,0,1,0,21.5961881211513,-0.012269390601431951,173.74233281612396,1.5753460489213467,0.009276498523831833
113,22,10516,-72.65848625330145,33,0,1,0,18.058200745852336,-0.005675724125467241,242.15085434913635,1.5187380500137806,0.002780346207146067
114,22,10660,-104.60697788684301,144,0,0,1,31.25744607707055,-0.005675724125467241,242.15085434913635,1.5187380500137806,0.002780346207146067
115,22,10704,-73.00596834587732,44,0,1,0,17.95694193256136,-0.005675724125467241,242.15085434913635,1.5187380500137806,0.002780346207146067
116,22,10804,-68.96455721036087,100,0,0,1,14.536235663946915,-0.005675724125467241,242.15085434913635,1.5187380500137806,0.002780346207146067
117,22,10897,-74.53612779681009,93,0,0,1,17.49702172917422,-0.005675724125467241,242.15085434913635,1.5187380500137806,0.002780346207146067
118,23,11047,-6.10081815819504,150,0,0,0,31.85436635254208,-0.00869481428526342,78.91202795505524,1.4410960376262665,0.005967796296317829
119,23,11197,-7.296704383826077,150,0,0,0,32.45230995153571,-0.00869481428526342,78.91202795505524,1.4410960376262665,0.005967796296317829
120,23,11290,-78.48352141928905,93,0,0,1,19.470718469267204,-0.00869481428526342,78.91202795505524,1.4410960376262665,0.005967796296317829
121,23,11440,0.7971628515713367,150,0,0,0,28.405376266094766,-0.00869481428526342,78.91202795505524,1.4410960376262665,0.005967796296317829
122,24,11590,-15.462807423550979,150,0,0,0,36.53536119174251,-0.0004033007426187396,67.19006145000458,1.338332649320364,0.006723825506924186
123,24,11740,-13.816477870170147,150,0,0,0,35.71219669470774,-0.0004033007426187396,67.19006145000458,1.338332649320364,0.006723825506924186
124,24,11783,-71.16921709085963,43,0,1,0,17.063566376199017,-0.0004033007426187396,67.19006145000458,1.338332649320364,0.006723825506924186
125,24,11933,-30.484635300636917,150,0,0,0,44.04627478306782,-0.0004033007426187396,67.19006145000458,1.338332649320364,0.006723825506924186
126,25,12083,-22.056364478111206,150,0,0,0,39.83213999867828,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
127,25,12213,-109.69611415759502,130,0,1,0,34.15201497778505,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
128,25,12247,-72.53306206729133,34,0,1,0,17.970488793268355,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
129,25,12397,-21.734144924559754,150,0,0,0,39.67103015416034,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
130,25,12427,-72.3438681603748,30,0,1,0,17.975891700127388,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
131,25,12458,-71.26356743058375,31,0,1,0,17.410741614279416,-0.0005801867519039661,212.69616770744324,1.3280275017023087,0.00157777526328573
132,26,12608,-15.784222499492708,150,0,0,0,36.696068308512835,-0.0004917661426588893,132.68424451351166,1.37112458050251,0.006606144783290802
133,26,12758,-30.120004326306898,150,0,0,0,43.86396006214096,-0.0004917661426588893,132.68424451351166,1.37112458050251,0.006606144783290802
134,26,12907,-107.16006085256896,149,0,1,0,32.40898825705365,-0.0004917661426588893,132.68424451351166,1.37112458050251,0.006606144783290802
135,26,12945,-72.50616713075317,38,0,1,0,17.85704139614579,-0.0004917661426588893,132.68424451351166,1.37112458050251,0.006606144783290802
136,27,13095,-2.6536973028346384,150,0,0,0,30.130806411039984,-0.003084760159254074,64.08148860931396,1.3876440189778805,0.008437013746515731
137,27,13245,-28.128962815428917,150,0,0,0,42.86843930670197,-0.003084760159254074,64.08148860931396,1.3876440189778805,0.008437013746515731
138,27,13290,-78.10447105117083,45,0,1,0,20.481192724847826,-0.003084760159254074,64.08148860931396,1.3876440189778805,0.008437013746515731
139,27,13440,-11.932693198683781,150,0,0,0,34.77030387278646,-0.003084760159254074,64.08148860931396,1.3876440189778805,0.008437013746515731
140,28,13590,-25.66919422576049,150,0,0,0,41.63855424652929,-0.011676255788188428,156.36366748809814,1.415103878825903,0.00880105813848786
141,28,13721,-108.85169834006993,131,0,1,0,33.704806369297366,-0.011676255788188428,156.36366748809814,1.415103878825903,0.00880105813848786
142,28,13871,-15.396907834192923,150,0,0,0,36.50241167671913,-0.011676255788188428,156.36366748809814,1.415103878825903,0.00880105813848786
143,28,13996,-103.04309584301598,125,0,1,0,30.950505055157034,-0.011676255788188428,156.36366748809814,1.415103878825903,0.00880105813848786
144,29,14038,-71.4605949692976,42,0,1,0,17.23425524427149,-0.0003769200702663511,117.66967248916626,1.4001296758651733,0.009744768285600003
145,29,14188,-27.407366959854826,150,0,0,0,42.507641099867364,-0.0003769200702663511,117.66967248916626,1.4001296758651733,0.009744768285600003
146,29,14338,-5.517589270225927,150,0,0,0,31.56275176876203,-0.0003769200702663511,117.66967248916626,1.4001296758651733,0.009744768285600003
147,29,14435,-89.95502048859447,97,0,1,0,25.106468002804462,-0.0003769200702663511,117.66967248916626,1.4001296758651733,0.009744768285600003
148,30,14585,7.284073674668343,150,0,0,0,25.161920361928193,-0.009767085779458284,34.966617166996,1.418149445205927,0.002947246377971169
149,30,14735,0.5188691847865701,150,0,0,0,28.544522679601013,-0.009767085779458284,34.966617166996,1.418149445205927,0.002947246377971169
150,30,14885,8.038445622382461,150,0,0,0,24.78473494694423,-0.009767085779458284,34.966617166996,1.418149445205927,0.002947246377971169
151,31,15035,-18.769635685959905,150,0,0,0,38.18877511642453,-0.0014337317261379212,128.5145742893219,1.430379617959261,0.007427169490256347
152,31,15157,-92.05866546939276,122,0,1,0,25.533289933958756,-0.0014337317261379212,128.5145742893219,1.430379617959261,0.007427169490256347
