episode,update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction
17,3,6111,-86.60916315576867,25,0,1,0,14.169868778771834,-0.00698948057834059,0.7328489692881703,1.5662480853497982,0.006560075837114709,0.4872446656227112,0.005539062432944775,0.5561414957046509,0.3865092098712921,0,94.49789428710938,-16.054304122924805,-4.016622066497803,10.504080320466112,0.487548828125,0,0.48
18,3,6221,-52.07474954164418,110,0,0,0,19.514153890273416,-0.00698948057834059,0.7328489692881703,1.5662480853497982,0.006560075837114709,0.4872446656227112,0.005539062432944775,0.5561414957046509,0.3865092098712921,1,126.00331115722656,-4.26348352432251,-3.361203908920288,49.96536111142831,0.85400390625,0,0.4636363636363636
19,3,6331,-60.8284118345059,110,0,0,0,15.428871835086087,-0.00698948057834059,0.7328489692881703,1.5662480853497982,0.006560075837114709,0.4872446656227112,0.005539062432944775,0.5561414957046509,0.3865092098712921,1,121.87308502197266,-5.926535606384277,-6.359370708465576,46.38312373373678,2.189453125,0,0.41818181818181815
20,3,6441,-91.54271840397689,110,0,0,0,14.911116076509531,-0.00698948057834059,0.7328489692881703,1.5662480853497982,0.006560075837114709,0.4872446656227112,0.005539062432944775,0.5561414957046509,0.3865092098712921,1,116.07661437988281,0.7967129945755005,-6.960368633270264,46.63447251559881,2.943359375,0,0.34545454545454546
21,4,6551,-62.984996165433685,110,0,0,0,13.06710425682265,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,1,119.74628448486328,-6.981111526489258,-6.026473522186279,47.33136510950399,2.96875,0,0.38181818181818183
22,4,6630,-169.3836517298014,79,0,0,1,9.182232455381802,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,0,115.62454223632812,-6.868207931518555,-0.8344551920890808,37.41646377221986,1.5361328125,0,0.46835443037974683
23,4,6740,-46.446777778253136,110,0,0,0,14.890879953873227,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,1,115.57430267333984,1.743809461593628,-3.550616979598999,44.1315600503937,3.630859375,0,0.34545454545454546
24,4,6801,122.73927543049258,61,1,0,0,1.9664732341914037,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,0,106.19649505615234,-9.645210266113281,-3.6044955253601074,27.17590301913412,0.81982421875,0,0.4262295081967213
25,4,6878,89.20098156160611,77,1,0,0,1.923202242599935,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,0,106.91241455078125,-9.069863319396973,-2.8099770545959473,29.143394289144513,1.9130859375,0,0.35064935064935066
26,4,6988,-59.69440314865443,110,0,0,0,16.097196851930185,-0.008944195593358018,1.261723505333066,1.5887131690979004,0.005728615729822195,0.19908004999160767,0.005089843645691872,0.5568944215774536,0.37304824590682983,1,121.80229187011719,-3.4043447971343994,-1.2424811124801636,47.53262138890904,2.134765625,0,0.4090909090909091
27,5,7098,-37.602204418023554,110,0,0,0,10.227048123309102,-0.008347889059223235,0.8155144406482577,1.5665305741131306,0.006685803005893831,0.2502405047416687,0.004675781354308128,0.5601248145103455,0.3464791774749756,1,113.39579772949219,-2.6533493995666504,-5.09435510635376,44.751104698312204,1.5693359375,0,0.3090909090909091
28,5,7208,-30.898711084136064,110,0,0,0,9.280666873538339,-0.008347889059223235,0.8155144406482577,1.5665305741131306,0.006685803005893831,0.2502405047416687,0.004675781354308128,0.5601248145103455,0.3464791774749756,1,109.13829803466797,-1.685561180114746,-3.174644708633423,41.240969272880236,3.48046875,0,0.2636363636363636
29,5,7286,122.0572322043205,78,1,0,0,1.8261100080194674,-0.008347889059223235,0.8155144406482577,1.5665305741131306,0.006685803005893831,0.2502405047416687,0.004675781354308128,0.5601248145103455,0.3464791774749756,0,105.86347198486328,-10.879509925842285,-3.441541910171509,27.574014968100325,2.42578125,0,0.32051282051282054
30,5,7396,-53.77856570502447,110,0,0,0,15.2493886286466,-0.008347889059223235,0.8155144406482577,1.5665305741131306,0.006685803005893831,0.2502405047416687,0.004675781354308128,0.5601248145103455,0.3464791774749756,1,118.0158462524414,0.2767907679080963,-1.9255808591842651,45.88539442608516,1.74609375,0,0.36363636363636365
31,5,7463,-107.20930708100038,67,0,0,1,3.473026493219225,-0.008347889059223235,0.8155144406482577,1.5665305741131306,0.006685803005893831,0.2502405047416687,0.004675781354308128,0.5601248145103455,0.3464791774749756,0,105.23182678222656,-10.102812767028809,-0.6041131615638733,26.364493022178998,1.7568359375,0,0.3582089552238806
32,6,7534,125.96375191339442,71,1,0,0,1.671710832615998,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,0,106.06584930419922,-10.270654678344727,-3.0771214962005615,27.799009298789212,2.69140625,0,0.36619718309859156
33,6,7624,-144.54844509320387,90,0,0,1,10.49039609473105,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,0,110.0300521850586,-0.8848193287849426,-0.7269649505615234,36.30248415245909,0.8193359375,0,0.32222222222222224
34,6,7718,114.62352014914889,94,1,0,0,1.8133112732116152,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,0,107.21207427978516,-10.499323844909668,-4.7296833992004395,33.70297879611772,2.68359375,0,0.2978723404255319
35,6,7828,-84.3715304913793,110,0,0,0,15.93469490835467,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,1,121.41532897949219,-3.9599449634552,-7.080974578857422,47.31299439930855,2.4921875,0,0.4090909090909091
36,6,7856,-83.56955287555495,28,0,1,0,13.315596811749236,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,0,95.3145980834961,-15.888640403747559,-3.210322856903076,11.94417381665754,1.43359375,0,0.42857142857142855
37,6,7966,-53.362059841128016,110,0,0,0,7.48256786770165,-0.004791422572452575,1.406196340918541,1.5611399002373219,0.0037320823648769874,0.22106361389160156,0.004488281439989805,0.5750059485435486,0.3905523419380188,1,111.5936050415039,-5.328882694244385,-6.155951023101807,41.047846419509824,1.9140625,0,0.3090909090909091
38,7,8076,-99.02846993888006,110,0,0,0,12.176261636956353,-0.008631615492049605,0.7385402796790004,1.5329809114336967,0.0014512777224808815,0.47685885429382324,0.0038125000428408384,0.577166736125946,0.3893930912017822,1,118.19477844238281,-9.050381660461426,-8.791659355163574,41.688578811047236,0.62060546875,0,0.36363636363636365
39,7,8186,-79.12561946595716,110,0,0,0,13.779381302400568,-0.008631615492049605,0.7385402796790004,1.5329809114336967,0.0014512777224808815,0.47685885429382324,0.0038125000428408384,0.577166736125946,0.3893930912017822,1,120.09640502929688,-14.348294258117676,-7.7212958335876465,48.30919719870834,2.4296875,0,0.38181818181818183
40,7,8296,-100.82840490335239,110,0,0,0,11.802833632876053,-0.008631615492049605,0.7385402796790004,1.5329809114336967,0.0014512777224808815,0.47685885429382324,0.0038125000428408384,0.577166736125946,0.3893930912017822,1,117.80359649658203,-11.231674194335938,-8.986104965209961,44.052683896298134,2.609375,0,0.37272727272727274
41,7,8359,123.64052500011175,63,1,0,0,1.7904843348972483,-0.008631615492049605,0.7385402796790004,1.5329809114336967,0.0014512777224808815,0.47685885429382324,0.0038125000428408384,0.577166736125946,0.3893930912017822,0,106.40491485595703,-10.726160049438477,-4.295880317687988,25.786041361190954,2.271484375,0,0.4126984126984127
42,7,8469,-82.00782558363359,110,0,0,0,15.123192282009017,-0.008631615492049605,0.7385402796790004,1.5329809114336967,0.0014512777224808815,0.47685885429382324,0.0038125000428408384,0.577166736125946,0.3893930912017822,1,122.04539489746094,-10.244335174560547,-7.549435138702393,46.34486555238086,1.4658203125,0,0.4090909090909091
43,8,8524,128.525674253385,55,1,0,0,1.5330975145901244,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,0,106.3696060180664,-11.68714714050293,-3.1867949962615967,26.20193185387977,2.94140625,0,0.4727272727272727
44,8,8634,-61.984684824336185,110,0,0,0,14.632856382303489,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,1,121.77298736572266,-10.451804161071777,-6.7595109939575195,46.10409649650991,3.09765625,0,0.4
45,8,8744,-38.794255779338044,110,0,0,0,12.791079925494346,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,1,119.52626037597656,-6.823826313018799,-5.462505340576172,45.74826078956145,2.240234375,0,0.38181818181818183
46,8,8815,132.87958708622634,71,1,0,0,1.6170303286975507,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,0,106.8582534790039,-12.118497848510742,-3.6068973541259766,31.188717768583135,2.466796875,0,0.39436619718309857
47,8,8877,121.70276385770268,62,1,0,0,1.6674834084641066,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,0,106.41668701171875,-9.897978782653809,-2.3635737895965576,25.719706662801375,2.66796875,0,0.43548387096774194
48,8,8940,128.982771081394,63,1,0,0,1.8352348933085547,-0.018661035428522155,1.5420293286442757,1.4813596419990063,0.008556396838685032,0.38140177726745605,0.004875000100582838,0.5733452439308167,0.4370964467525482,0,106.71932983398438,-9.680602073669434,-1.9133583307266235,26.809624635693464,2.05859375,0,0.42857142857142855
49,9,9050,-57.26886292900964,110,0,0,0,15.248189768567537,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,1,121.55207824707031,-5.297181129455566,-5.842042922973633,47.81705938423858,2.94140625,0,0.4
50,9,9160,-65.96663290008702,110,0,0,0,16.092929542068127,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,1,123.17550659179688,-6.788925647735596,-1.9764647483825684,48.07850660886902,2.208984375,0,0.41818181818181815
51,9,9201,-76.3113828252406,41,0,1,0,7.041092256746262,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,100.96598052978516,-12.813776969909668,-4.101478576660156,19.39013472440349,0.9345703125,0,0.4878048780487805
52,9,9239,-82.73451089783666,38,0,1,0,8.455027695461144,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,100.22970581054688,-14.658817291259766,-4.442573070526123,18.043546178014807,0.11663818359375,0,0.5263157894736842
53,9,9297,129.253546556726,58,1,0,0,1.7026064769318197,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,106.0595932006836,-11.248919486999512,-3.5013768672943115,25.573040430822203,2.5625,0,0.4482758620689655
54,9,9348,134.03585631428123,51,1,0,0,1.541450570477491,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,106.39212036132812,-10.548816680908203,-3.863344430923462,24.772392818026418,1.1376953125,0,0.5098039215686274
55,9,9399,131.05254839646588,51,1,0,0,1.9862086427424572,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,105.684326171875,-10.694985389709473,-3.3439230918884277,24.037283423908793,2.37109375,0,0.5098039215686274
56,9,9459,127.93100007271927,60,1,0,0,1.9923894245052727,-0.0038786876248195767,1.6858109906315804,1.5436987653374672,0.005506106117536547,0.5630182027816772,0.00462109362706542,0.5732693076133728,0.4027744233608246,0,106.03117370605469,-11.014198303222656,-1.8305109739303589,27.448894141027644,2.0078125,0,0.43333333333333335
57,10,9569,-79.44056754423798,110,0,0,0,6.5287525394671615,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,1,113.47593688964844,-8.14511775970459,-4.10451602935791,41.04176083615021,0.99560546875,0,0.3090909090909091
58,10,9679,-15.713300617062226,110,0,0,0,10.39474841366691,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,1,114.42695617675781,-3.0042073726654053,-3.6993801593780518,44.83424945522972,2.84765625,0,0.32727272727272727
59,10,9730,-92.92160188316306,51,0,0,1,2.9605647561442794,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,106.30668640136719,-12.559886932373047,-0.9900773167610168,24.122993525965764,1.642578125,0,0.5294117647058824
60,10,9795,130.41386036940432,65,1,0,0,1.7590863282892735,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,106.25678253173828,-11.784608840942383,-3.553524971008301,28.561331852807466,2.943359375,0,0.4
61,10,9845,-76.94293905696675,50,0,1,0,6.925794483152931,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,101.02108764648438,-12.767511367797852,-3.6908822059631348,21.432347369314577,0.8212890625,0,0.4
62,10,9892,133.64062989637222,47,1,0,0,1.7080838118293697,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,106.26416778564453,-10.962027549743652,-4.011910438537598,23.76652204108889,2.185546875,0,0.574468085106383
63,10,9945,133.07463108411744,53,1,0,0,1.730467504862643,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,106.8494873046875,-12.210391998291016,-2.29469895362854,25.991178598656177,2.90625,0,0.5283018867924528
64,10,9983,-76.65620243658825,38,0,1,0,7.592707546265215,-0.012076939281541854,2.0663681626319885,1.5237168595194817,0.004389900213936926,0.5271996855735779,0.004183593671768904,0.571624219417572,0.4405655264854431,0,100.77281951904297,-13.93796157836914,-3.9871392250061035,17.926219732023867,0.103515625,0,0.5263157894736842
65,11,10031,126.65800919120784,48,1,0,0,1.925832504384835,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,105.84931945800781,-10.994141578674316,-2.298794984817505,23.844206994705438,2.939453125,0,0.5416666666666666
66,11,10086,134.09946459217372,55,1,0,0,1.3564224549700812,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,106.32732391357422,-10.844698905944824,-2.6561496257781982,25.826448325673528,2.833984375,0,0.4909090909090909
67,11,10131,-85.45667261148563,45,0,0,1,3.4509059850556754,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,104.91019439697266,-10.806419372558594,-0.8827091455459595,23.118094520257255,1.9501953125,0,0.5333333333333333
68,11,10178,131.61329338912287,47,1,0,0,1.4936094666112445,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,106.2457275390625,-11.345300674438477,-2.782101631164551,23.500572331814464,2.654296875,0,0.574468085106383
69,11,10236,116.3947671352463,58,1,0,0,1.9409145607030855,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,107.032958984375,-9.186762809753418,-3.813415050506592,25.986230335158865,3.515625,0,0.46551724137931033
70,11,10283,134.95164732955288,47,1,0,0,1.5858800528535428,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,106.07310485839844,-10.683128356933594,-2.775815010070801,24.139969259732606,2.169921875,0,0.574468085106383
71,11,10318,-92.33591891516187,35,0,1,0,14.371545664692112,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,94.10761260986328,-15.470293045043945,-4.459458351135254,12.542013504618554,0.1495361328125,0,0.37142857142857144
72,11,10326,-100.04637336313696,8,0,1,0,19.876632737298177,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,88.33566284179688,-15.333998680114746,-1.438570499420166,3.7833202362205856,1.5390625,0,0.5
73,11,10379,123.65526788963689,53,1,0,0,1.7766291938740144,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,107.90213775634766,-11.706992149353027,-4.528671741485596,26.249463576242597,1.2578125,0,0.5283018867924528
74,11,10423,136.2397685428922,44,1,0,0,1.3578605640904646,-0.011770675104344264,2.2811263613402843,1.445518083870411,0.005689164318027906,0.41006606817245483,0.0035898438654839993,0.5778856873512268,0.47720009088516235,0,106.2918701171875,-10.952723503112793,-2.879199266433716,23.989354850146572,2.923828125,0,0.6136363636363636
75,12,10533,-97.39605821473972,110,0,0,0,17.982396502969813,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,1,124.39606475830078,-6.9350786209106445,-8.212413787841797,51.649214652086066,2.888671875,0,0.44545454545454544
76,12,10587,130.7686832429377,54,1,0,0,1.6058480006546811,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,0,106.33174896240234,-10.749076843261719,-3.933621883392334,26.39232545193483,2.970703125,0,0.5
77,12,10642,134.77394970427497,55,1,0,0,1.8361859133854284,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,0,106.01656341552734,-10.261665344238281,-2.355443239212036,25.6508012287761,2.94140625,0,0.4909090909090909
78,12,10752,-48.70733184956982,110,0,0,0,12.639321743793971,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,1,119.60297393798828,-7.161647796630859,-4.7357916831970215,47.84310915977097,2.234375,0,0.38181818181818183
79,12,10862,-76.05799912170457,110,0,0,0,16.396519946754296,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,1,121.83832550048828,-2.821030855178833,-4.665972709655762,51.01383192025151,2.96875,0,0.41818181818181815
80,12,10917,133.2193085240429,55,1,0,0,1.7102312762779277,-0.00981425766076427,1.2289795465767384,1.5435882583260536,0.012508447049185634,0.801012396812439,0.004433593712747097,0.5717524886131287,0.3929460942745209,0,105.94072723388672,-10.863781929016113,-2.767930269241333,25.203865886037644,2.20703125,0,0.4727272727272727
81,13,11027,-51.4804838292429,110,0,0,0,18.22884772808447,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,1,125.10922241210938,-5.665550231933594,-3.3831558227539062,53.46949290711524,1.9833984375,0,0.44545454545454544
82,13,11080,127.62154673440155,53,1,0,0,1.7722217911545377,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,0,106.19783782958984,-9.8209810256958,-2.818739891052246,25.909874442227395,3.58984375,0,0.49056603773584906
83,13,11138,115.24539172134143,58,1,0,0,1.7211555828020209,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,0,107.1607666015625,-10.041587829589844,-4.446737766265869,26.212242254979365,2.94140625,0,0.46551724137931033
84,13,11172,-93.57351061747222,34,0,0,1,11.051408544072524,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,0,96.85470581054688,-9.522132873535156,-0.9724260568618774,15.645299349695879,0.70458984375,0,0.4411764705882353
85,13,11227,129.82462499543635,55,1,0,0,1.7554883399584278,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,0,106.36294555664062,-10.419477462768555,-4.128955841064453,27.519854593637685,1.732421875,0,0.4909090909090909
86,13,11337,-72.84280450694625,110,0,0,0,16.72198569942036,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,1,124.3326416015625,-10.65650749206543,-3.9045021533966064,50.099564851899935,2.42578125,0,0.43636363636363634
87,13,11392,133.1683489512577,55,1,0,0,1.9967559194580282,-0.016731669427827,1.6711431853473186,1.5396885387599468,0.00658743160602171,0.5058371424674988,0.004890624899417162,0.5717201828956604,0.393684059381485,0,107.00272369384766,-9.079984664916992,-2.3091635704040527,26.832545450294685,3.1328125,0,0.509090909090909
