episode,update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction
88,14,11502,-62.23972536005418,110,0,0,0,19.07107891576319,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,1,126.3390121459961,-14.18988037109375,-4.6302385330200195,49.21460290274552,2.94140625,0,0.45454545454545453
89,14,11569,103.21653475539019,67,1,0,0,1.9609843932386575,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,0,106.50527954101562,-10.733097076416016,-4.599165916442871,29.252136396229805,2.97265625,0,0.3880597014925373
90,14,11679,-70.71376160908095,110,0,0,0,8.59698063512845,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,1,115.51927947998047,-7.764012336730957,-4.512269496917725,47.098053926012476,2.94140625,0,0.33636363636363636
91,14,11789,-52.54394130302305,110,0,0,0,7.966232404992031,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,1,114.61357879638672,-7.259087562561035,-4.386735439300537,44.34896982034817,2.943359375,0,0.32727272727272727
92,14,11899,-26.290079998559186,110,0,0,0,12.045795964910674,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,1,119.09078216552734,-7.896551609039307,-5.278286457061768,48.397806826680906,2.119140625,0,0.38181818181818183
93,14,11962,127.99493623055993,63,1,0,0,1.6823147509100531,-0.01304557773983106,0.9655643617734313,1.543371319770813,0.008453680609818548,0.7191787958145142,0.0043359375558793545,0.5733991265296936,0.4193347096443176,0,106.03346252441406,-10.738048553466797,-2.4955649375915527,28.492342380367,2.220703125,0,0.42857142857142855
94,15,12072,-45.61570285546006,110,0,0,0,9.502338784791004,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,1,116.30427551269531,-6.987718105316162,-2.468384027481079,43.002121974547016,2.80859375,0,0.34545454545454546
95,15,12123,134.14031378062575,51,1,0,0,1.887357565064137,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,0,105.95724487304688,-9.979259490966797,-2.9458231925964355,23.99750079453704,2.953125,0,0.5098039215686274
96,15,12183,134.24700812157744,60,1,0,0,1.731272516643721,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,0,106.79633331298828,-9.338733673095703,-3.1525049209594727,26.47133096831175,2.728515625,0,0.4666666666666667
97,15,12282,-131.00671469343604,99,0,0,1,13.177163495406885,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,0,119.47855377197266,-5.533042907714844,-0.7094421982765198,43.11770054231602,1.4462890625,0,0.42424242424242425
98,15,12335,-94.64468568033088,53,0,1,0,5.54068338299933,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,0,102.58665466308594,-9.141860008239746,-1.4758918285369873,23.27063295517933,0.47216796875,0,0.41509433962264153
99,15,12445,-92.93036238675236,110,0,0,0,12.846620652522533,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,1,117.93383026123047,-3.188302993774414,-2.3474338054656982,44.017456932191024,1.671875,0,0.35454545454545455
100,15,12498,132.5190299525284,53,1,0,0,1.947310438983674,-0.01148065278539434,1.7500496245920658,1.5236239917576313,0.0037943569404887967,0.5985553860664368,0.0048164064064621925,0.5704590082168579,0.40546345710754395,0,106.56934356689453,-9.248384475708008,-3.3417365550994873,25.86719270651812,2.943359375,0,0.5094339622641509
101,16,12547,137.33680290807774,49,1,0,0,1.503087653491326,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,106.47449493408203,-9.892478942871094,-3.104452133178711,24.376441844533012,2.927734375,0,0.5510204081632653
102,16,12627,-92.10062411605888,80,0,0,1,5.870976457813132,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,107.8790512084961,-5.324441432952881,-0.9959064722061157,32.993138677312814,1.8427734375,0,0.3375
103,16,12678,131.55849939565553,51,1,0,0,1.9526381338037733,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,105.79515838623047,-10.461770057678223,-3.525904417037964,24.762648591302202,2.94140625,0,0.49019607843137253
104,16,12739,117.55926078376766,61,1,0,0,1.8398654171157827,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,105.87691497802734,-10.3377103805542,-3.185225009918213,27.18257133019245,2.0078125,0,0.4098360655737705
105,16,12801,114.33148174436423,62,1,0,0,1.9386943987639955,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,107.86762237548828,-12.21600341796875,-4.345876693725586,27.842185357588473,1.49609375,0,0.45161290322580644
106,16,12911,-52.56185035011876,110,0,0,0,13.004552869848188,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,1,119.66847229003906,-6.020784854888916,-4.034323215484619,45.5515406235214,2.240234375,0,0.38181818181818183
107,16,12973,124.6233605985147,62,1,0,0,1.8762086193406422,-0.010708031069952995,1.590209037065506,1.4867993742227554,0.0032125547659234144,0.5371254086494446,0.004343749955296516,0.5728456377983093,0.4452257454395294,0,106.58250427246094,-9.296606063842773,-2.8445358276367188,27.423526941201075,0.90380859375,0,0.41935483870967744
108,17,13022,134.96874309477585,49,1,0,0,1.6430834069192313,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,106.07373046875,-11.152142524719238,-3.4073967933654785,24.296373225224833,2.67578125,0,0.5306122448979592
109,17,13067,-79.16905054418183,45,0,1,0,6.628316023707941,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,101.40513610839844,-12.770551681518555,-4.184929370880127,20.063888145828955,1.06640625,0,0.4666666666666667
110,17,13109,-81.59551018360273,42,0,0,1,4.992464709470254,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,103.0631332397461,-10.782748222351074,-0.9951989054679871,21.243710417673512,2.2578125,0,0.5238095238095238
111,17,13219,-54.29417899348081,110,0,0,0,12.6323019061581,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,1,120.0521240234375,-9.22608757019043,-1.3329938650131226,47.211531767237894,2.392578125,0,0.38181818181818183
112,17,13275,118.65732975814458,56,1,0,0,1.73978621980638,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,106.93093872070312,-11.171116828918457,-4.5540852546691895,26.449078419355732,1.7958984375,0,0.48214285714285715
113,17,13337,126.13811697994294,62,1,0,0,1.5065204065108178,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,106.53338623046875,-10.320396423339844,-3.8854267597198486,26.66193252673166,2.943359375,0,0.43548387096774194
114,17,13396,123.9341392144949,59,1,0,0,1.9012850066124996,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,106.66111755371094,-11.585906028747559,-1.5463695526123047,25.12626991526649,1.7978515625,0,0.4576271186440678
115,17,13456,128.9891824251045,60,1,0,0,1.951963643231032,-0.00987738455296494,1.7358287312090397,1.5013988390564919,0.005088577221613377,0.4481978416442871,0.003562500001862645,0.5754957795143127,0.44030362367630005,0,106.11711120605469,-9.868717193603516,-2.252406358718872,26.711976638008487,1.69140625,0,0.43333333333333335
116,18,13506,130.85421809149665,50,1,0,0,1.590551767066216,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,106.12769317626953,-10.471802711486816,-2.6523866653442383,25.444625359725556,2.19140625,0,0.52
117,18,13554,134.3378574739546,48,1,0,0,1.983140321384578,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,107.05426788330078,-12.623806953430176,-3.6486599445343018,24.719316512897056,1.517578125,0,0.5833333333333334
118,18,13632,-105.14173675733284,78,0,0,1,2.8898761074412573,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,107.57524871826172,-8.83784294128418,-0.9188541173934937,31.487644603194997,1.861328125,0,0.34615384615384615
119,18,13678,132.57689573185274,46,1,0,0,1.9180884163351124,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,106.16700744628906,-11.253396034240723,-4.15730619430542,24.995593766945568,2.943359375,0,0.5869565217391305
120,18,13735,121.65138787703981,57,1,0,0,1.8764277049831004,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,106.14947509765625,-11.977940559387207,-2.8529837131500244,24.987883952388795,2.78125,0,0.45614035087719296
121,18,13789,135.09115333207478,54,1,0,0,1.7705997507801616,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,106.24360656738281,-9.835894584655762,-3.4322032928466797,24.48292981195028,2.57421875,0,0.48148148148148145
122,18,13853,133.76066890802412,64,1,0,0,1.7408438522896428,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,107.35002136230469,-9.151652336120605,-3.303396224975586,29.417988445486415,2.966796875,0,0.421875
123,18,13922,125.7411787355801,69,1,0,0,1.907836812770823,-0.019334281038027257,1.6957067288458347,1.465891819447279,0.008171742607373744,0.555830717086792,0.003519531339406967,0.5760230422019958,0.4730641841888428,0,105.9295654296875,-10.025205612182617,-3.253340005874634,28.422319233896115,2.9765625,0,0.37681159420289856
124,19,14032,-45.50996782354352,110,0,0,0,13.458286780320037,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,1,120.80003356933594,-9.151785850524902,-5.224983215332031,48.1893387608091,1.8935546875,0,0.4
125,19,14062,-91.74129455640393,30,0,0,1,11.057266889207828,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,96.79945373535156,-10.739391326904297,-0.7970547080039978,15.787135948842561,1.7822265625,0,0.4666666666666667
126,19,14116,127.39696998267144,54,1,0,0,1.9602768059322357,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,105.74205780029297,-10.355649948120117,-3.1132383346557617,25.4464750961605,2.943359375,0,0.48148148148148145
127,19,14173,129.94144279182385,57,1,0,0,1.9855954013043173,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,105.75902557373047,-10.203015327453613,-3.1225056648254395,26.288441033914474,1.31640625,0,0.45614035087719296
128,19,14233,133.83015185377775,60,1,0,0,1.812600898117417,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,106.01241302490234,-11.454856872558594,-3.5264408588409424,26.61986805710963,2.880859375,0,0.43333333333333335
129,19,14288,132.65197876889357,55,1,0,0,1.8617243219679858,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,105.9122543334961,-10.614204406738281,-2.3319625854492188,25.663052189384423,3.11328125,0,0.45454545454545453
130,19,14341,127.27412989795725,53,1,0,0,1.9160006830860126,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,0,106.2216567993164,-11.795503616333008,-3.8742713928222656,25.525994074566388,1.849609375,0,0.49056603773584906
131,19,14451,-63.76344512795608,110,0,0,0,11.059395085528989,-0.011391227541025728,1.2400039192289114,1.4154591709375381,0.0030241648073570104,0.6749373078346252,0.002890625037252903,0.5805900692939758,0.4889342188835144,1,118.67874145507812,-10.737508773803711,-3.578857421875,47.168872372102,1.4775390625,0,0.37272727272727274
132,20,14501,131.25410510241485,50,1,0,0,1.6266357781722036,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,106.50650024414062,-10.853779792785645,-1.83047616481781,23.674320521981326,2.625,0,0.54
133,20,14550,136.09808551961333,49,1,0,0,1.994187515082523,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.66483306884766,-10.863914489746094,-2.6921918392181396,25.556864816156384,2.201171875,0,0.5102040816326531
134,20,14594,135.44253312668013,44,1,0,0,1.9753935482854146,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.86040496826172,-11.699230194091797,-3.134716510772705,23.657853185944916,3.0,0,0.5909090909090909
135,20,14635,136.00924730543343,41,1,0,0,1.8238016056027466,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,106.36608123779297,-12.141214370727539,-2.870838165283203,23.356115346121683,2.94140625,0,0.6585365853658537
136,20,14680,130.97278388684933,45,1,0,0,1.6703509733575392,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,106.33525085449219,-9.866663932800293,-3.386579990386963,25.028607475128823,2.943359375,0,0.6
137,20,14734,122.67298534947878,54,1,0,0,1.6494732430460683,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,106.29254913330078,-11.276334762573242,-3.854365825653076,25.416611180629047,2.923828125,0,0.5
138,20,14793,135.62279396831144,59,1,0,0,1.7492999478653026,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,106.66698455810547,-9.38571548461914,-2.9527578353881836,27.18475862319512,2.43359375,0,0.4406779661016949
139,20,14839,129.08144662274117,46,1,0,0,1.7460061924599608,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.93831634521484,-10.733569145202637,-3.3975486755371094,24.108337292758073,2.08984375,0,0.5434782608695652
140,20,14885,135.268687084425,46,1,0,0,1.8773917605030161,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.7884521484375,-10.52320671081543,-2.8849709033966064,24.053010370077303,2.177734375,0,0.5652173913043478
141,20,14930,135.20450157085446,45,1,0,0,1.8360988651539414,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.98406982421875,-11.471280097961426,-3.499695062637329,24.247979069918067,2.9765625,0,0.5777777777777777
142,20,14987,131.72143449823113,57,1,0,0,1.920551397545129,-0.009784945781575516,0.4657973605208099,1.3452029824256897,0.007193204350187443,0.7092271447181702,0.0009453124948777258,0.5942320227622986,0.5694898962974548,0,105.97647094726562,-11.068868637084961,-3.941450834274292,25.356041471850766,1.0830078125,0,0.43859649122807015
