episode,status,success,collision,out_of_altitude,timeout,reward,steps,final_distance,path_length_m,min_depth_m,dominant_action,dominant_action_name,dominant_action_fraction,video
1,collision,0,1,0,0,-72.87219148407644,34,7.386142448159265,18.267179970173,0.1025390625,0,forward,0.5882352941176471,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v2_stage2_pilot\recordings\stochastic_20260722_222010\episode_001_collision.mp4
2,success,1,0,0,0,133.42213113073828,59,1.8793650919774036,26.22106261963078,2.734375,0,forward,0.4406779661016949,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage02_23m_10k_seed7_stable_v2_stage2_pilot\recordings\stochastic_20260722_222010\episode_002_success.mp4
