episode,step,action,action_name,reward,cumulative_reward,distance_to_target,x,y,z,success,collision,out_of_altitude,timeout
2,13,2,right,1.0732308036544935,10.220871938150529,17.135972885130645,90.60809326171875,-12.76652717590332,-3.1490261554718018,0,0,0,0
2,14,0,forward,0.8464433031443803,11.067315241294908,16.669537305812636,91.04144287109375,-12.425067901611328,-3.1457114219665527,0,0,0,0
2,15,0,forward,1.1775335891929444,12.244848830487852,16.040150398797035,91.65825653076172,-12.261322975158691,-3.1249608993530273,0,0,0,0
2,16,2,right,1.018764606387429,13.26361343687528,15.480809514870975,92.20382690429688,-12.035579681396484,-3.1996686458587646,0,0,0,0
2,17,4,down,0.5483701028044876,13.811983539679767,15.154778978496731,92.5033187866211,-11.650347709655762,-2.785236120223999,0,0,0,0
2,18,5,hover,0.12532795964321225,13.937311499322979,15.03465821323468,92.61665344238281,-11.482784271240234,-2.740126609802246,0,0,0,0
2,19,0,forward,0.30972584605019976,14.247037345373178,14.826929075695801,92.82295989990234,-11.41429615020752,-2.7770702838897705,0,0,0,0
2,20,5,hover,0.6171155854445309,14.864152930817708,14.46120480195547,93.18778228759766,-11.387273788452148,-2.7426681518554688,0,0,0,0
2,21,5,hover,0.2368860356779699,15.101038966495677,14.281449680845,93.36715698242188,-11.376466751098633,-2.709503173828125,0,0,0,0
2,22,5,hover,0.030766955570336305,15.131805922066013,14.199478194656054,93.44930267333984,-11.371603965759277,-2.6672959327697754,0,0,0,0
2,23,0,forward,0.25424402668878515,15.386049948754797,14.010747366118485,93.6373062133789,-11.370996475219727,-2.70712947845459,0,0,0,0
2,24,1,left,0.5912319573221303,15.977281906076927,13.660684427961876,93.99554443359375,-11.540842056274414,-2.7641828060150146,0,0,0,0
2,25,2,right,0.2614492366900308,16.23873114276696,13.492329078749474,94.17064666748047,-11.704509735107422,-2.898954153060913,0,0,0,0
2,26,0,forward,0.4388577057210384,16.677588848487996,13.238214202892053,94.41542053222656,-11.539875030517578,-2.9225118160247803,0,0,0,0
2,27,2,right,0.6934503315420464,17.371039180030042,12.86107475980589,94.78370666503906,-11.297125816345215,-2.956685781478882,0,0,0,0
2,28,4,down,0.28701757919550347,17.658056759225545,12.634752236391991,95.00885009765625,-10.900200843811035,-2.537490129470825,0,0,0,0
2,29,0,forward,0.3498462828640612,18.007903042089605,12.378464141442047,95.26531219482422,-10.724230766296387,-2.5490803718566895,0,0,0,0
2,30,0,forward,0.8650143568237858,18.87291739891339,11.862745725838,95.78627014160156,-10.659117698669434,-2.5339515209198,0,0,0,0
2,31,5,hover,0.8871319177466404,19.76004931666003,11.335148459267383,96.31360626220703,-10.637493133544922,-2.5277020931243896,0,0,0,0
2,32,1,left,0.3783283184237554,20.138377635083785,11.07110340801716,96.57118225097656,-10.796957015991211,-2.6009528636932373,0,0,0,0
2,33,3,up,0.14662224281227482,20.28499987789606,10.97232182714981,96.66669464111328,-11.129196166992188,-2.9978597164154053,0,0,0,0
2,34,5,hover,0.01616035616705673,20.301160234063115,10.939196200524641,96.7055892944336,-11.304595947265625,-2.99963641166687,0,0,0,0
2,35,0,forward,0.2607032052134038,20.561863439276518,10.777974911314393,96.87075805664062,-11.383879661560059,-3.046957492828369,0,0,0,0
2,36,2,right,0.6493638544041047,21.211227293680622,10.414070809229452,97.22962188720703,-11.251916885375977,-3.1137773990631104,0,0,0,0
2,37,4,down,0.305710059082881,21.516937352763502,10.19606498828138,97.44424438476562,-10.913187980651855,-2.6787936687469482,0,0,0,0
2,38,0,forward,0.31178249768277483,21.828719850446276,9.977889007575063,97.66178894042969,-10.775965690612793,-2.7017221450805664,0,0,0,0
2,39,5,hover,0.5875110854316474,22.416230935877923,9.618022412822954,98.0250244140625,-10.716500282287598,-2.671111583709717,0,0,0,0
2,40,0,forward,0.571458992004019,22.98768992788194,9.266294040726127,98.3757553100586,-10.690293312072754,-2.672008991241455,0,0,0,0
2,41,2,right,0.7698299776722066,23.757519905554147,8.823345591511377,98.8234634399414,-10.510489463806152,-2.735732316970825,0,0,0,0
2,42,0,forward,0.5878887676584312,24.345408673212578,8.472027421709566,99.19343566894531,-10.1725492477417,-2.7410097122192383,0,0,0,0
2,43,0,forward,1.037515053403095,25.382923726615672,7.89365574925225,99.79193878173828,-9.993760108947754,-2.7230868339538574,0,0,0,0
2,44,0,forward,1.2633594272360174,26.64628315385169,7.1979541860019784,100.50728607177734,-9.919374465942383,-2.6875317096710205,0,0,0,0
2,45,0,forward,1.3518011069363662,27.99808426078806,6.453220436370618,101.26195526123047,-9.890480995178223,-2.64933443069458,0,0,0,0
2,46,0,forward,1.3592396717702069,29.357323932558266,5.699955014710139,102.03468322753906,-9.879847526550293,-2.610546350479126,0,0,0,0
2,47,5,hover,1.1545271553120446,30.511851087870312,5.051785846996744,102.69000244140625,-9.876251220703125,-2.6327552795410156,0,0,0,0
2,48,0,forward,0.7212053833157028,31.233056471186014,4.618449222605356,103.1350326538086,-9.875283241271973,-2.618128538131714,0,0,0,0
2,49,1,left,0.8655742358225698,32.09863070700858,4.12243049344224,103.60383605957031,-10.035399436950684,-2.6941471099853516,0,0,0,0
2,50,3,up,0.49242295902005817,32.59105366602864,3.839277014735205,103.8250961303711,-10.37772274017334,-3.09553599357605,0,0,0,0
2,51,4,down,0.1310563193207484,32.72210998534939,3.7202314002122363,103.93121337890625,-10.583372116088867,-2.769862174987793,0,0,0,0
2,52,4,down,-0.469871832659104,32.25223815269029,3.728842585430262,103.98023986816406,-10.679540634155273,-2.2778804302215576,0,0,0,0
2,53,0,forward,-0.059112159387893104,32.193125993302395,3.552532632285387,104.1542739868164,-10.715872764587402,-2.3106143474578857,0,0,0,0
2,54,5,hover,0.20942934475500308,32.4025553380574,3.2198396469386776,104.49966430664062,-10.733590126037598,-2.2752346992492676,0,0,0,0
2,55,2,right,-0.019059833703690632,32.383495504353704,3.0387866089069475,104.68209838867188,-10.57281494140625,-2.3350672721862793,0,0,0,0
2,56,1,left,-0.06266712632496337,32.32082837802874,2.9587654991606462,104.757080078125,-10.4150972366333,-2.4618325233459473,0,0,0,0
2,57,0,forward,0.26909065827523265,32.589919036303975,2.735375936271733,104.95748138427734,-10.594977378845215,-2.497849225997925,0,0,0,0
2,58,0,forward,0.8101426485855494,33.40006168488952,2.2335976315121155,105.46926879882812,-10.703096389770508,-2.4852688312530518,0,0,0,0
2,59,4,down,100.02206944584876,133.42213113073828,1.8793650919774036,105.99356842041016,-10.753076553344727,-2.090883493423462,1,0,0,0
