"scenario","seed","algorithm","method","stage","run_name","status","started_at","completed_at","elapsed_seconds","elapsed_hours"
"airsimnh","7","dqn","scratch","final_33m","scratch_33m_45k_seed7_stable_v2","completed","2026-07-22T15:59:18.4766768+08:00","2026-07-22T16:01:11.3659912+08:00","112.889","0.031358"
