checkpoint,checkpoint_path,checkpoint_run_step,agent_cumulative_steps,policy_mode,episodes,success_rate,collision_rate,altitude_violation_rate,unsafe_rate,timeout_rate,average_reward,average_steps,average_final_distance,average_path_length_m,average_min_depth_m,selected
ppo_step_0002500.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage01_10m_5k_seed7_stable_v3_stage2_pilot\models\ppo_step_0002500.pt,2500,2500,deterministic,5,1.0,0.0,0.0,0.0,0.0,115.27397931383439,12.0,1.6948034622980124,8.355332430952762,1.4505859375,0
ppo_step_0005000.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage01_10m_5k_seed7_stable_v3_stage2_pilot\models\ppo_step_0005000.pt,5000,5000,deterministic,5,1.0,0.0,0.0,0.0,0.0,115.27126814114524,12.0,1.6953514161004002,8.354920907596886,1.4482421875,0
ppo_best.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage01_10m_5k_seed7_stable_v3_stage2_pilot\models\ppo_best.pt,,4000,deterministic,5,1.0,0.0,0.0,0.0,0.0,115.28512790305433,12.0,1.6892080182694058,8.362134365484016,1.4552734375,1
ppo_final.pt,D:\AirSim\rl_drone_navigation\experiments\airsimnh\ppo\curriculum_stage01_10m_5k_seed7_stable_v3_stage2_pilot\models\ppo_final.pt,,5000,deterministic,5,1.0,0.0,0.0,0.0,0.0,115.27887126212609,12.0,1.6926071207535984,8.35799169740461,1.4513671875,0
