episode,update,optimized_in_update,global_step,reward,steps,success,collision,out_of_altitude,final_distance,policy_loss,value_loss,entropy,entropy_coef,approx_kl,explained_variance,activation_saturation,activation_abs_mean,max_action_probability,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
11,1,2,601,-70.3328743205358,70,0,0,0,7.321572148972442,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,1,92.2906265258789,-20.330495834350586,-6.331567287445068,22.646189221368257,0.1357421875,3,0.22857142857142856,8,14,8,16,12,12
12,1,2,671,-44.69351486812708,70,0,0,0,4.25833285364768,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,1,94.36961364746094,-11.063076972961426,-5.389499664306641,22.967805954059703,2.48046875,5,0.24285714285714285,11,6,11,14,11,17
13,1,2,741,-20.51841489586959,70,0,0,0,2.4700496951171513,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,1,93.61317443847656,-16.237991333007812,-3.7501919269561768,23.030189928429593,0.88916015625,5,0.21428571428571427,10,11,11,10,13,15
14,1,2,811,-63.23265866784867,70,0,0,0,5.235199813666252,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,1,96.14851379394531,-11.463590621948242,-7.162134170532227,23.43664442548258,2.86328125,3,0.24285714285714285,13,6,11,17,12,11
15,1,2,881,-90.19033146131318,70,0,0,0,6.637488016101713,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,1,96.1685791015625,-16.7966365814209,-9.146760940551758,25.39952521617426,3.466796875,3,0.22857142857142856,13,13,12,16,7,9
16,1,2,943,90.4061469236253,62,1,0,0,1.9507895626038696,-0.007026221283013001,0.5840709102340043,1.785300835967064,0.009000000000000001,0.004177396641352971,0.18560755252838135,0.008937500417232513,0.5344569683074951,0.20636016130447388,0,93.5345458984375,-14.97443962097168,-3.9117772579193115,20.42843128023113,1.0810546875,4,0.1935483870967742,11,11,10,10,12,8
17,2,3,1013,-55.30984531014319,70,0,0,0,6.073153665213528,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,92.95550537109375,-11.819196701049805,-7.975107669830322,23.762949102263246,2.94140625,3,0.24285714285714285,9,10,15,17,10,9
18,2,3,1083,-42.321026070708506,70,0,0,0,6.007176446190934,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,91.53907012939453,-10.05026912689209,-4.74263858795166,22.244008531434403,2.9765625,2,0.2571428571428571,7,11,18,12,14,8
19,2,3,1123,104.35448849806929,40,1,0,0,1.7210583610589385,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,0,94.05010223388672,-15.509105682373047,-3.791287422180176,14.73435615732359,0.7119140625,0,0.275,11,7,6,5,7,4
20,2,3,1193,-30.96787808521892,70,0,0,0,2.5436451770869457,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,93.37152862548828,-14.73914623260498,-4.761168956756592,23.37478222745705,1.0673828125,1,0.22857142857142856,10,16,16,9,10,9
21,2,3,1262,75.35965936661208,69,1,0,0,1.6161035378495814,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,0,93.84261322021484,-15.125575065612793,-3.6274185180664062,20.92460852980558,0.95703125,2,0.21739130434782608,11,14,15,5,10,14
22,2,3,1332,-34.121767132955355,70,0,0,0,2.9855758226096722,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,94.8579330444336,-12.261859893798828,-4.957132339477539,22.807206349823698,1.5869140625,5,0.22857142857142856,13,8,12,11,10,16
23,2,3,1402,-72.24588682442521,70,0,0,0,13.978635853849156,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,93.66600799560547,-1.2398725748062134,-7.181785583496094,26.02295627402791,2.90625,2,0.32857142857142857,10,7,23,13,9,8
24,2,3,1472,-46.58401423444447,70,0,0,0,4.077688824762591,-0.010749082954134792,0.7321409909054637,1.774429403245449,0.008,0.006585028491826961,0.2739620804786682,0.011285156011581421,0.5295395255088806,0.21531879901885986,1,94.44054412841797,-10.731566429138184,-4.394008159637451,22.139088879475484,1.6298828125,2,0.22857142857142856,12,10,16,11,14,7
25,3,4,1519,-100.75012241080329,47,0,1,0,4.789800251003914,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,93.0975341796875,-18.197349548339844,-5.196985721588135,19.042633180469963,0.48876953125,1,0.2553191489361702,10,12,9,7,5,4
26,3,4,1565,100.21190314714859,46,1,0,0,1.881689736822467,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,93.79338836669922,-14.965476989746094,-1.8316234350204468,15.98657264476517,1.5185546875,0,0.2391304347826087,11,4,5,7,11,8
27,3,4,1616,107.65677648860587,51,1,0,0,1.7751123194767635,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,93.91789245605469,-15.423378944396973,-3.8145155906677246,19.974081088267717,0.60693359375,0,0.21568627450980393,11,9,9,8,10,4
28,3,4,1661,2.288747012507104,45,1,1,0,1.8572949632157427,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,94.32002258300781,-14.943795204162598,-4.585920810699463,16.198055943244555,0.361328125,0,0.24444444444444444,11,5,6,10,9,4
29,3,4,1731,-37.18974163255468,70,0,0,0,5.423997020702661,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,1,93.85562133789062,-9.32630443572998,-3.982393503189087,21.514285840420488,2.767578125,2,0.24285714285714285,10,10,17,9,11,13
30,3,4,1801,-31.978588625988564,70,0,0,0,3.8558239817369295,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,1,96.35194396972656,-11.38880443572998,-4.973232746124268,23.333508767029567,2.9765625,2,0.22857142857142856,14,12,16,9,11,8
31,3,4,1859,90.81149483544833,58,1,0,0,1.9186658678086486,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,93.5986099243164,-13.438878059387207,-2.795559883117676,20.115654558390407,0.1483154296875,5,0.20689655172413793,10,7,10,8,11,12
32,3,4,1929,-52.0663963397381,70,0,0,0,3.0775521328118107,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,1,97.105712890625,-15.58199691772461,-5.147346496582031,22.9694798272394,1.4990234375,5,0.22857142857142856,14,9,9,12,10,16
33,3,4,1972,93.18153387497543,43,1,0,0,1.591784298346271,-0.00642356465687044,1.5138588175177574,1.7729754857718945,0.007,0.00459033713923418,0.2469387650489807,0.007851562462747097,0.5394277572631836,0.2555346190929413,0,94.0809097290039,-14.490320205688477,-1.863198161125183,15.958813774214804,1.8505859375,0,0.2558139534883721,11,7,8,3,8,6
34,4,5,2009,103.65934517996432,37,1,0,0,1.7445358433272626,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,94.21700286865234,-15.596186637878418,-2.064455032348633,12.72474143916537,1.009765625,0,0.2972972972972973,11,3,3,5,9,6
35,4,5,2079,-53.56819057698229,70,0,0,0,5.1883620479492905,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,1,97.16970825195312,-9.695621490478516,-3.064814567565918,26.783778695461947,1.0595703125,0,0.21428571428571427,15,8,15,8,11,13
36,4,5,2149,-43.53727606303234,70,0,0,0,6.812507301283795,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,1,99.21868133544922,-9.461677551269531,-5.21040678024292,24.74530791222214,2.7890625,0,0.24285714285714285,17,10,16,8,9,10
37,4,5,2169,-118.32081701722531,20,0,1,0,7.559754964249243,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,87.84734344482422,-14.850118637084961,-1.2375234365463257,5.4286386407579625,0.10614013671875,4,0.35,3,0,2,3,7,5
38,4,5,2179,-107.56968461765197,10,0,0,1,9.29724761033154,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,86.25138092041016,-12.94006633758545,-0.9666513204574585,3.8135863365661784,1.638671875,4,0.5,1,0,3,0,5,1
39,4,5,2228,102.00133390937505,49,1,0,0,1.9328209364839282,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,94.26531219482422,-16.121103286743164,-2.5279502868652344,15.903263155607254,0.328125,5,0.24489795918367346,11,7,6,5,8,12
40,4,5,2281,105.22278960266594,53,1,0,0,1.8405913633950635,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,93.37663269042969,-14.681365966796875,-2.7485315799713135,17.146736474150586,2.904296875,0,0.20754716981132076,11,9,9,6,10,8
41,4,5,2314,-90.49362678282614,33,0,1,0,3.020488381621596,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,94.0616455078125,-17.238765716552734,-3.541595458984375,11.841176280471027,0.109130859375,0,0.36363636363636365,12,6,4,2,3,6
42,4,5,2359,107.14835320684853,45,1,0,0,1.52475729734353,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,93.8792724609375,-14.486407279968262,-3.77901029586792,15.10635290815085,0.87158203125,0,0.24444444444444444,11,6,7,6,7,8
43,4,5,2386,-118.57846625554961,27,0,0,1,4.546542268913232,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,91.61358642578125,-12.911835670471191,-0.6791052222251892,10.972387118399178,1.5498046875,0,0.2962962962962963,8,3,6,0,7,3
44,4,5,2432,-102.73010730241435,46,0,0,1,2.508710732532302,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,94.31311798095703,-13.317036628723145,-0.9619745016098022,15.74855240206069,2.63671875,4,0.2608695652173913,11,3,5,5,12,10
45,4,5,2461,-107.65284040406722,29,0,0,1,4.0114379104735045,-0.010653759527485818,2.402294557541609,1.7402690276503563,0.006,0.006111590137152234,0.2080150842666626,0.006355468649417162,0.5447158813476562,0.28610527515411377,0,91.72048950195312,-14.366765022277832,-0.9903491139411926,9.95254043347659,1.783203125,0,0.27586206896551724,8,3,4,1,7,6
46,5,6,2509,96.94198369603289,48,1,0,0,1.736796960502427,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,94.38480377197266,-13.044778823852539,-2.4786977767944336,17.95066963595402,1.65625,0,0.25,12,7,10,4,8,7
47,5,6,2546,-109.20966786643245,37,0,1,0,2.7460091659189443,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,94.14179992675781,-17.010265350341797,-2.6948459148406982,13.252799474213171,0.1158447265625,0,0.32432432432432434,12,5,3,4,6,7
48,5,6,2558,-104.18254841782603,12,0,1,0,7.185930392234561,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,88.2203369140625,-15.263916015625,-1.4302889108657837,3.9826113988621503,0.98974609375,4,0.4166666666666667,4,1,1,0,5,1
49,5,6,2599,108.54159249926164,41,1,0,0,1.851521647027589,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,94.05253601074219,-13.052597045898438,-3.2555484771728516,14.84015002452511,2.96875,0,0.2926829268292683,12,7,10,2,5,5
50,5,6,2638,-109.65146380386487,39,0,0,1,3.024479660717122,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,93.58756256103516,-13.770049095153809,-0.5383133292198181,15.990575452003963,1.44140625,4,0.28205128205128205,10,5,7,3,11,3
51,5,6,2680,98.90913822089146,42,1,0,0,1.931443036304589,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,93.43212890625,-14.225478172302246,-2.2451095581054688,13.851275174732825,1.97265625,0,0.2619047619047619,11,7,8,3,8,5
52,5,6,2728,-107.86976261931783,48,0,1,0,6.687321953742244,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,92.62330627441406,-20.55860710144043,-4.148639678955078,17.427066285983233,0.339111328125,1,0.22916666666666666,9,11,5,7,8,8
53,5,6,2798,-68.67597881343974,70,0,0,0,8.442667513901288,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,1,102.45108795166016,-13.714844703674316,-7.237076759338379,28.63469279099365,2.224609375,0,0.3,21,10,12,13,7,7
54,5,6,2822,110.72201457132633,24,1,0,0,1.999533217305234,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,93.48790740966797,-15.539491653442383,-2.9590225219726562,9.7908772942047,1.2958984375,0,0.4166666666666667,10,3,3,2,3,3
55,5,6,2856,-100.62899673557379,34,0,1,0,4.974545056382532,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,93.39407348632812,-19.006032943725586,-1.9345310926437378,15.779308729692946,0.185302734375,0,0.29411764705882354,10,9,4,1,5,5
56,5,6,2901,106.38701708617971,45,1,0,0,1.8894498866668694,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,94.21806335449219,-14.01743221282959,-4.5485334396362305,16.393419797379536,0.6181640625,0,0.26666666666666666,12,6,8,7,6,6
57,5,6,2947,-100.26563331832143,46,0,1,0,5.251365339385964,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,93.14995574951172,-19.17315673828125,-4.219749927520752,16.48917547549824,0.329345703125,0,0.2391304347826087,11,11,6,6,7,5
58,5,6,2978,110.9610529127805,31,1,0,0,1.9987884086567187,-0.01733401819365099,2.821139320731163,1.7314172089099884,0.004999999999999999,0.008421580285357777,0.27785956859588623,0.004957031458616257,0.5713278651237488,0.3293582499027252,0,94.64033508300781,-12.601920127868652,-2.6472949981689453,12.098624783590148,2.927734375,0,0.3870967741935484,12,1,4,3,6,5
59,6,7,3014,-94.86200191435685,36,0,1,0,4.44919273075122,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.54560089111328,-18.61463737487793,-3.2947580814361572,13.252449445083169,0.14697265625,0,0.2777777777777778,10,7,2,5,6,6
60,6,7,3046,98.79313419233648,32,1,0,0,1.9315587302252495,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,94.74124908447266,-14.343679428100586,-4.872922420501709,13.192187909892658,1.0859375,0,0.40625,13,3,4,6,3,3
61,6,7,3093,-93.63504387284863,47,0,1,0,2.216465802596972,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,94.3106689453125,-16.50381851196289,-3.2967476844787598,16.73395032198212,0.1427001953125,0,0.2553191489361702,12,9,7,5,8,6
62,6,7,3142,94.08837226976712,49,1,0,0,1.8046638592779574,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,94.6207275390625,-14.040647506713867,-4.652247905731201,19.470842335953815,1.232421875,0,0.22448979591836735,11,8,9,6,6,9
63,6,7,3177,-106.79215919514282,35,0,1,0,5.450766186493778,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.00953674316406,-18.509260177612305,-5.968167304992676,12.34382577439376,0.255859375,0,0.2857142857142857,10,8,4,7,3,3
64,6,7,3203,110.21451178458322,26,1,0,0,1.882383586679805,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.56019592285156,-14.715424537658691,-3.9147350788116455,10.476008826980834,0.98095703125,0,0.38461538461538464,10,3,4,3,3,3
65,6,7,3231,-99.76531212429585,28,0,1,0,3.4431327874473467,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.79513549804688,-16.49360466003418,-5.432361125946045,11.411240501507766,0.396484375,0,0.39285714285714285,11,4,2,6,2,3
66,6,7,3260,110.72320275688874,29,1,0,0,1.935970406686951,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.64241790771484,-13.543733596801758,-3.6750240325927734,11.889382895068431,2.041015625,0,0.3448275862068966,10,4,5,2,2,6
67,6,7,3286,113.47011166446906,26,1,0,0,1.9691351385978018,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.36854553222656,-14.974963188171387,-3.5693273544311523,10.200466676246588,1.28125,0,0.38461538461538464,10,3,4,2,2,5
68,6,7,3329,98.31535404613177,43,1,0,0,1.8348788469249262,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,94.13192749023438,-15.024864196777344,-4.400804042816162,16.20757912368178,0.311767578125,0,0.27906976744186046,12,5,6,9,9,2
69,6,7,3361,-97.37803797396263,32,0,1,0,2.1418687574470328,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,94.06536865234375,-15.771927833557129,-4.298377513885498,13.205421897301804,0.1981201171875,0,0.34375,11,4,3,5,3,6
70,6,7,3390,112.18619622669753,29,1,0,0,1.6384639159724945,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.86903381347656,-15.314634323120117,-3.5020101070404053,11.643191573001467,1.2353515625,0,0.3793103448275862,11,5,6,2,4,1
71,6,7,3417,109.5044771860142,27,1,0,0,1.8968880675216517,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.93030548095703,-13.690897941589355,-4.170978546142578,11.582547574466572,1.3515625,0,0.4444444444444444,12,3,5,3,2,2
72,6,7,3457,-95.0884352530789,40,0,1,0,3.725331899808699,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.8397445678711,-17.813491821289062,-4.007946491241455,13.36712442942019,0.1246337890625,5,0.325,11,5,1,6,4,13
73,6,7,3493,111.32140551679814,36,1,0,0,1.9988886073348988,-0.009425967320566997,2.8825726993381977,1.7147832624614239,0.004,0.005987708502289024,0.5060092210769653,0.008859374560415745,0.5659112334251404,0.310548335313797,0,93.59026336669922,-13.293593406677246,-2.948854923248291,13.822605227144825,1.41796875,0,0.3055555555555556,11,2,5,5,6,7
74,7,8,3521,102.34163102590276,28,1,0,0,1.8307939581643342,-0.01609748840564862,3.0909634307026863,1.6634905710816383,0.002999999999999999,0.009416629087354522,0.23121339082717896,0.0035468749701976776,0.5751869082450867,0.3852716088294983,0,93.89539337158203,-15.124783515930176,-1.8753634691238403,11.788830308533358,1.8125,0,0.39285714285714285,11,2,3,3,7,2
75,7,8,3560,-107.92383309324252,39,0,1,0,5.880711677151484,-0.01609748840564862,3.0909634307026863,1.6634905710816383,0.002999999999999999,0.009416629087354522,0.23121339082717896,0.0035468749701976776,0.5751869082450867,0.3852716088294983,0,92.69124603271484,-9.423149108886719,-1.371444582939148,13.368487288492037,0.64990234375,2,0.2564102564102564,9,2,10,2,8,8
76,7,8,3587,113.28323789876798,27,1,0,0,1.9195522791829978,-0.01609748840564862,3.0909634307026863,1.6634905710816383,0.002999999999999999,0.009416629087354522,0.23121339082717896,0.0035468749701976776,0.5751869082450867,0.3852716088294983,0,93.61801147460938,-13.482539176940918,-3.43612003326416,10.980848567769517,1.828125,0,0.4074074074074074,11,3,6,1,2,4
77,7,8,3611,113.12634024070722,24,1,0,0,1.8535003918053254,-0.01609748840564862,3.0909634307026863,1.6634905710816383,0.002999999999999999,0.009416629087354522,0.23121339082717896,0.0035468749701976776,0.5751869082450867,0.3852716088294983,0,93.33979034423828,-14.555497169494629,-2.910400629043579,10.191647835576312,1.9580078125,0,0.4583333333333333,11,0,1,3,3,6
