episode,global_step,reward,steps,success,collision,out_of_altitude,final_distance,epsilon,mean_loss,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction
59,5318,-87.53469039681045,150,0,0,0,11.300246564838817,0.898958,0.8484673692534367,1,108.79425048828125,-13.679312705993652,-7.325499057769775,53.303699465291096,2.84375,0,0.2
60,5468,-26.031067616053427,150,0,0,0,13.347245019062502,0.896108,1.0962043026834727,1,111.71477508544922,-7.1681718826293945,-3.924485921859741,53.18326405018634,1.8291015625,0,0.21333333333333335
61,5516,-89.80241382419446,48,0,1,0,23.632424155253126,0.895196,0.7357224140626689,0,94.23310089111328,-16.76153564453125,-3.0243868827819824,17.646894141869986,0.11090087890625,0,0.25
62,5597,-108.48708519659681,81,0,1,0,16.09889587510852,0.893657,1.3105996696531406,0,102.33768463134766,-14.481969833374023,-2.1461727619171143,28.564922396579973,0.51220703125,0,0.25925925925925924
63,5747,-56.27657765657531,150,0,0,0,13.391189537878036,0.890807,0.8419137415289879,1,114.43023681640625,-6.456662654876709,-6.17393159866333,54.08053362560118,1.8525390625,0,0.23333333333333334
64,5803,-100.50045864832087,56,0,1,0,24.089569569047985,0.889743,0.6616668269769954,0,93.69625091552734,-18.162954330444336,-3.8228702545166016,19.29843409206659,0.142333984375,0,0.19642857142857142
65,5953,-34.046874692503465,150,0,0,0,11.045398399346054,0.886893,1.3217008287211258,1,116.3033676147461,-8.108363151550293,-3.7219033241271973,57.55744394073264,1.0361328125,0,0.25333333333333335
66,6103,-71.53385355266997,150,0,0,0,7.540648791488689,0.884043,1.0288262070467076,1,111.5139389038086,-17.32149887084961,-6.868513584136963,56.18785546321295,0.423583984375,0,0.21333333333333335
67,6166,-96.52535564971147,63,0,1,0,24.375886165618073,0.882846,1.082240342088635,0,93.48841094970703,-17.187002182006836,-4.362551689147949,21.227923317194076,0.6435546875,1,0.19047619047619047
68,6209,-92.48005800344202,43,0,1,0,24.62002364957983,0.882029,1.1101073234580283,0,93.20626831054688,-17.89610481262207,-4.474858283996582,14.731200169336894,0.7021484375,0,0.23255813953488372
69,6279,-111.91488977711943,70,0,1,0,21.174730863537395,0.880699,1.0805741597499166,0,96.94754791259766,-15.476770401000977,-4.65035343170166,22.12369229939467,0.77001953125,0,0.21428571428571427
70,6429,-134.57711849914506,150,0,0,0,10.40347706346799,0.877849,1.166919214874506,1,109.957275390625,-21.93563461303711,-9.244417190551758,53.05551294728444,1.2802734375,0,0.2
71,6477,-96.92944220090195,48,0,1,0,23.467503074884117,0.8769370000000001,1.0847690985538065,0,94.4729232788086,-16.09818458557129,-2.94498348236084,16.653223533272318,0.325439453125,0,0.25
72,6524,-91.99516670170709,47,0,1,0,25.33308314601332,0.876044,1.2653447145477255,0,92.53593444824219,-21.42329978942871,-3.0681304931640625,15.894904374584273,0.1097412109375,5,0.2553191489361702
73,6631,-86.71517205216696,107,0,1,0,12.032533388385495,0.874011,0.6443899203544465,0,106.58667755126953,-14.55880069732666,-3.026210308074951,40.18686354144216,0.78076171875,0,0.24299065420560748
74,6736,-107.20843882861854,105,0,1,0,17.521991229726755,0.872016,1.0125055499729656,0,100.7400894165039,-15.037571907043457,-4.2287278175354,40.06947331229234,0.30322265625,1,0.19047619047619047
75,6796,-100.50218409852368,60,0,1,0,24.16742009685634,0.870876,0.8297318470974763,0,93.797607421875,-16.315086364746094,-4.633134365081787,20.15676869488822,0.2183837890625,0,0.2
76,6838,-96.72641089278348,42,0,1,0,24.35910295117083,0.870078,1.2886573379593236,0,93.53416442871094,-17.016368865966797,-4.609066009521484,15.125084167946767,0.68505859375,0,0.2857142857142857
77,6963,-179.16085309527656,125,0,1,0,14.916765424480031,0.867703,0.8783969518244267,0,103.8952865600586,-19.461362838745117,-8.496169090270996,42.988956765810606,0.1307373046875,3,0.208
78,7019,-110.81389087526746,56,0,1,0,23.471114372811726,0.8666389999999999,1.0658145188353956,0,94.4709243774414,-16.08469581604004,-2.9917547702789307,20.4195276876019,0.468994140625,0,0.21428571428571427
79,7062,-89.63159906346648,43,0,1,0,24.46477630101182,0.865822,1.1632766030555548,0,93.30419921875,-19.29257583618164,-2.2517764568328857,15.665620392766392,0.1241455078125,0,0.2558139534883721
80,7073,-108.06236432571326,11,0,0,1,31.726832423660852,0.865613,1.4235227013176137,0,86.68240356445312,-12.964105606079102,-0.9555239677429199,4.31213441489795,1.2705078125,4,0.45454545454545453
81,7144,-109.01994150700403,71,0,1,0,23.7894665045236,0.864264,0.8989668437607692,0,94.38229370117188,-14.891550064086914,-4.564825534820557,20.889945760677136,0.372314453125,5,0.2535211267605634
82,7187,-90.5981617914572,43,0,1,0,23.475448434059828,0.863447,0.6243199860287267,0,94.47053527832031,-16.054529190063477,-3.1045355796813965,16.595327927364515,0.482421875,0,0.27906976744186046
83,7217,-89.2769281823545,30,0,1,0,23.930387315267073,0.862877,1.0459447215000788,0,94.04331970214844,-16.019386291503906,-4.129584789276123,11.671931414404368,0.5458984375,0,0.36666666666666664
84,7305,-124.5897030464239,88,0,0,1,18.409643753101054,0.861205,0.802962757223709,0,101.95580291748047,-9.86168384552002,-0.7278594970703125,34.95982814508881,0.79150390625,0,0.22727272727272727
85,7347,-94.27756608381618,42,0,1,0,24.379326516890412,0.860407,0.8962267502432778,0,93.48188018798828,-17.192962646484375,-4.315009593963623,16.073251165864207,0.63720703125,0,0.2619047619047619
86,7497,-60.01557134369396,150,0,0,0,6.8207751572756505,0.857557,0.9709942229340474,1,115.21741485595703,-12.706802368164062,-3.056359052658081,58.212653909323684,0.60400390625,0,0.24666666666666667
87,7534,-104.81828236253878,37,0,1,0,23.59122625017184,0.856854,0.9980099442842845,0,94.31900787353516,-16.497081756591797,-2.0958971977233887,13.807397726615624,0.1595458984375,0,0.2972972972972973
88,7684,-29.75308524098552,150,0,0,0,8.857230193208714,0.854004,0.9708695950359106,1,116.92497253417969,-10.534366607666016,-5.348649024963379,57.74013496068253,1.2255859375,0,0.26
89,7780,-111.63427416601922,96,0,1,0,17.35965463097295,0.85218,1.1438859484624118,0,101.61830139160156,-12.822037696838379,-4.5309529304504395,34.53499683061908,1.2578125,0,0.20833333333333334
90,7808,-85.46732583213809,28,0,1,0,23.84276307441411,0.851648,0.5830733909138611,0,93.9675521850586,-17.456594467163086,-3.3144731521606445,11.487918787724336,0.21533203125,0,0.42857142857142855
91,7856,-91.8066066333641,48,0,1,0,23.872820424715293,0.8507359999999999,0.7213348974473774,0,93.93522644042969,-17.496286392211914,-3.3506710529327393,16.541009873661473,0.1240234375,0,0.22916666666666666
92,7895,-85.62055880814243,39,0,1,0,23.09890103783536,0.8499950000000001,1.0226404787256167,0,94.87049102783203,-15.903785705566406,-3.1202776432037354,14.812083168974034,1.267578125,0,0.3333333333333333
93,7941,-90.62740920070888,46,0,1,0,22.852633834450668,0.849121,0.8596104179387507,0,95.12669372558594,-15.874228477478027,-3.4161906242370605,18.152945145986628,0.8662109375,0,0.2608695652173913
94,8028,-94.5456053456951,87,0,1,0,17.50174454174708,0.847468,1.4982258349485782,0,100.8566665649414,-14.796881675720215,-4.66445779800415,30.607374095541058,0.3681640625,0,0.21839080459770116
95,8067,-109.36472184474898,39,0,0,1,26.415552627503114,0.846727,1.4152978731271548,0,91.91410064697266,-13.98104190826416,-0.9032025933265686,13.746244635752102,2.40234375,4,0.3076923076923077
96,8217,-102.29045563596696,150,0,0,0,10.266614962998549,0.843877,1.0812363543361425,1,107.8709716796875,-17.779916763305664,-5.473231315612793,53.83136712394351,1.232421875,0,0.18666666666666668
97,8367,-22.655516168289566,150,0,0,0,8.796343544686717,0.841027,1.0213648825138808,1,111.58890533447266,-12.96407699584961,-4.580708026885986,52.82167082771694,1.69140625,0,0.21333333333333335
98,8405,-101.90249677100925,38,0,1,0,26.52658581252299,0.840305,1.0391030255705118,0,91.5063247680664,-22.53664779663086,-4.531588554382324,15.41871207479585,0.70556640625,1,0.34210526315789475
99,8555,-56.663476828278576,150,0,0,0,8.057846189468114,0.8374550000000001,1.0226170584311087,1,120.77346801757812,-11.68658447265625,-4.356192111968994,59.57559867095513,1.603515625,0,0.29333333333333333
100,8705,-37.194293442931404,150,0,0,0,7.8250462422187805,0.834605,1.0445282608022293,1,110.57918548583984,-17.08696937561035,-5.435929775238037,55.71494586747303,1.0224609375,0,0.20666666666666667
101,8855,-38.67942869347509,150,0,0,0,10.567206715050611,0.831755,1.1792718775570392,1,108.04833221435547,-18.59830093383789,-7.15066385269165,49.04528702244453,0.74462890625,1,0.19333333333333333
102,8887,-108.86094161406263,32,0,1,0,23.56767965240657,0.831147,0.9206987756770104,0,94.40730285644531,-16.246623992919922,-1.417470097541809,12.666062594653118,0.14404296875,0,0.34375
103,9037,-43.69674892448276,150,0,0,0,9.679928060368209,0.8282970000000001,0.9661747440944115,1,112.38198852539062,-11.710552215576172,-6.345926284790039,58.30756783070891,1.7841796875,0,0.22666666666666666
104,9125,-84.70411593262456,88,0,1,0,16.93289790483728,0.8266249999999999,1.12648372720419,0,101.51441192626953,-14.267523765563965,-3.432452440261841,31.558223265940796,0.9326171875,0,0.22727272727272727
105,9275,-44.488958150787504,150,0,0,0,3.4795854325610867,0.823775,0.9839109277973572,1,114.59568786621094,-17.769176483154297,-3.7212235927581787,58.903795449407205,0.5634765625,0,0.24
106,9425,-52.313677036192374,150,0,0,0,10.611741374802051,0.820925,1.054625005821387,1,112.77340698242188,-10.15568733215332,-5.993056297302246,55.288510954785245,2.982421875,0,0.22666666666666666
107,9478,-112.34069562423967,53,0,0,1,27.757222282613103,0.819918,1.4143589458797339,0,90.1648941040039,-16.98386001586914,-0.7636179327964783,18.406914888709576,1.8486328125,4,0.2641509433962264
108,9573,-82.78508726453049,95,0,1,0,15.33695714437423,0.818113,1.0085354959102053,0,102.48851776123047,-18.136789321899414,-4.149457931518555,37.20604269845583,0.51220703125,0,0.23157894736842105
109,9723,-11.3382442901992,150,0,0,0,9.774207209948889,0.8152630000000001,0.917296877677242,1,109.32698059082031,-14.100956916809082,-2.6817169189453125,51.833179976551904,0.392822265625,5,0.21333333333333335
110,9763,-91.61136488220201,40,0,1,0,23.770956832923662,0.814503,0.5844793619588018,0,94.09721374511719,-17.065753936767578,-4.176681995391846,13.785202156212154,0.2073974609375,0,0.3
111,9791,-89.03278072396715,28,0,1,0,23.554231162749698,0.813971,1.6018303292138236,0,94.3924789428711,-16.07063102722168,-3.407595157623291,12.044077583582474,0.46435546875,0,0.42857142857142855
112,9802,-99.64839269820804,11,0,1,0,29.66405806727915,0.813762,1.6605782234533266,0,88.36492919921875,-15.333998680114746,-1.4407410621643066,3.7495274592657513,2.9296875,0,0.36363636363636365
113,9952,-29.489094576560728,150,0,0,0,9.788256736352073,0.8109120000000001,0.9259336127340794,1,113.34789276123047,-10.295001029968262,-3.0919647216796875,55.21882754779774,1.1513671875,0,0.22666666666666666
114,9998,-97.74759898223824,46,0,1,0,23.880065076897555,0.810038,1.0704312568287486,0,93.94149780273438,-17.496835708618164,-3.8741390705108643,16.109225982330308,0.140869140625,0,0.2391304347826087
115,10148,-32.16705517057086,150,0,0,0,7.931182225123854,0.807188,1.0145741170148055,1,122.68328094482422,-12.820075988769531,-2.8872952461242676,58.346888419540306,2.498046875,0,0.30666666666666664
116,10192,-104.67031548488967,44,0,1,0,25.845487490011738,0.806352,1.3485645196315916,0,92.19567108154297,-20.65586280822754,-6.475647926330566,15.848153496104556,0.11590576171875,3,0.25
117,10249,-81.96387017270989,57,0,1,0,17.68784463841358,0.805269,1.3296510271335904,0,101.30880737304688,-12.638015747070312,-4.200453281402588,23.399650112110074,0.257568359375,0,0.3684210526315789
118,10310,-91.05496105072646,61,0,1,0,21.83682046181938,0.80411,0.8198905729490226,0,96.1209945678711,-16.123851776123047,-3.551638603210449,22.98549689945725,1.2939453125,0,0.21311475409836064
119,10353,-87.66257961558306,43,0,1,0,22.67705243527223,0.803293,0.9363035336136818,0,95.2987060546875,-15.903399467468262,-3.343505620956421,16.39144422699207,1.1435546875,0,0.27906976744186046
120,10390,-92.45670815324023,37,0,1,0,24.959550193185063,0.80259,0.6647348403930664,0,92.85091400146484,-20.524667739868164,-3.7026712894439697,14.183216555415962,0.129638671875,0,0.24324324324324326
121,10540,-28.301548457169908,150,0,0,0,13.119888123117194,0.79974,1.0906164344648521,1,118.75114440917969,-6.060952186584473,-4.685580730438232,56.869709310318,2.490234375,0,0.2733333333333333
122,10582,-93.19128304425281,42,0,1,0,24.34568319685786,0.798942,0.7591174124252229,0,93.4545669555664,-18.212182998657227,-4.215425491333008,15.795648149088679,0.34912109375,0,0.23809523809523808
123,10614,-98.17247042068293,32,0,1,0,23.33072428494364,0.798334,0.7346277523320168,0,94.69003295898438,-15.818682670593262,-1.605154275894165,13.226649233205064,0.9443359375,0,0.375
124,10651,-110.10072298244562,37,0,1,0,24.696874296787886,0.797631,1.4131712261083964,0,93.13738250732422,-19.71939468383789,-1.1589386463165283,13.168842880529146,0.1572265625,0,0.2702702702702703
125,10708,-86.6705894282819,57,0,1,0,18.135948734210263,0.796548,1.2160137674787588,0,100.08220672607422,-15.164081573486328,-4.25435209274292,21.856492996103814,0.1153564453125,0,0.3157894736842105
126,10858,-158.04321834577155,150,0,0,0,12.78827371254189,0.793698,1.2660257615024846,1,117.38228607177734,-7.6961259841918945,-8.903634071350098,53.899272298829416,1.2890625,0,0.26
127,10908,-94.69888391433248,50,0,1,0,23.881504818182922,0.792748,0.7782788760960102,0,94.19662475585938,-15.249855995178223,-3.981001853942871,17.826903865423002,0.274169921875,0,0.24
128,11058,-12.672772279008298,150,0,0,0,6.351647818555716,0.789898,1.0703622039904197,1,122.9654312133789,-15.400215148925781,-2.970604419708252,61.09594327892952,1.298828125,0,0.30666666666666664
129,11107,-92.6361045047627,49,0,1,0,23.483059875646678,0.788967,0.935742198052455,0,94.487060546875,-15.867037773132324,-3.112279176712036,19.223991359483353,0.7373046875,0,0.24489795918367346
130,11167,-82.95641914167314,60,0,1,0,17.629704988880878,0.787827,1.3248934193203847,0,100.86658477783203,-14.040237426757812,-3.7851667404174805,23.714969424126757,0.890625,0,0.31666666666666665
131,11195,-93.03797839520224,28,0,1,0,25.008649745928764,0.7872950000000001,1.4535984748176165,0,92.79739379882812,-19.023462295532227,-4.581274032592773,11.7252775334928,0.7275390625,0,0.35714285714285715
132,11345,-48.28824964367309,150,0,0,0,3.4242189379265624,0.7844450000000001,0.9822265279789766,1,117.52033996582031,-18.857948303222656,-6.411628246307373,58.8638060410112,0.8779296875,0,0.26666666666666666
133,11495,-11.366559789392268,150,0,0,0,4.803171775802662,0.781595,1.0849064872165521,1,116.74928283691406,-14.76389217376709,-4.951087474822998,54.429025870262564,0.93896484375,0,0.25333333333333335
134,11538,-87.64382287079488,43,0,1,0,22.76582729640628,0.780778,1.185035202392312,0,95.2187271118164,-15.832287788391113,-3.020488739013672,16.65112416427871,0.708984375,0,0.3023255813953488
135,11604,-100.7850062698962,66,0,1,0,23.61012759576277,0.779524,1.089008695643508,0,94.30370330810547,-16.527137756347656,-4.069367408752441,19.707342263163685,0.1419677734375,3,0.22727272727272727
136,11700,-99.69063735912906,96,0,1,0,13.06501692008139,0.7777000000000001,1.2552613328831892,0,105.42503356933594,-14.73820686340332,-2.5391767024993896,36.49737499676525,0.18212890625,0,0.2604166666666667
137,11850,-43.84823397535162,150,0,0,0,16.84633045181497,0.77485,0.8863797781119744,1,113.12047576904297,-2.896862745285034,-1.6203022003173828,56.891425461981164,2.41796875,0,0.22666666666666666
138,11891,-98.74893543630095,41,0,1,0,25.732842518317035,0.774071,1.142512819570739,0,92.12886047363281,-20.894983291625977,-4.397995471954346,13.983374933229294,0.677734375,0,0.24390243902439024
139,12041,-23.353590454958056,150,0,0,0,4.305316773364305,0.771221,1.3313823605080446,1,118.29632568359375,-14.836068153381348,-3.788142681121826,58.37769325439658,1.3349609375,0,0.26666666666666666
140,12065,-112.4762442361826,24,0,1,0,30.17224956128398,0.770765,1.55930755349497,0,88.59442901611328,-11.446107864379883,-1.4980952739715576,7.911887171799114,0.8974609375,4,0.2916666666666667
141,12096,-86.79046375110796,31,0,1,0,23.500421749557454,0.770176,1.431509001601127,0,94.43238067626953,-16.17082977294922,-2.7156405448913574,12.820038541957064,0.1781005859375,0,0.3870967741935484
142,12129,-104.00718345720591,33,0,1,0,23.864103942665842,0.769549,1.4270886236971074,0,93.95863342285156,-17.499244689941406,-2.091524839401245,12.424753583346142,0.11529541015625,0,0.3333333333333333
