episode,global_step,reward,steps,success,collision,out_of_altitude,final_distance,epsilon,mean_loss,timeout,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_fraction
143,12233,-95.25121650486577,104,0,1,0,12.983537549878383,0.7675730000000001,1.2632557480381086,0,105.51533508300781,-14.707263946533203,-3.133134603500366,36.32039284767179,0.382568359375,0,0.2403846153846154
144,12297,-113.0347421569504,64,0,1,0,23.18149210343973,0.766357,1.0788937084143981,0,94.963134765625,-15.178850173950195,-4.741403102874756,24.07196962372183,0.97216796875,0,0.1875
145,12324,-85.80031451846943,27,0,1,0,23.571019250363104,0.765844,0.6774031243942402,0,94.34443664550781,-16.425729751586914,-3.8367693424224854,12.68139130014175,0.1314697265625,0,0.4444444444444444
146,12365,-92.60671697549861,41,0,1,0,23.594116148971015,0.765065,0.9599309787154198,0,94.2965316772461,-16.558712005615234,-2.5432591438293457,14.891806537669604,0.135498046875,0,0.2926829268292683
147,12403,-93.40984872028179,38,0,1,0,24.023511374311767,0.764343,1.1756700007735115,0,94.0089111328125,-15.657121658325195,-4.342222690582275,14.561160021168307,0.1884765625,0,0.2894736842105263
148,12479,-85.75810544706954,76,0,1,0,18.010589501230832,0.762899,1.3354803441386474,0,100.83346557617188,-12.976229667663574,-4.145679473876953,26.729319238262747,0.311767578125,0,0.25
149,12629,-61.39685383532674,150,0,0,0,5.382038846243855,0.760049,0.9598080842196941,1,116.6645278930664,-14.537008285522461,-5.744670867919922,55.85128713510579,2.24609375,0,0.26666666666666666
150,12695,-89.52451179785876,66,0,1,0,20.62637871203325,0.758795,1.0614780221473088,0,97.44549560546875,-15.647080421447754,-4.200882911682129,23.92372117027012,0.63720703125,0,0.22727272727272727
151,12726,-82.57251313558386,31,0,1,0,22.00025785007672,0.7582059999999999,0.8549835715563067,0,95.95669555664062,-16.1021671295166,-3.2916336059570312,13.601621253124103,0.491455078125,0,0.45161290322580644
152,12783,-102.27472400893816,57,0,1,0,24.779956636139286,0.757123,1.0214198035629172,0,92.99961853027344,-20.06620979309082,-2.680046319961548,18.796888166442375,0.1390380859375,5,0.21052631578947367
153,12860,-90.10790691959934,77,0,1,0,17.815047728119943,0.75566,0.9112302562729879,0,100.72384643554688,-13.849333763122559,-3.633171796798706,27.10219706041919,0.401123046875,0,0.24675324675324675
154,12909,-88.2225476147481,49,0,1,0,23.027563964571232,0.754729,1.6585818477431122,0,95.16140747070312,-14.739030838012695,-4.142948150634766,17.77221595146472,0.92578125,0,0.24489795918367346
155,12958,-87.92615552001502,49,0,1,0,23.550560884400326,0.753798,1.5063659723620026,0,94.357666015625,-16.376602172851562,-3.2917559146881104,19.279583721770514,0.12744140625,0,0.22448979591836735
156,12992,-98.19128784811735,34,0,0,1,23.34442230672771,0.753152,1.1429414536584825,0,94.91864013671875,-14.629034042358398,-0.9966722130775452,12.8083313749897,1.6982421875,0,0.35294117647058826
157,13028,-90.49809451525823,36,0,1,0,23.50053072373882,0.752468,1.14952373628815,0,94.43903350830078,-16.134883880615234,-3.434906482696533,13.43112287169718,0.3134765625,0,0.3333333333333333
158,13065,-93.65112299145288,37,0,1,0,24.012374177646674,0.751765,0.8978279339703353,0,94.04763793945312,-15.587933540344238,-4.622438907623291,14.152679969399225,0.10369873046875,0,0.2972972972972973
159,13085,-106.28216488307325,20,0,0,1,28.229911466326637,0.751385,0.9564961776137352,0,90.26425170898438,-12.957201957702637,-0.9480649828910828,7.864505741425872,1.92578125,0,0.3
160,13114,-88.84944631200182,29,0,1,0,23.516635180377975,0.750834,1.0060706079520028,0,94.39901733398438,-16.298715591430664,-3.053642749786377,12.007224534207976,0.1103515625,0,0.41379310344827586
161,13164,-87.39558589993966,50,0,1,0,22.94277458645535,0.749884,0.9082310903072357,0,95.03913116455078,-15.863025665283203,-3.503258466720581,19.285884240990843,0.245849609375,0,0.24
162,13245,-88.59614734415166,81,0,1,0,16.49014856409246,0.748345,1.12637942781051,0,101.58822631835938,-16.002744674682617,-4.15740442276001,30.158613012274238,0.564453125,0,0.25925925925925924
163,13288,-109.9893850973889,43,0,1,0,20.899180801576584,0.747528,0.9540883644029151,0,97.02702331542969,-16.45970916748047,-2.3388712406158447,17.838368626560843,1.6630859375,0,0.32558139534883723
164,13352,-87.61460239427956,64,0,1,0,17.553554686476218,0.7463120000000001,1.0553646412445232,0,101.35835266113281,-12.773581504821777,-3.227165460586548,24.778081042829726,0.75146484375,0,0.3125
165,13415,-105.27810314450795,63,0,1,0,23.88292402888511,0.745115,1.133596547539272,0,94.26439666748047,-14.998600959777832,-4.501395225524902,23.066798860952836,0.30810546875,4,0.20634920634920634
166,13444,-95.69094788779762,29,0,1,0,23.909062258311124,0.744564,1.6742299728352448,0,93.9197998046875,-17.573150634765625,-1.84037184715271,12.206185531409828,0.121337890625,0,0.3793103448275862
167,13594,-72.75716846463227,150,0,0,0,3.2212587555674643,0.741714,1.2834728230535983,1,116.11624908447266,-21.102474212646484,-4.846385478973389,57.13599574149982,1.103515625,0,0.25333333333333335
168,13631,-94.06273832284616,37,0,1,0,25.719317907872735,0.7410110000000001,0.9215175499384468,0,92.23564147949219,-22.22081184387207,-2.8029088973999023,14.869608000644922,0.130859375,0,0.2702702702702703
169,13692,-83.61533767876841,61,0,1,0,18.10533694391186,0.7398520000000001,1.6193436825128853,0,100.03510284423828,-15.536613464355469,-4.241497993469238,24.348834749850475,0.142578125,0,0.3114754098360656
170,13710,-99.45386889335329,18,0,1,0,29.23525505762717,0.73951,0.7306743545664681,0,88.5662612915039,-18.541128158569336,-1.4455323219299316,6.837751298495747,2.974609375,4,0.3333333333333333
171,13791,-80.2642342978034,81,0,1,0,16.03904366674417,0.7379709999999999,1.1565901531297484,0,101.75956726074219,-18.195777893066406,-2.2029221057891846,31.676542203941654,0.3681640625,0,0.24691358024691357
172,13869,-83.57950959353508,78,0,1,0,18.11182209514117,0.736489,1.1929760372791536,0,100.21822357177734,-14.711565971374512,-4.334564208984375,28.464732704570025,0.10400390625,0,0.23076923076923078
173,13911,-90.70758112435736,42,0,1,0,22.231349212633624,0.735691,1.013605361360879,0,95.96468353271484,-14.907594680786133,-4.531075954437256,16.5273500038913,0.640625,0,0.30952380952380953
174,13990,-93.86634005156077,79,0,1,0,18.00140552631582,0.73419,1.4298535473173177,0,100.74290466308594,-13.255990982055664,-4.104445457458496,27.814844148616825,0.10540771484375,0,0.25316455696202533
175,14024,-91.08059520641511,34,0,1,0,23.75344016223164,0.733544,1.1716909387751537,0,94.0985107421875,-17.05228042602539,-3.788612127304077,13.315281725498352,0.13232421875,0,0.3235294117647059
176,14041,-104.62710300349953,17,0,0,1,25.886062201769352,0.733221,1.0649426895029404,0,92.3282699584961,-14.660432815551758,-0.9046071171760559,7.98287417164856,1.7734375,0,0.5294117647058824
177,14076,-93.81015219089534,35,0,1,0,23.526120894296977,0.732556,1.2982362604566984,0,94.39227294921875,-16.310604095458984,-3.4412314891815186,13.71487953370542,0.125244140625,0,0.34285714285714286
178,14131,-86.75967982259775,55,0,1,0,18.170349372819263,0.731511,1.6743166353214871,0,100.0992202758789,-14.986114501953125,-4.419277667999268,20.6932531727197,0.1839599609375,0,0.34545454545454546
179,14180,-96.21810493176176,49,0,1,0,23.703167468712767,0.73058,0.8231021285969384,0,94.16598510742188,-16.923940658569336,-3.9443628787994385,18.050859484263878,0.12371826171875,0,0.2653061224489796
180,14266,-92.16942142396829,86,0,1,0,17.915982536316598,0.728946,1.2420014649802862,0,100.24663543701172,-15.427345275878906,-4.179363250732422,32.457923917688255,0.4091796875,0,0.20930232558139536
181,14326,-92.05777800927491,60,0,1,0,24.203905645418107,0.727806,1.0994497818251452,0,93.623779296875,-17.626964569091797,-4.218317031860352,21.432421676543306,0.3876953125,3,0.25
182,14360,-91.3324553163445,34,0,1,0,24.302774798343773,0.72716,1.4285210936385042,0,93.59403228759766,-16.84263038635254,-4.421998023986816,14.247554219917653,0.68701171875,0,0.3235294117647059
183,14400,-96.29551037400734,40,0,1,0,24.439405562819292,0.7264,1.2005571072921157,0,93.43177795410156,-17.31305503845215,-4.629452228546143,14.103046370564323,0.67919921875,0,0.3
184,14473,-84.24988577168878,73,0,1,0,18.879243903966874,0.725013,1.2915295782971055,0,99.14891052246094,-16.048351287841797,-4.134889125823975,25.98262869050014,0.63818359375,0,0.2328767123287671
185,14516,-95.04057993772658,43,0,1,0,23.882714260912174,0.7241960000000001,1.6162491896471312,0,94.22997283935547,-15.150468826293945,-4.352136135101318,15.335340228444394,0.1868896484375,0,0.27906976744186046
186,14583,-89.44600359880474,67,0,1,0,17.237648331422406,0.722923,1.2092197202702066,0,100.56635284423828,-17.771345138549805,-2.7586426734924316,26.252895774808657,0.400634765625,0,0.2835820895522388
187,14733,-10.430988232631242,150,0,0,0,6.84590916815047,0.720073,1.4112562775115172,1,119.35916900634766,-12.545280456542969,-4.450994491577148,62.311656168594105,1.81640625,0,0.28
188,14767,-94.07400741929149,34,0,0,1,24.261877729022814,0.719427,1.5351196409148329,0,94.21349334716797,-13.614212989807129,-0.7585667967796326,13.904444032786031,1.8017578125,0,0.3235294117647059
189,14911,-101.71829934819806,144,0,0,1,5.572773876467953,0.716691,1.1136505009813442,0,116.12345886230469,-14.225478172302246,-0.704627275466919,56.41761873841394,0.2027587890625,0,0.2638888888888889
190,14923,-98.43398631784501,12,0,1,0,29.328158171995668,0.7164630000000001,0.629544397816062,0,88.49760437011719,-17.745229721069336,-1.4423677921295166,5.278862413784002,2.939453125,0,0.3333333333333333
191,14973,-79.08721489133549,50,0,1,0,17.612523698014954,0.7155130000000001,1.0798760102689267,0,100.63162994384766,-15.099489212036133,-4.215140342712402,20.834227343015595,0.408203125,0,0.38
192,15017,-92.658909939295,44,0,1,0,24.334798041518145,0.714677,1.0077323823828588,0,93.45906066894531,-18.412994384765625,-4.2057719230651855,15.456151660860042,0.283935546875,0,0.25
193,15041,-87.08103555880965,24,0,1,0,23.796026553087607,0.714221,1.3113678209483624,0,94.4109115600586,-14.629536628723145,-4.357765197753906,11.396394169136927,0.55517578125,0,0.5
194,15077,-89.60948134474916,36,0,1,0,22.983697630111475,0.7135370000000001,1.6542349979281425,0,95.08380889892578,-15.46155071258545,-4.208584308624268,13.501025772731294,0.10504150390625,0,0.3333333333333333
195,15127,-89.6358715976396,50,0,1,0,23.5433182074113,0.7125870000000001,1.2256855890154839,0,94.36140441894531,-16.39998435974121,-3.2066190242767334,18.373045626590972,0.11407470703125,0,0.22
196,15158,-91.20424937713156,31,0,1,0,23.441466490062517,0.711998,1.1059136462788428,0,94.5448989868164,-15.909547805786133,-2.008513927459717,12.60255031977887,0.625,0,0.3870967741935484
197,15193,-83.65740966886757,35,0,1,0,22.11628445944256,0.711333,1.4419885967458999,0,95.84283447265625,-16.055450439453125,-3.1591532230377197,14.131730936103406,1.1484375,0,0.37142857142857144
198,15343,-14.910219378721226,150,0,0,0,5.669832013196645,0.708483,1.3455419325828553,1,119.84001159667969,-13.784984588623047,-3.5017249584198,56.86652690221232,0.9345703125,0,0.2866666666666667
199,15399,-82.46818195017227,56,0,1,0,17.78741996313395,0.707419,1.0983485499663013,0,100.76256561279297,-13.871842384338379,-3.9836795330047607,23.818977895385892,0.10552978515625,0,0.35714285714285715
200,15429,-82.17995401260701,30,0,1,0,20.55612065309281,0.7068490000000001,1.373390106856823,0,97.35206604003906,-16.600444793701172,-2.441981792449951,14.714617722877561,1.34765625,0,0.5
201,15453,-99.01621922952445,24,0,0,1,26.949430116684077,0.706393,1.2585022697846096,0,91.61458587646484,-12.818180084228516,-0.9563056230545044,10.080969682610789,2.150390625,0,0.3333333333333333
202,15474,-104.97233062149193,21,0,0,1,28.832535804275487,0.705994,1.0788916679365295,0,89.51305389404297,-13.732638359069824,-0.6448607444763184,7.63017605834179,1.52734375,4,0.3333333333333333
203,15504,-86.56213669234032,30,0,1,0,23.679348846699643,0.705424,1.9056655243039131,0,94.34095764160156,-15.71984577178955,-4.208860397338867,12.860136546904187,0.4130859375,0,0.36666666666666664
204,15592,-63.63635286825644,88,0,1,0,3.34011167408713,0.7037519999999999,1.1710467929528519,0,114.541748046875,-18.67083168029785,-2.1675102710723877,39.05875257568076,0.384765625,0,0.4090909090909091
205,15646,-84.53335852696824,54,0,1,0,20.43852135492356,0.702726,1.0206592343747616,0,97.61862182617188,-15.756092071533203,-4.214279651641846,21.149792476150022,0.7626953125,0,0.2777777777777778
206,15707,-75.42447450761789,61,0,1,0,12.920838189240644,0.701567,0.9358893525405009,0,105.40013885498047,-15.291722297668457,-3.5254640579223633,26.547306635283416,0.1357421875,0,0.4426229508196721
207,15723,-104.96060151806269,16,0,1,0,29.465828822897237,0.701263,0.9024451840668917,0,88.65361022949219,-14.685056686401367,-1.4596526622772217,6.070174705583752,0.94482421875,4,0.3125
208,15790,-71.9662355603056,67,0,1,0,14.494267853321748,0.69999,1.1113013795285083,0,103.36093139648438,-17.859037399291992,-4.217801094055176,30.391590467935156,0.313720703125,0,0.3283582089552239
209,15819,-83.4781748229204,29,0,1,0,22.06818977182626,0.699439,1.861044627325288,0,95.99128723144531,-15.569759368896484,-4.140751838684082,13.648242041600467,0.2010498046875,0,0.4482758620689655
210,15852,-89.33203229171329,33,0,1,0,23.83341661079687,0.698812,1.5305157974362373,0,94.2538070678711,-15.549700736999512,-4.881045818328857,12.141213698324018,0.197998046875,0,0.3333333333333333
211,15896,-94.73613598421605,44,0,1,0,25.03100118590914,0.697976,1.073195464570414,0,92.79685974121094,-19.033090591430664,-4.895346164703369,15.997091316112384,0.7255859375,0,0.20454545454545456
212,15998,-58.3849220496144,102,0,1,0,3.604447287375653,0.6960379999999999,1.5801909812086938,0,114.38449096679688,-18.584041595458984,-4.18879508972168,41.64998878868782,0.29541015625,0,0.3627450980392157
213,16025,-87.01706812405797,27,0,1,0,23.713411918494547,0.695525,1.3318111523985863,0,94.13069915771484,-16.992319107055664,-2.9191970825195312,11.87129662844323,0.12432861328125,0,0.4074074074074074
214,16066,-87.75466275021265,41,0,1,0,23.28131463737939,0.6947460000000001,1.7625607906318292,0,94.69580841064453,-15.850445747375488,-3.2549679279327393,14.939925957493749,0.67041015625,0,0.2926829268292683
215,16094,-86.72155002091802,28,0,1,0,23.771564746452817,0.694214,0.9574999934328454,0,94.31609344482422,-15.251184463500977,-4.161196708679199,11.090900781919247,0.1917724609375,0,0.39285714285714285
216,16125,-91.07542322482057,31,0,1,0,24.681337920015274,0.6936249999999999,1.0911299956421698,0,93.08963775634766,-19.83907699584961,-3.3014402389526367,13.083440170374812,0.1298828125,0,0.3225806451612903
217,16185,-79.67922145498373,60,0,1,0,17.87898955923934,0.692485,1.4649778234461943,0,100.74890899658203,-13.556801795959473,-3.6482198238372803,23.205532642177086,0.10662841796875,0,0.3333333333333333
218,16232,-98.57662707694726,47,0,1,0,23.789067607919435,0.691592,1.6002769868107551,0,94.3494873046875,-15.131257057189941,-4.68032693862915,16.805596522021506,0.382080078125,0,0.23404255319148937
219,16259,-87.94338618986245,27,0,1,0,24.21814698727971,0.691079,1.7537484701584887,0,93.5625991821289,-18.562015533447266,-3.9875378608703613,11.954875673788829,0.138916015625,0,0.37037037037037035
220,16322,-79.69224863295358,63,0,1,0,17.70969572971668,0.689882,1.2416296331655412,0,100.80001831054688,-13.993699073791504,-3.8505141735076904,23.82961615954953,0.489013671875,0,0.30158730158730157
221,16387,-79.00624290638007,65,0,1,0,15.21919607752454,0.688647,1.7687552101336992,0,103.01910400390625,-15.353205680847168,-3.9484612941741943,27.04290044152906,0.468505859375,0,0.3384615384615385
222,16435,-84.51863273422843,48,0,1,0,19.844171873030074,0.687735,1.3041959072773655,0,98.0535888671875,-16.85264015197754,-3.9207725524902344,20.57213862572062,0.7353515625,0,0.3333333333333333
223,16460,-87.4602992661583,25,0,1,0,23.97966780688676,0.68726,1.3876026093959808,0,93.84381103515625,-17.694395065307617,-4.19881010055542,11.643514737637565,0.31201171875,0,0.48
224,16504,-96.53565948351886,44,0,1,0,24.325622718349816,0.686424,1.0793744337491014,0,93.55496215820312,-16.95417594909668,-4.311495304107666,16.176698446497753,0.6865234375,0,0.22727272727272727
225,16550,-76.3576271798344,46,0,1,0,17.757679003938875,0.68555,1.289376351820386,0,101.13750457763672,-12.778182983398438,-2.891662120819092,20.888428832891652,1.1875,0,0.43478260869565216
226,16624,-92.45919738075762,74,0,1,0,10.566428047881931,0.6841440000000001,1.5564326925857648,0,107.34732818603516,-20.177671432495117,-1.5854440927505493,31.08452856962058,0.8740234375,0,0.36486486486486486
227,16655,-87.39214428908444,31,0,1,0,23.16141865562911,0.683555,1.3378321684656604,0,95.05658721923828,-14.609596252441406,-4.269891738891602,13.336698299515323,0.43408203125,0,0.41935483870967744
228,16729,-78.5994829548218,74,0,1,0,13.280662753978541,0.682149,1.6598342002646342,0,104.49432373046875,-19.185815811157227,-3.693467855453491,30.527647581423924,0.57568359375,0,0.3108108108108108
229,16774,-76.31885494531777,45,0,1,0,16.87672818488499,0.6812940000000001,1.8716315865516662,0,101.17414855957031,-16.112747192382812,-4.136143207550049,19.674563657827356,0.385498046875,0,0.4444444444444444
230,16836,-87.92263646265643,62,0,1,0,18.099877822262204,0.6801159999999999,0.7307811780802665,0,100.07024383544922,-15.38594913482666,-4.2293620109558105,24.01413916725226,0.2086181640625,0,0.3064516129032258
231,16866,-81.84169168193603,30,0,1,0,21.450919771669685,0.679546,1.4420031681656837,0,96.48103332519531,-16.29233741760254,-3.0322229862213135,13.194492852810354,1.3232421875,0,0.4666666666666667
232,16912,-86.25963373476888,46,0,1,0,19.476105326787145,0.678672,1.4644673923435418,0,98.63079071044922,-15.617218017578125,-4.3677167892456055,18.459369434361495,0.93603515625,0,0.3695652173913043
233,16957,-93.96375690254025,45,0,1,0,25.519519668463207,0.677817,1.9338752355840472,0,92.38761901855469,-21.803138732910156,-2.960430860519409,18.313071289371646,0.1561279296875,4,0.24444444444444444
234,17018,-78.25835490380817,61,0,1,0,16.552875819482246,0.676658,1.3765239220906476,0,101.89315795898438,-14.3948335647583,-3.917884349822998,26.21492379541035,0.53662109375,0,0.32786885245901637
235,17077,-82.34634839014234,59,0,1,0,17.53942236377634,0.675537,1.1548619805756262,0,100.27153015136719,-17.660987854003906,-2.990739583969116,23.538692936502166,1.3447265625,0,0.3050847457627119
236,17114,-90.90088365851697,37,0,1,0,23.77705225651718,0.674834,1.6452636549601685,0,94.24982452392578,-15.667444229125977,-4.214179039001465,14.10325127279147,0.44287109375,0,0.2972972972972973
237,17161,-74.59984487947516,47,0,1,0,17.39447093643331,0.673941,1.413224069679037,0,100.76802062988281,-15.490839958190918,-4.192557334899902,20.0966257510379,0.7666015625,0,0.425531914893617
238,17182,-87.44880970082608,21,0,1,0,23.7647112368564,0.6735420000000001,1.8758990275008338,0,94.31354522705078,-15.343896865844727,-4.263310432434082,10.14621707465153,0.1923828125,0,0.6190476190476191
239,17216,-86.33711668555758,34,0,1,0,23.59805111927438,0.6728959999999999,1.6035587130224003,0,94.28822326660156,-16.58092498779297,-3.340384006500244,13.701109422748466,0.1412353515625,0,0.3235294117647059
240,17323,142.3485543506727,107,1,0,0,1.5027431092889099,0.670863,1.6273703115565754,0,117.14273071289062,-17.86208152770996,-2.292759418487549,46.79160847875365,1.0498046875,0,0.37383177570093457
241,17376,-94.11832225128822,53,0,1,0,18.376461581570247,0.669856,1.8311827025323544,0,99.46672821044922,-17.377593994140625,-3.673198938369751,23.531674066690318,0.86865234375,0,0.33962264150943394
242,17403,-89.60430867589363,27,0,1,0,23.862921105566148,0.669343,1.4592360500936155,0,94.22505950927734,-15.521660804748535,-4.843181133270264,11.244088118239706,0.489501953125,0,0.4074074074074074
243,17438,-88.42435969645723,35,0,1,0,23.63007762884675,0.668678,1.8286879160574505,0,94.26509094238281,-16.64449691772461,-3.915499687194824,13.22741499551577,0.1302490234375,0,0.37142857142857144
244,17489,-92.30741879409807,51,0,1,0,21.05822821416848,0.6677090000000001,1.6471150824252296,0,96.86541748046875,-16.42745590209961,-3.4883291721343994,21.078513637513215,0.69970703125,0,0.27450980392156865
245,17588,-77.17632826416786,99,0,1,0,12.778021719393974,0.665828,1.5048728007258791,0,104.98421478271484,-19.305530548095703,-2.826582193374634,37.751471641886546,0.66845703125,0,0.24242424242424243
246,17626,-87.37794287402639,38,0,1,0,22.003827766665253,0.665106,2.0356906134831276,0,95.94985961914062,-16.094480514526367,-2.8589210510253906,16.99539185176376,1.7578125,0,0.34210526315789475
247,17695,-76.92043654525874,69,0,1,0,13.519340848827403,0.663795,1.4831916538701542,0,104.29791259765625,-18.620960235595703,-4.217316150665283,29.686659428362642,0.1142578125,0,0.3333333333333333
248,17721,-86.08374613347473,26,0,1,0,23.728389259384578,0.663301,0.9408277788987527,0,94.14490509033203,-16.83623504638672,-2.150009870529175,11.924737306353487,0.14697265625,0,0.4230769230769231
249,17785,-93.71249721669987,64,0,1,0,17.938511177179663,0.662085,1.537913137464784,0,100.60582733154297,-14.014592170715332,-4.570765972137451,24.791666939180104,0.26220703125,0,0.296875
250,17899,-87.79268947153261,114,0,1,0,12.754652395484069,0.6599189999999999,1.6835636399817049,0,105.33848571777344,-16.362577438354492,-4.145378112792969,40.697538230930526,0.48486328125,0,0.21929824561403508
251,17942,-91.01802481438322,43,0,1,0,23.981556967119776,0.6591020000000001,1.2617451818876488,0,93.99861145019531,-15.994970321655273,-4.204909801483154,15.903357260991365,0.475341796875,0,0.2558139534883721
252,17978,-90.1611661137219,36,0,1,0,23.19361427545806,0.658418,1.8051442334221468,0,94.9637451171875,-15.0975980758667,-4.720930099487305,14.134717443119841,1.0712890625,0,0.3333333333333333
253,18001,-87.21715765416035,23,0,1,0,23.812008096034646,0.6579809999999999,1.335882904736892,0,94.16243743896484,-16.050851821899414,-4.19158935546875,9.762569320962536,0.49951171875,0,0.4782608695652174
254,18052,-83.13793940947886,51,0,1,0,21.05875898730372,0.6570119999999999,1.4015183755580116,0,96.86380767822266,-16.398656845092773,-2.8357019424438477,19.196177537707648,1.662109375,0,0.27450980392156865
255,18086,-92.17861883816958,34,0,1,0,23.414015579270806,0.656366,1.2321112291777836,0,94.59461975097656,-16.434032440185547,-5.237578868865967,12.654518833847668,0.826171875,0,0.35294117647058826
256,18114,-89.48678973202047,28,0,1,0,24.136662499685052,0.655834,1.1521364141787802,0,93.63237762451172,-18.26129150390625,-3.1795597076416016,12.264706747272678,0.1343994140625,0,0.39285714285714285
257,18165,-76.77915944155255,51,0,1,0,16.83982414341177,0.654865,1.1378185307862712,0,100.96910858154297,-17.913042068481445,-3.708984613418579,22.490199256692257,1.1328125,0,0.37254901960784315
258,18231,-71.94742006326936,66,0,1,0,13.681329009142688,0.6536109999999999,1.468567942353812,0,104.10578155517578,-19.041683197021484,-3.9220850467681885,27.349510145143405,0.66796875,0,0.3484848484848485
259,18379,-77.00436813036869,148,0,1,0,6.844354396973539,0.650799,1.7858242724795599,0,111.48871612548828,-21.777339935302734,-2.8172850608825684,53.12633041800417,0.8349609375,0,0.21621621621621623
260,18438,-73.3327631276182,59,0,1,0,14.595980893730086,0.649678,1.5634243351928259,0,103.17233276367188,-18.717872619628906,-2.4907145500183105,26.476049139599994,0.329345703125,0,0.3728813559322034
261,18472,-85.55642276923577,34,0,1,0,23.042203797384758,0.649032,1.0693265217192032,0,94.9522476196289,-15.892680168151855,-4.0174407958984375,15.180936753189346,0.6826171875,0,0.35294117647058826
262,18537,-79.34532829048153,65,0,1,0,17.97086820076104,0.647797,1.386021984540499,0,100.86052703857422,-12.93126392364502,-2.4985244274139404,27.08041072359928,0.31884765625,0,0.3076923076923077
263,18551,-109.76756559130591,14,0,0,1,31.63614247355757,0.6475310000000001,1.5556501320430212,0,86.28148651123047,-16.566102981567383,-0.9726876020431519,4.863775689240239,1.6083984375,4,0.42857142857142855
264,18608,-80.96251121424777,57,0,1,0,17.909893569821097,0.646448,1.581028259637063,0,100.16046142578125,-15.818092346191406,-3.9015963077545166,23.012786028238235,0.62060546875,0,0.3157894736842105
265,18663,-84.44760808891577,55,0,1,0,17.61637366574374,0.6454030000000001,1.5398149433461104,0,101.35195922851562,-12.638529777526855,-2.3959462642669678,23.941369705074514,1.201171875,0,0.36363636363636365
266,18721,-103.63044250143065,58,0,1,0,21.043094831527025,0.644301,1.726932329607421,0,96.93297576904297,-16.449382781982422,-1.4149305820465088,23.29906806425501,1.630859375,0,0.2413793103448276
267,18770,-77.99188152702969,49,0,1,0,17.85111287498739,0.64337,1.847319444223326,0,100.17670440673828,-16.17433738708496,-4.205374240875244,20.266147005994284,0.1751708984375,0,0.3877551020408163
268,18893,-60.41260838423035,123,0,1,0,2.3249127938850145,0.641033,1.8217165640335742,0,115.79589080810547,-17.873825073242188,-3.4556403160095215,50.38290693278078,1.7216796875,0,0.3089430894308943
269,18957,-79.86774901089319,64,0,1,0,17.465758235819443,0.6398170000000001,1.1072483364259824,0,100.980224609375,-14.318254470825195,-4.14531946182251,25.772043395257803,0.164794921875,0,0.328125
270,19054,-83.20742445964751,97,0,1,0,15.951939281631336,0.637974,1.4956900331470155,0,102.47655487060547,-14.60210132598877,-4.166703701019287,33.20421524378047,0.403076171875,0,0.21649484536082475
271,19146,-87.05437238361374,92,0,1,0,14.71013224980308,0.636226,1.6121764228395794,0,103.1899642944336,-17.342079162597656,-4.162191867828369,33.599998330152275,0.39794921875,0,0.2391304347826087
272,19194,-84.19380634991748,48,0,1,0,19.540558086832746,0.635314,0.9599207853898406,0,98.34342193603516,-16.919931411743164,-3.657799243927002,19.9523766866516,0.46484375,0,0.3541666666666667
273,19270,-81.26697925376526,76,0,1,0,13.555386477109217,0.6338699999999999,2.2135366073956617,0,104.24832153320312,-19.113374710083008,-1.8664989471435547,28.858038399232015,0.8720703125,0,0.3026315789473684
274,19297,-81.79380025599227,27,0,1,0,21.882718584763406,0.633357,1.7816036967215714,0,96.0849838256836,-16.117902755737305,-3.8190765380859375,13.193047823010929,0.98046875,0,0.48148148148148145
275,19357,-77.69877822793356,60,0,1,0,17.529796121383914,0.632217,1.4161275044083594,0,101.39915466308594,-12.742774963378906,-3.323007106781006,24.80068983945068,0.37939453125,0,0.35
276,19381,-82.73560720526577,24,0,1,0,22.265435121829583,0.631761,2.0137482484181723,0,95.82437133789062,-15.3746919631958,-4.167360305786133,11.480178158456948,0.39697265625,0,0.5833333333333334
277,19471,-90.6097081377701,90,0,1,0,14.062690111883537,0.630051,1.4481922080119451,0,104.52849578857422,-14.330668449401855,-2.180818796157837,32.84178409277422,0.798828125,0,0.26666666666666666
278,19505,-87.09321308431623,34,0,1,0,23.55471869771308,0.629405,1.6066022050731323,0,94.38155364990234,-16.30608558654785,-4.009214401245117,13.686139581176374,0.1448974609375,0,0.35294117647058826
279,19538,-85.73958800306751,33,0,1,0,22.258066900086842,0.6287780000000001,1.3198127814314582,0,95.70736694335938,-16.00704002380371,-2.761512041091919,14.993430915874994,1.2177734375,0,0.3939393939393939
280,19638,-79.19646351267662,100,0,1,0,12.983968509763349,0.626878,1.4341402453184129,0,105.52715301513672,-14.69989013671875,-3.446659564971924,36.49627116231681,0.16748046875,0,0.26
281,19702,-94.77452599930933,64,0,0,1,16.49676249205979,0.6256619999999999,1.7565899973269552,0,101.53347778320312,-16.83223533630371,-0.9689465761184692,25.74944461790892,1.4375,0,0.3125
282,19803,-75.02633469480193,101,0,1,0,10.661207056811083,0.6237429999999999,1.4053136626682659,0,107.1540298461914,-20.08626937866211,-3.3902485370635986,39.91301754620113,1.28515625,0,0.25742574257425743
283,19885,-82.37784179549755,82,0,1,0,15.153202986130186,0.622185,1.5340458611707861,0,102.63619232177734,-18.52154541015625,-2.146718978881836,30.960286129812754,0.241455078125,0,0.25609756097560976
