policy_mode,episode,reward,steps,success,collision,out_of_altitude,timeout,final_distance,final_x,final_y,final_z,path_length_m,min_depth_m,dominant_action,dominant_action_name,dominant_action_fraction,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
stochastic,1,117.71493572849025,83,1,0,0,0,1.8508053986930006,107.22859954833984,-9.714102745056152,-4.40727424621582,32.46285965885709,1.7939453125,0,forward,0.3253012048192771,27,6,13,9,9,19
stochastic,2,120.32027121581787,63,1,0,0,0,1.8641581766692121,105.84846496582031,-10.586586952209473,-2.532942771911621,27.847669243789948,2.685546875,0,forward,0.3968253968253968,25,4,10,6,10,8
stochastic,3,122.59264546600298,61,1,0,0,0,1.938886900070992,107.78321075439453,-12.699867248535156,-2.4655420780181885,28.724086915567685,2.78125,0,forward,0.45901639344262296,28,6,10,3,7,7
stochastic,4,132.97863029669455,55,1,0,0,0,1.9475381804084881,106.2509536743164,-10.472380638122559,-4.316555023193359,26.367112069143566,1.2353515625,0,forward,0.4727272727272727,26,3,8,5,3,10
stochastic,5,128.6379082207086,84,1,0,0,0,1.9214076277720624,105.72404479980469,-10.916206359863281,-3.1858787536621094,30.801487706754124,1.845703125,0,forward,0.2976190476190476,25,9,16,4,8,22
stochastic,6,124.06766044463062,69,1,0,0,0,1.9977426960595233,106.08940887451172,-11.017852783203125,-1.7465249300003052,30.712108738393653,2.6875,0,forward,0.37681159420289856,26,8,13,3,10,9
stochastic,7,-91.64613126848799,79,0,0,1,0,3.764468303275904,108.92964935302734,-13.740938186645508,-0.9773131608963013,31.075505208008327,2.212890625,0,forward,0.3670886075949367,29,7,9,3,10,21
stochastic,8,126.83308545067311,61,1,0,0,0,1.8727641536284279,105.9051284790039,-10.349239349365234,-2.4784858226776123,26.47351181504221,2.94140625,0,forward,0.4262295081967213,26,3,9,4,7,12
stochastic,9,119.42730236077477,65,1,0,0,0,1.7189673047847034,106.00627136230469,-10.353691101074219,-3.252281665802002,28.047940350673464,2.572265625,0,forward,0.4,26,5,11,6,8,9
stochastic,10,134.45336851589894,56,1,0,0,0,1.9919963517324257,107.36009216308594,-9.088111877441406,-3.903521776199341,28.067029459416442,2.68359375,0,forward,0.5,28,3,11,5,5,4
stochastic,11,-86.81289217472415,69,0,0,1,0,2.5240374680975752,107.94347381591797,-9.365092277526855,-0.9765493273735046,30.350280827302747,2.595703125,0,forward,0.4057971014492754,28,5,12,3,11,10
stochastic,12,125.09304554098085,80,1,0,0,0,1.9344468313005478,107.96519470214844,-9.322409629821777,-4.150609016418457,33.71111610662813,2.228515625,0,forward,0.35,28,11,17,6,9,9
stochastic,13,-99.48551092682993,32,0,0,1,0,11.437157426251051,96.44153594970703,-11.481013298034668,-0.7484172582626343,14.808064179122127,1.8759765625,0,forward,0.4375,14,1,6,0,6,5
stochastic,14,134.67038395743012,59,1,0,0,0,1.84163049282499,106.07026672363281,-11.731024742126465,-3.3909573554992676,26.62947686150226,2.921875,0,forward,0.4406779661016949,26,5,9,3,4,12
stochastic,15,123.29034128721995,95,1,0,0,0,1.6590644193410637,107.27485656738281,-11.349139213562012,-4.538051128387451,38.30388684959696,2.048828125,0,forward,0.28421052631578947,27,17,22,7,11,11
stochastic,16,-69.2741394657111,110,0,0,0,1,7.986140923887791,111.92510223388672,-17.214054107666016,-5.193571090698242,42.362618649968,1.2509765625,0,forward,0.3090909090909091,34,15,13,15,15,18
stochastic,17,-48.50547812734863,110,0,0,0,1,12.631300045935534,120.06034088134766,-11.85025691986084,-5.046159267425537,46.192591081355886,2.2265625,0,forward,0.39090909090909093,43,14,18,9,11,15
stochastic,18,-84.79660016042098,86,0,0,1,0,4.876539042722592,106.75505828857422,-6.5407304763793945,-0.8764203190803528,36.03416130008221,1.8984375,0,forward,0.3023255813953488,26,8,20,4,13,15
stochastic,19,114.54063277853838,68,1,0,0,0,1.9410490732329202,106.65860748291016,-10.586692810058594,-1.341944694519043,28.995209866069626,2.142578125,0,forward,0.39705882352941174,27,5,12,2,9,13
stochastic,20,131.14185793556226,62,1,0,0,0,1.7954251161551598,106.33228302001953,-12.071151733398438,-3.115746259689331,25.69461347284964,2.515625,0,forward,0.41935483870967744,26,5,9,2,4,16
